Time,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
5667.0000,29.5505,19.7842,21.1503,19.2573,22.0547,19.8795,21.5372,18.6929,21.0537,34.3733,13.0038,14.8981,29.3765,38.4045,25.5658,33.0021,20.1705,24.2281,40.1829,27.4480,73.7994,9.7934,20.0493,5.8496,18.4223
5668.0000,29.8687,20.2764,22.1489,19.9629,22.5758,20.1198,21.6521,18.0938,20.5080,32.4878,14.3985,15.6661,30.9049,38.3436,26.4178,33.5002,19.9608,24.8819,40.7213,27.6190,74.5571,11.0434,20.3114,6.3424,17.6952
5669.0000,30.5005,20.9978,23.5294,21.1181,23.4595,20.7985,22.1695,17.8929,20.3574,30.9992,16.1883,16.8444,32.4827,37.8156,27.6237,34.4095,20.1115,25.8958,41.6150,28.1992,75.6532,12.5778,21.0264,7.3498,17.6639
5670.0000,31.3513,21.8804,25.1666,22.6216,24.6171,21.8173,23.0031,18.0424,20.5476,29.8516,18.2329,18.3408,33.9466,36.9204,29.0712,35.6086,20.5320,27.1484,42.7588,29.0969,76.9787,14.3259,22.1464,8.7556,18.2545
5671.0000,32.2718,22.8119,26.8827,24.3016,25.9134,23.0131,24.0131,18.4329,20.9605,28.9323,20.3362,20.0059,35.0795,35.7677,30.5948,36.9188,21.0762,28.4693,43.9948,30.1722,78.3709,16.1700,23.5320,10.4028,19.3134
5672.0000,33.0977,23.6683,28.4856,25.9553,27.1967,24.2022,25.0401,18.9358,21.4521,28.1207,22.2875,21.6700,35.6693,34.4777,32.0114,38.1491,21.5822,29.6770,45.1495,31.2708,79.6563,17.9674,24.9922,12.1227,20.6579
5673.0000,33.6954,24.3515,29.8146,27.3992,28.3333,25.2293,25.9443,19.4470,21.8974,27.3325,23.9081,23.1863,35.5741,33.1848,33.1638,39.1442,21.9171,30.6238,46.0762,32.2636,80.6933,19.5799,26.3386,13.7646,22.1258
5674.0000,33.9987,24.8186,30.7781,28.5133,29.2371,26.0072,26.6383,19.9185,22.2259,26.5444,25.0921,24.4650,34.7713,32.0339,33.9573,39.8239,22.0100,31.2303,46.6907,33.0766,81.4044,20.9041,27.4379,15.2187,23.6086
5675.0000,34.0244,25.0948,31.3729,29.2678,29.8860,26.5338,27.1050,20.3667,22.4380,25.7920,25.8275,25.4910,33.3731,31.1648,34.3798,40.1985,21.8670,31.5026,46.9890,33.7046,81.7857,21.8922,28.2442,16.4293,25.0606
5676.0000,33.8636,25.2650,31.6792,29.7223,30.3202,26.8833,27.3946,20.8556,22.5962,25.1423,26.1931,26.3176,31.6024,30.6856,34.4991,40.3589,21.5616,31.5247,47.0419,34.2038,81.8931,22.5587,28.8037,17.3942,26.4839
5677.0000,33.6504,25.4470,31.8324,30.0006,30.6239,27.1744,27.6021,21.4627,22.7966,24.6547,26.3313,27.0411,29.7366,30.6429,34.4385,40.4434,21.2051,31.4299,46.9695,34.6671,81.8094,22.9706,29.2315,18.1535,27.8991
5678.0000,33.5195,25.7557,31.9808,30.2480,30.8957,27.5270,27.8343,22.2393,23.1288,24.3434,26.4045,27.7635,28.0373,30.9993,34.3383,40.5928,20.9074,31.3589,46.9014,35.1892,81.6061,23.2243,29.6681,18.7706,29.3121
5679.0000,33.5652,26.2679,32.2418,30.5852,31.2160,28.0214,28.1740,23.1815,23.6392,24.1575,26.5498,28.5555,26.6869,31.6308,34.3144,40.9063,20.7404,31.4182,46.9376,35.8327,81.3104,23.4157,30.2331,19.3112,30.6927
5680.0000,33.8147,26.9993,32.6695,31.0730,31.6230,28.6725,28.6538,24.2192,24.3093,23.9861,26.8426,29.4319,25.7511,32.3463,34.4273,41.4133,20.7146,31.6502,47.1200,36.6062,80.8906,23.6119,30.9877,19.8254,31.9698
5681.0000,34.2237,27.8998,33.2425,31.6987,32.1010,29.4271,29.2450,25.2302,25.0554,23.6852,27.2809,30.3453,25.1773,32.9277,34.6689,42.0672,20.7760,32.0241,47.4236,37.4591,80.2631,23.8338,31.9198,20.3369,33.0470
5682.0000,34.6933,28.8678,33.8758,32.3852,32.5868,30.1831,29.8669,26.0712,25.7492,23.1179,27.7931,31.2006,24.8261,33.1793,34.9711,42.7634,20.8233,32.4490,47.7689,38.2963,79.3185,24.0525,32.9523,20.8406,33.8294
5683.0000,35.1021,29.7774,34.4497,33.0213,32.9899,30.8234,30.4089,26.6178,26.2524,22.1929,28.2660,31.8836,24.5227,32.9730,35.2321,43.3732,20.7394,32.8055,48.0511,39.0049,77.9582,24.2023,33.9703,21.3092,34.2533
5684.0000,35.3422,30.5116,34.8495,33.5004,33.2216,31.2544,30.7626,26.7979,26.4532,20.8891,28.5832,32.2948,24.1121,32.2731,35.3523,43.7850,20.4260,32.9839,48.1761,39.4873,76.1282,24.2052,34.8556,21.7058,34.3062
5685.0000,35.3493,30.9903,35.0003,33.7566,33.2235,31.4339,30.8519,26.6103,26.2936,19.2579,28.6635,32.3793,23.4993,31.1374,35.2682,43.9374,19.8331,32.9200,48.0930,39.6882,73.8402,24.0002,35.5173,21.9989,34.0312
5686.0000,35.1157,31.1874,34.8904,33.7863,32.9881,31.3838,30.6531,26.1214,25.7795,17.4051,28.4871,32.1414,22.6650,29.6919,34.9750,43.8373,18.9733,32.6161,47.8120,39.6109,71.1742,23.5691,35.9094,22.1761,33.5134
5687.0000,34.6879,31.1329,34.5747,33.6508,32.5662,31.1820,30.2026,25.4449,24.9734,15.4604,28.1040,31.6451,21.6559,28.0916,34.5315,43.5579,17.9197,32.1434,47.4046,39.3162,68.2608,22.9504,36.0315,22.2533,32.8553
5688.0000,34.1485,30.9024,34.1613,33.4602,32.0592,30.9398,29.5881,24.7107,23.9722,13.5465,27.6222,30.9979,20.5556,26.4796,34.0476,43.2183,16.7888,31.6254,46.9872,38.9081,65.2519,22.2392,35.9174,22.2762,32.1493
5689.0000,33.5918,30.5973,33.7835,33.3444,31.5982,30.7719,28.9289,24.0354,22.8809,11.7597,27.1818,30.3268,19.4507,24.9587,33.6586,42.9528,15.7141,31.2083,46.6918,38.5093,62.2878,21.5704,35.6176,22.3146,31.4584
5690.0000,33.1009,30.3239,33.5681,33.4218,31.3164,30.7694,28.3503,23.5024,21.7895,10.1660,26.9219,29.7528,18.4027,23.5833,33.4935,42.8785,14.8195,31.0271,46.6360,38.2346,59.4706,21.0918,35.1852,22.4490,30.8109
5691.0000,32.7320,30.1741,33.6077,33.7728,31.3207,30.9821,27.9585,23.1563,20.7610,8.8127,26.9492,29.3705,17.4359,22.3713,33.6469,43.0704,14.1972,31.1755,46.8964,38.1691,56.8506,20.9320,34.6693,22.7534,30.2100
5692.0000,32.5099,30.2134,33.9427,34.4255,31.6695,31.4146,27.8211,23.0108,19.8322,7.7465,27.3167,29.2365,16.5423,21.3291,34.1595,43.5486,13.8954,31.6875,47.4953,38.3546,54.4276,21.1719,34.1168,23.2775,29.6526
5693.0000,32.4314,30.4734,34.5564,35.3546,32.3592,32.0327,27.9572,23.0626,19.0229,7.0274,28.0149,29.3672,15.6984,20.4756,35.0118,44.2783,13.9156,32.5325,48.3981,38.7856,52.1624,21.8252,33.5785,24.0309,29.1487
5694.0000,32.4731,30.9502,35.3808,36.4899,33.3244,32.7768,28.3359,23.3042,18.3492,6.7297,28.9755,29.7416,14.8866,19.8570,36.1287,45.1806,14.2180,33.6229,49.5222,39.4150,49.9938,22.8334,33.1110,24.9752,28.7312
5695.0000,32.5983,31.6046,36.3114,37.7304,34.4469,33.5745,28.8844,23.7289,17.8323,6.9273,30.0854,30.3074,14.1102,19.5434,37.3936,46.1484,14.7304,34.8305,50.7522,40.1635,47.8535,24.0738,32.7709,26.0240,28.4504
5696.0000,32.7606,32.3648,37.2232,38.9591,35.5749,34.3490,29.5002,24.3256,17.4994,7.6672,31.2045,30.9864,13.3993,19.6099,38.6664,47.0628,15.3596,36.0075,51.9551,40.9325,45.6751,25.3791,32.5980,27.0528,28.3553
5697.0000,32.9033,33.1299,37.9880,40.0544,36.5454,35.0222,30.0676,25.0672,17.3766,8.9422,32.1852,31.6786,12.8046,20.1104,39.8018,47.8071,16.0015,37.0061,52.9956,41.6154,43.3974,26.5645,32.5928,27.9170,28.4654
5698.0000,32.9578,33.7779,38.4887,40.8985,37.2080,35.5147,30.4741,25.8987,17.4759,10.6749,32.8888,32.2663,12.3834,21.0547,40.6658,48.2769,16.5522,37.6952,53.7465,42.1091,40.9628,27.4545,32.6970,28.4747,28.7477
5699.0000,32.8455,34.1786,38.6300,41.3848,37.4452,35.7460,30.6259,26.7336,17.7846,12.7205,33.1988,32.6228,12.1849,22.3990,41.1486,48.3878,16.9176,37.9738,54.0982,42.3235,38.3182,27.9074,32.7874,28.6097,29.1063
5700.0000,32.4848,34.2108,38.3482,41.4255,37.1874,35.6410,30.4597,27.4619,18.2596,14.8933,33.0316,32.6246,12.2385,24.0528,41.1746,48.0815,17.0245,37.7785,53.9672,42.1909,35.4186,27.8316,32.6906,28.2503,29.3942
5701.0000,31.8053,33.7837,37.6173,40.9622,36.4198,35.1409,29.9505,27.9712,18.8325,17.0065,32.3436,32.1707,12.5495,25.9008,40.7091,47.3320,16.8308,37.0885,53.3051,41.6737,32.2372,27.1944,32.2181,27.3803,29.4449
5702.0000,30.7644,32.8551,36.4530,39.9769,35.1810,34.2186,29.1136,28.1739,19.4215,18.9157,31.1359,31.2017,13.1002,27.8280,39.7609,46.1496,16.3319,35.9263,52.1054,40.7699,28.7776,26.0210,31.2164,26.0390,29.1169
5703.0000,29.3619,31.4439,34.9116,38.5000,33.5531,32.8925,27.9992,28.0318,19.9476,20.5490,29.4547,29.7176,13.8538,29.7387,38.3804,44.5816,15.5624,34.3530,50.4088,39.5133,25.0831,24.3865,29.6161,24.3123,28.3371
5704.0000,27.6461,29.6289,33.0823,36.6128,31.6450,31.2319,26.6812,27.5687,20.3482,21.9129,27.3862,27.7843,14.7570,31.5615,36.6516,42.7077,14.5883,32.4588,48.3009,37.9679,21.2389,22.4030,27.4657,22.3155,27.1305
5705.0000,25.7070,27.5355,31.0738,34.4382,29.5722,29.3505,25.2417,26.8644,20.5829,23.0723,25.0459,25.5273,15.7395,33.2368,34.6782,40.6274,13.4930,30.3479,45.9012,36.2154,17.3625,20.2029,24.9352,20.1733,25.6227
5706.0000,23.6583,25.3099,28.9953,32.1220,27.4372,27.3869,23.7534,26.0327,20.6308,24.1105,22.5619,23.1107,16.7109,34.6977,32.5656,38.4427,12.3571,28.1212,43.3451,34.3387,13.5839,17.9223,22.2874,18.0018,24.0164
5707.0000,21.6114,23.0887,26.9372,29.8076,25.3139,25.4767,22.2670,25.1879,20.4811,25.0843,20.0560,20.7071,17.5598,35.8518,30.4032,36.2396,11.2400,25.8593,40.7606,32.4049,10.0206,15.6854,19.8207,15.8949,22.5452
5708.0000,19.6514,20.9727,24.9561,27.6092,23.2423,23.7245,20.8041,24.4132,20.1230,25.9918,17.6272,18.4658,18.1599,36.5797,28.2506,34.0730,10.1679,23.6113,38.2478,30.4538,6.7560,13.5939,17.8006,13.9205,21.4190
5709.0000,17.8221,19.0125,23.0706,25.5950,21.2323,22.1856,19.3618,23.7415,19.5425,26.7657,15.3417,16.4881,18.3849,36.7543,26.1343,31.9628,9.1335,21.3935,35.8654,28.4969,3.8283,11.7208,16.3982,12.1232,20.7772
5710.0000,16.1263,17.2111,21.2687,23.7824,19.2783,20.8623,17.9260,23.1560,18.7280,27.2967,13.2330,14.8187,18.1332,36.2800,24.0545,29.9015,8.1101,19.1997,33.6316,26.5266,1.2359,10.1115,15.6572,10.5336,20.6637
5711.0000,14.5427,15.5431,19.5271,22.1515,17.3794,19.7194,16.4908,22.6115,17.6868,27.4786,11.3131,13.4548,17.3564,35.1363,22.0035,27.8738,7.0744,17.0212,31.5378,24.5359,-1.0427,8.7903,15.4965,9.1804,21.0290
5712.0000,13.0527,13.9839,17.8361,20.6692,15.5593,18.7122,15.0788,22.0666,16.4649,27.2593,9.5912,12.3689,16.0820,33.4103,19.9882,25.8811,6.0327,14.8703,29.5723,22.5413,-3.0202,7.7707,15.7498,8.0990,21.7584
5713.0000,11.6679,12.5382,16.2219,19.3183,13.8793,17.8175,13.7528,21.5166,15.1614,26.6772,8.0924,11.5379,14.4222,31.2976,18.0503,23.9631,5.0395,12.7996,27.7449,20.6009,-4.6736,7.0659,16.2276,7.3354,22.7147
5714.0000,10.4471,11.2577,14.7577,18.1196,12.4387,17.0561,12.6162,21.0106,13.9287,25.8666,6.8711,10.9670,12.5614,29.0642,16.2756,22.2066,4.2007,10.9092,26.1038,18.8196,-5.9314,6.6965,16.7818,6.9430,23.7796
5715.0000,9.4940,10.2392,13.5571,17.1379,11.3594,16.4975,11.7971,20.6452,12.9516,25.0254,6.0104,10.6976,10.7237,26.9741,14.7862,20.7363,3.6566,9.3362,24.7359,17.3369,-6.6813,6.6911,17.3494,6.9718,24.8812
5716.0000,8.9342,9.6004,12.7494,16.4672,10.7584,16.2408,11.4194,20.5339,12.4071,24.3523,5.6064,10.7948,9.1254,25.2014,13.7154,19.6871,3.5474,8.2256,23.7482,16.2985,-6.7990,7.0783,17.9624,7.4538,25.9959
5717.0000,8.8754,9.4412,12.4412,16.1982,10.7130,16.3783,11.5678,20.7593,12.4139,23.9727,5.7395,11.3179,7.9263,23.7555,13.1705,19.1632,3.9686,7.6906,23.2336,15.8159,-6.1921,7.8718,18.7179,8.3878,27.1277
5718.0000,9.3638,9.7999,12.6759,16.3774,11.2290,16.9513,12.2556,21.3256,12.9851,23.8784,6.4399,12.2809,7.1932,22.4490,13.1929,19.1969,4.9305,7.7710,23.2314,15.9277,-4.8456,9.0520,19.7202,9.7291,28.2725
5719.0000,10.3496,10.6192,13.4025,16.9710,12.2214,17.9122,13.4052,22.1275,14.0019,23.9029,7.6589,13.6187,6.8872,20.9252,13.7283,19.7191,6.3341,8.4033,23.6937,16.5726,-2.8529,10.5487,21.0142,11.3850,29.3811
5720.0000,11.6761,11.7354,14.4657,17.8467,13.5141,19.1089,14.8492,22.9497,15.2184,23.7460,9.2550,15.1709,6.8799,18.7478,14.6174,20.5531,7.9733,9.4134,24.4726,17.5844,-0.4216,12.2325,22.5333,13.2204,30.3377
5721.0000,13.0966,12.8953,15.6231,18.7828,14.8627,20.2976,16.3532,23.5021,16.3034,23.0433,11.0032,16.6926,6.9934,15.5310,15.6136,21.4366,9.5666,10.5373,25.3329,18.7136,2.1524,13.9195,24.0828,15.0716,30.9626
5722.0000,14.3190,13.8011,16.5860,19.5049,15.9942,21.1846,17.6554,23.4821,16.9107,21.4643,12.6263,17.8924,7.0541,11.0740,16.4241,22.0690,10.8109,11.4657,25.9915,19.6716,4.5372,15.3897,25.3663,16.7656,31.0420
5723.0000,15.0664,14.1706,17.0772,19.7417,16.6573,21.4864,18.5162,22.6486,16.7605,18.8099,13.8436,18.4894,6.9437,5.4593,16.7676,22.1728,11.4459,11.9056,26.1742,20.1870,6.4309,16.4186,26.0493,18.1420,30.3763
5724.0000,15.1371,13.7985,16.8885,19.2857,16.6693,20.9932,18.7635,20.8869,15.7127,15.0805,14.4246,18.2741,6.6319,-0.9206,16.4327,21.5535,11.3102,11.6397,25.6751,20.0611,7.6239,16.8140,25.8435,19.0725,28.8337
5725.0000,14.4486,12.6016,15.9237,18.0419,15.9492,19.6171,18.3229,18.2427,13.8078,10.4937,14.2334,17.1562,6.1827,-7.4229,15.3222,20.1415,10.3757,10.5721,24.4033,19.2062,8.0394,16.4508,24.5844,19.4748,26.3920
5726.0000,13.0517,10.6351,14.2159,16.0502,14.5277,17.4124,17.2270,14.9176,11.2646,5.4438,13.2535,15.1855,5.7315,-13.2879,13.4713,18.0055,8.7496,8.7442,22.4022,17.6585,7.7419,15.2945,22.2803,19.3187,23.1560
5727.0000,11.1123,8.0765,11.9133,13.4753,12.5336,14.5610,15.5999,11.2241,8.4325,0.4166,11.5842,12.5395,5.4419,-17.8146,11.0348,15.3326,6.6447,6.3199,19.8373,15.5617,6.9109,13.4072,19.1170,18.6243,19.3447
5728.0000,8.8659,5.1814,9.2399,10.5668,10.1597,11.3300,13.6237,7.5150,5.7105,-4.1196,9.4130,9.4811,5.4553,-20.5268,8.2477,12.3826,4.3252,3.5426,16.9553,13.1273,5.7888,10.9346,15.4164,17.4529,15.2526
5729.0000,6.5594,2.2251,6.4405,7.6018,7.6186,8.0124,11.4966,4.1076,3.4539,-7.8130,6.9690,6.2991,5.8486,-21.2840,5.3704,9.4280,2.0460,0.6772,14.0267,10.5841,4.6188,8.0774,11.5629,15.8952,11.1965
5730.0000,4.3960,-0.5541,3.7286,4.8259,5.1006,4.8688,9.3931,1.2234,1.8940,-10.4912,4.4742,3.2490,6.6108,-20.3036,2.6336,6.6982,0.0001,-2.0463,11.2888,8.1296,3.5906,5.0532,7.9188,14.0573,7.4627
5731.0000,2.5000,-2.9945,1.2493,2.4102,2.7447,2.0865,7.4381,-1.0383,1.0926,-12.1726,2.1032,0.5101,7.6461,-18.0874,0.1989,4.3421,-1.7106,-4.4725,8.9043,5.8987,2.8090,2.0611,4.7539,12.0498,4.2697
5732.0000,0.9093,-5.0227,-0.9320,0.4346,0.6288,-0.2348,5.6982,-2.6903,0.9423,-13.0260,-0.0359,-1.8284,8.7990,-15.2744,-1.8567,2.4180,-3.0752,-6.5342,6.9464,3.9549,2.2930,-0.7442,2.2091,9.9803,1.7527
5733.0000,-0.4046,-6.6396,-2.8155,-1.1001,-1.2204,-2.0701,4.1917,-3.8163,1.2107,-13.2960,-1.8972,-3.7534,9.8932,-12.4642,-3.5285,0.9104,-4.1471,-8.2377,5.4117,2.3045,2.0011,-3.2632,0.3010,7.9494,-0.0287
5734.0000,-1.4969,-7.8853,-4.4331,-2.2385,-2.8032,-3.4367,2.9109,-4.5159,1.6151,-13.2180,-3.4738,-5.2915,10.7730,-10.0612,-4.8534,-0.2339,-5.0015,-9.6282,4.2544,0.9263,1.8727,-5.4453,-1.0378,6.0499,-1.0688
5735.0000,-2.4072,-8.7997,-5.8100,-3.0278,-4.1194,-4.3574,1.8464,-4.8550,1.9039,-12.9503,-4.7649,-6.4659,11.3351,-8.1856,-5.8705,-1.0647,-5.6932,-10.7474,3.4268,-0.1960,1.8686,-7.2709,-1.9006,4.3672,-1.3910
5736.0000,-3.1272,-9.3905,-6.9342,-3.4843,-5.1466,-4.8318,1.0070,-4.8403,1.9234,-12.5431,-5.7473,-7.2637,11.5448,-6.6741,-6.5891,-1.5969,-6.2273,-11.6006,2.9131,-1.0502,1.9975,-8.7298,-2.3515,2.9768,-1.0314
5737.0000,-3.5907,-9.6219,-7.7453,-3.5775,-5.8333,-4.8286,0.4249,-4.4243,1.6501,-11.9499,-6.3614,-7.6242,11.4348,-5.1653,-6.9746,-1.7997,-6.5543,-12.1421,2.7420,-1.5891,2.3173,-9.8033,-2.3936,1.9413,-0.0370
5738.0000,-3.6898,-9.4255,-8.1476,-3.2408,-6.1085,-4.2988,0.1478,-3.5377,1.1837,-11.0723,-6.5187,-7.4547,11.0897,-3.2404,-6.9571,-1.6083,-6.5878,-12.2859,2.9765,-1.7438,2.9129,-10.4578,-1.9705,1.3022,1.5221
5739.0000,-3.3103,-8.7309,-8.0409,-2.4022,-5.9049,-3.2060,0.2199,-2.1364,0.7044,-9.8219,-6.1274,-6.6665,10.6233,-0.5735,-6.4595,-0.9550,-6.2404,-11.9368,3.6834,-1.4515,3.8584,-10.6511,-0.9995,1.0717,3.5349
5740.0000,-2.3758,-7.5029,-7.3609,-1.0241,-5.1884,-1.5613,0.6582,-0.2450,0.4104,-8.1732,-5.1291,-5.2194,10.1553,2.9551,-5.4352,0.1929,-5.4634,-11.0318,4.8939,-0.6871,5.1774,-10.3491,0.5771,1.2254,5.8373
5741.0000,-0.8855,-5.7735,-6.1130,0.8615,-3.9814,0.5525,1.4344,2.0208,0.4554,-6.1927,-3.5328,-3.1583,9.7919,7.2141,-3.9016,1.8019,-4.2769,-9.5758,6.5709,0.5122,6.8159,-9.5464,2.7419,1.6992,8.2151
5742.0000,1.0671,-3.6558,-4.3896,3.1363,-2.3738,2.9749,2.4688,4.4616,0.9051,-4.0321,-1.4342,-0.6271,9.6125,11.8548,-1.9578,3.7583,-2.7799,-7.6613,8.5942,2.0395,8.6390,-8.2835,5.3722,2.3936,10.4282
5743.0000,3.3021,-1.3346,-2.3617,5.6051,-0.5158,5.4870,3.6382,6.8305,1.7224,-1.8923,0.9868,2.1456,9.6627,16.4070,0.2211,5.8794,-1.1362,-5.4624,10.7715,3.7308,10.4520,-6.6517,8.2429,3.1858,12.2515
5744.0000,5.5835,0.9651,-0.2490,8.0286,1.4070,7.8498,4.7976,8.8867,2.7854,0.0295,3.4936,4.8875,9.9514,20.4026,2.4122,7.9446,0.4593,-3.2048,12.8712,5.3947,12.0408,-4.7854,11.0624,3.9490,13.5234
5745.0000,7.6668,3.0218,1.7255,10.1713,3.2081,9.8511,5.8090,10.4499,3.9269,1.5912,5.8371,7.3377,10.4508,23.4882,4.3881,9.7402,1.8242,-1.1206,14.6700,6.8521,13.2202,-2.8412,13.5319,4.5746,14.1846
5746.0000,9.3483,4.6614,3.3815,11.8496,4.7356,11.3475,6.5696,11.4370,4.9839,2.7363,7.8042,9.3009,11.0996,25.4927,5.9627,11.1030,2.8284,0.6008,15.9994,7.9712,13.8729,-0.9705,15.4106,4.9924,14.2952
5747.0000,10.5027,5.7892,4.6160,12.9670,5.8982,12.2880,7.0299,11.8711,5.8393,3.4974,9.2592,10.6833,11.8102,26.4352,7.0266,11.9506,3.4185,1.8488,16.7776,8.6908,13.9704,0.7064,16.5657,5.1841,14.0201
5748.0000,11.1009,6.3998,5.4160,13.5251,6.6754,12.7136,7.1989,11.8607,6.4439,3.9706,10.1639,11.5012,12.4800,26.4786,7.5621,12.2913,3.6204,2.6068,17.0186,9.0235,13.5694,2.1169,16.9951,5.1843,13.5854
5749.0000,11.2035,6.5653,5.8475,13.6101,7.1090,12.7345,7.1339,11.5570,6.8154,4.2733,10.5737,11.8602,13.0074,25.8526,7.6351,12.2099,3.5210,2.9429,16.8159,9.0397,12.7849,3.2387,16.8145,5.0699,13.2163
5750.0000,10.9335,6.4056,6.0253,13.3585,7.2811,12.4917,6.9186,11.1052,7.0157,4.5002,10.6102,11.9134,13.3088,24.7768,7.3669,11.8370,3.2353,2.9791,16.3074,8.8390,11.7533,4.0903,16.2176,4.9375,13.0734
5751.0000,10.4394,6.0515,6.0736,12.9155,7.2841,12.1172,6.6374,10.6064,7.1173,4.6932,10.4208,11.8122,13.3334,23.4119,6.8970,11.3105,2.8707,2.8508,15.6338,8.5180,10.5940,4.7108,15.4214,4.8765,13.2089
5752.0000,9.8579,5.6121,6.0908,12.3988,7.1948,11.7038,6.3521,10.1011,7.1708,4.8344,10.1367,11.6664,13.0706,21.8519,6.3468,10.7430,2.4992,2.6692,14.9036,8.1443,9.3848,5.1391,14.6153,4.9433,13.5540
5753.0000,9.2876,5.1562,6.1276,11.8778,7.0576,11.2939,6.0888,9.5800,7.1851,4.8641,9.8431,11.5246,12.5463,20.1559,5.7959,10.2017,2.1459,2.4970,14.1742,7.7460,8.1559,5.3988,13.9283,5.1443,13.9446
5754.0000,8.7798,4.7102,6.1847,11.3736,6.8823,10.8876,5.8371,9.0137,7.1241,4.7140,9.5679,11.3802,11.8098,18.3983,5.2770,9.7079,1.7955,2.3441,13.4548,7.3161,6.9032,5.4939,13.4227,5.4336,14.1769
5755.0000,8.3450,4.2722,6.2289,10.8770,6.6556,10.4662,5.5606,8.3905,6.9229,4.3452,9.2915,11.1978,10.9132,16.7131,4.7866,9.2511,1.4126,2.1826,12.7266,6.8303,5.6138,5.4164,13.1115,5.7248,14.0766
5756.0000,7.9714,3.8333,6.2191,10.3750,6.3597,10.0195,5.2156,7.7444,6.5138,3.7742,8.9718,10.9486,9.8931,15.3083,4.3085,8.8129,0.9677,1.9731,11.9709,6.2699,4.2933,5.1612,12.9888,5.9161,13.5600
5757.0000,7.6460,3.3982,6.1333,9.8759,5.9915,9.5665,4.7704,7.1640,5.8546,3.0796,8.5754,10.6408,8.7601,14.4393,3.8367,8.3892,0.4589,1.6928,11.1953,5.6407,2.9838,4.7438,13.0604,5.9202,12.6698
5758.0000,7.3711,2.9963,5.9864,9.4216,5.5748,9.1621,4.2199,6.7752,4.9495,2.3853,8.1023,10.3328,7.5023,14.3463,3.3931,8.0043,-0.0780,1.3550,10.4463,4.9817,1.7662,4.2113,13.3590,5.6918,11.5705
5759.0000,7.1703,2.6794,5.8334,9.0838,5.1618,8.8867,3.5912,6.7052,3.8556,1.8269,7.5971,10.1244,6.1033,15.1764,3.0297,7.7100,-0.5747,1.0129,9.8045,4.3602,0.7455,3.6427,13.9400,5.2436,10.5082
5760.0000,7.0832,2.5075,5.7557,8.9447,4.8225,8.8228,2.9398,7.0380,2.6733,1.5124,7.1429,10.1282,4.5696,16.9168,2.8187,7.5733,-0.9479,0.7483,9.3645,3.8556,0.0232,3.1378,14.8563,4.6487,9.7435
5761.0000,7.1507,2.5284,5.8392,9.0702,4.6281,9.0277,2.3379,7.7801,1.5257,1.4897,6.8413,10.4319,2.9562,19.3665,2.8318,7.6553,-1.1232,0.6484,9.2063,3.5376,-0.3309,2.7977,16.1255,4.0260,9.4792
5762.0000,7.3996,2.7604,6.1488,9.4854,4.6330,9.5122,1.8595,8.8462,0.5310,1.7324,6.7853,11.0661,1.3814,22.1574,3.1191,7.9912,-1.0562,0.7814,9.3699,3.4481,-0.3006,2.7033,17.7007,3.5154,9.8042
5763.0000,7.8305,3.1845,6.7110,10.1635,4.8625,10.2346,1.5671,10.0741,-0.2207,2.1465,7.0354,11.9889,0.0201,24.8254,3.6938,8.5785,-0.7445,1.1777,9.8418,3.5913,0.0715,2.8995,19.4599,3.2486,10.6700
5764.0000,8.4164,3.7493,7.5095,11.0307,5.3112,11.1105,1.5037,11.2642,-0.6827,2.5972,7.6076,13.0940,-0.9251,26.9095,4.5293,9.3762,-0.2253,1.8257,10.5584,3.9370,0.6960,3.3904,21.2210,3.3253,11.9066
5765.0000,9.1106,4.3896,8.4949,11.9878,5.9505,12.0389,1.6916,12.2316,-0.8539,2.9461,8.4749,14.2412,-1.2694,28.0531,5.5697,10.3178,0.4376,2.6800,11.4269,4.4350,1.4626,4.1469,22.7805,3.7991,13.2736
5766.0000,9.8632,5.0501,9.6039,12.9409,6.7433,12.9321,2.1361,12.8558,-0.7707,3.0885,9.5828,15.2984,-0.8957,28.0759,6.7478,11.3307,1.1753,3.6819,12.3537,5.0337,2.2709,5.1225,23.9661,4.6772,14.5286
5767.0000,10.6378,5.7055,10.7810,13.8296,7.6592,13.7421,2.8316,13.1105,-0.4907,2.9792,10.8694,16.1817,0.2054,26.9986,8.0066,12.3564,1.9335,4.7801,13.2724,5.6982,3.0566,6.2719,24.6856,5.9309,15.4941
5768.0000,11.4237,6.3696,11.9935,14.6430,8.6824,14.4716,3.7667,13.0659,-0.0758,2.6404,12.2831,16.8777,1.9210,25.0138,9.3118,13.3623,2.6836,5.9457,14.1599,6.4176,3.8030,7.5629,24.9564,7.5116,16.1024
5769.0000,12.2354,7.0880,13.2330,15.4159,9.8105,15.1670,4.9232,12.8615,0.4216,2.1518,13.7894,17.4413,4.0302,22.4159,10.6537,14.3425,3.4226,7.1738,15.0343,7.2011,4.5354,8.9778,24.9028,9.3650,16.4046
5770.0000,13.1005,7.9143,14.5034,16.2063,11.0414,15.8933,6.2715,12.6583,0.9640,1.6248,15.3634,17.9663,6.2472,19.5129,12.0337,15.3047,4.1599,8.4705,15.9348,8.0610,5.2989,10.5012,24.7201,11.4374,16.5437
