2020_01_07_10_26_41_767,7784,-775,-3451,-114,-13,-3,77
2020_01_07_10_26_41_777,7773,-752,-3449,-113,-12,-2,77
2020_01_07_10_26_41_787,7746,-760,-3482,-113,-11,-2,77
2020_01_07_10_26_41_797,7777,-768,-3476,-113,-11,-3,77
2020_01_07_10_26_41_807,7782,-766,-3467,-112,-11,-4,77
2020_01_07_10_26_41_817,7768,-746,-3486,-110,-13,-3,77
2020_01_07_10_26_41_827,7748,-737,-3467,-108,-12,-5,77
2020_01_07_10_26_41_837,7766,-786,-3445,-108,-13,-4,77
2020_01_07_10_26_41_847,7746,-775,-3466,-108,-11,-4,77
2020_01_07_10_26_41_857,7766,-759,-3450,-110,-10,-4,77
2020_01_07_10_26_41_867,7750,-766,-3438,-114,-11,-4,77
2020_01_07_10_26_41_877,7764,-754,-3455,-113,-12,-3,77
2020_01_07_10_26_41_887,7768,-741,-3452,-114,-12,-1,77
2020_01_07_10_26_41_897,7782,-755,-3461,-114,-11,-4,77
2020_01_07_10_26_41_907,7768,-766,-3443,-111,-11,-4,77
2020_01_07_10_26_41_917,7761,-743,-3456,-109,-12,-3,77
2020_01_07_10_26_41_927,7749,-749,-3437,-112,-10,-4,77
2020_01_07_10_26_41_937,7766,-771,-3448,-111,-11,-3,77
2020_01_07_10_26_41_947,7780,-762,-3434,-112,-12,-3,77
2020_01_07_10_26_41_957,7781,-739,-3430,-111,-12,-3,77
2020_01_07_10_26_41_967,7753,-759,-3431,-110,-11,-2,77
2020_01_07_10_26_41_977,7746,-770,-3476,-111,-11,-2,77
2020_01_07_10_26_41_987,7760,-782,-3453,-111,-12,-3,77
2020_01_07_10_26_41_997,7779,-757,-3460,-112,-11,-2,77
2020_01_07_10_26_42_007,7774,-759,-3461,-112,-10,-3,77
2020_01_07_10_26_42_017,7761,-765,-3447,-117,-11,-3,77
2020_01_07_10_26_42_027,7761,-788,-3430,-116,-11,-3,77
2020_01_07_10_26_42_037,7741,-757,-3444,-113,-10,-4,77
2020_01_07_10_26_42_047,7744,-761,-3432,-110,-11,-3,77
2020_01_07_10_26_42_057,7778,-764,-3423,-106,-12,-4,77
2020_01_07_10_26_42_067,7773,-767,-3418,-105,-11,-5,77
2020_01_07_10_26_42_077,7756,-763,-3443,-107,-11,-4,77
2020_01_07_10_26_42_087,7782,-768,-3417,-109,-13,-3,77
2020_01_07_10_26_42_097,7757,-732,-3442,-112,-11,-3,77
2020_01_07_10_26_42_107,7768,-769,-3461,-111,-14,-3,77
2020_01_07_10_26_42_117,7748,-770,-3487,-108,-15,-4,77
2020_01_07_10_26_42_127,7775,-787,-3462,-107,-14,-6,77
2020_01_07_10_26_42_137,7768,-773,-3434,-103,-14,-4,77
2020_01_07_10_26_42_147,7783,-744,-3417,-103,-12,-4,77
2020_01_07_10_26_42_157,7773,-750,-3435,-106,-11,-3,77
2020_01_07_10_26_42_167,7760,-741,-3447,-108,-11,-4,77
2020_01_07_10_26_42_177,7750,-747,-3417,-111,-13,-2,77
2020_01_07_10_26_42_187,7750,-762,-3447,-110,-14,-1,77
2020_01_07_10_26_42_197,7753,-778,-3449,-108,-15,0,77
2020_01_07_10_26_42_207,7781,-778,-3446,-102,-13,-2,77
2020_01_07_10_26_42_217,7766,-748,-3427,-103,-14,-1,77
