Time,EMG1,EMG2,IO,EMG3,EMG4
2457.0000,299.5000,-923.5000,21.0000,-860.0000,37.0000
2458.0000,288.5000,-904.5000,21.5000,-858.5000,75.5000
2459.0000,314.5000,-943.5000,21.5000,-841.0000,102.5000
2460.0000,309.5000,-997.0000,21.5000,-828.5000,109.5000
2461.0000,268.5000,-1072.0000,21.5000,-827.0000,78.0000
2462.0000,248.5000,-1114.0000,21.0000,-819.5000,56.5000
2463.0000,236.5000,-1142.0000,21.0000,-786.5000,59.5000
2464.0000,214.0000,-1124.0000,21.0000,-771.0000,58.5000
2465.0000,170.5000,-1080.5000,21.0000,-790.5000,28.0000
2466.0000,119.0000,-1050.5000,21.5000,-819.5000,4.0000
2467.0000,61.0000,-1039.0000,21.5000,-861.0000,-12.0000
2468.0000,31.0000,-1076.5000,21.5000,-883.5000,1.5000
2469.0000,22.0000,-1145.5000,21.0000,-888.0000,67.5000
2470.0000,-4.0000,-1186.0000,21.0000,-906.0000,119.0000
2471.0000,-37.0000,-1203.5000,20.5000,-959.0000,166.0000
2472.0000,-53.0000,-1207.0000,20.5000,-1020.5000,194.5000
2473.0000,-60.5000,-1198.5000,20.0000,-1111.0000,221.0000
2474.0000,-74.0000,-1210.5000,20.5000,-1175.0000,219.0000
2475.0000,-81.5000,-1219.0000,20.5000,-1228.5000,191.0000
2476.0000,-34.0000,-1166.5000,21.0000,-1241.5000,158.5000
2477.0000,43.5000,-1076.0000,21.5000,-1225.5000,121.0000
2478.0000,136.5000,-996.0000,22.0000,-1211.0000,87.0000
2479.0000,226.5000,-916.0000,23.0000,-1197.5000,52.5000
2480.0000,242.0000,-848.0000,24.0000,-1194.5000,4.5000
2481.0000,233.0000,-784.0000,25.0000,-1186.5000,-64.0000
2482.0000,240.5000,-734.5000,25.5000,-1173.0000,-65.0000
2483.0000,252.5000,-689.5000,26.5000,-1142.0000,-12.5000
2484.0000,256.5000,-614.0000,27.0000,-1142.0000,22.0000
2485.0000,247.0000,-541.5000,27.0000,-1158.0000,40.0000
2486.0000,206.5000,-525.5000,27.5000,-1182.5000,58.0000
2487.0000,160.5000,-526.0000,27.0000,-1216.0000,78.0000
2488.0000,127.5000,-496.0000,27.0000,-1272.0000,118.5000
2489.0000,99.0000,-469.0000,26.5000,-1344.5000,174.0000
2490.0000,65.0000,-486.5000,26.0000,-1394.0000,190.5000
2491.0000,37.5000,-523.0000,25.5000,-1427.0000,192.5000
2492.0000,36.0000,-562.0000,24.5000,-1405.5000,221.5000
2493.0000,40.5000,-608.5000,24.0000,-1357.0000,272.5000
2494.0000,51.0000,-684.0000,23.5000,-1303.5000,301.5000
2495.0000,63.5000,-732.5000,23.0000,-1246.5000,318.0000
2496.0000,85.0000,-686.0000,22.0000,-1144.0000,261.5000
2497.0000,94.0000,-634.5000,21.0000,-1025.5000,178.0000
2498.0000,61.0000,-620.0000,20.0000,-964.5000,102.5000
2499.0000,30.5000,-617.0000,18.5000,-924.5000,45.0000
2500.0000,27.0000,-610.5000,18.0000,-877.0000,47.5000
2501.0000,28.5000,-589.5000,17.5000,-830.5000,67.0000
2502.0000,29.0000,-544.5000,17.5000,-822.5000,62.0000
2503.0000,56.5000,-483.5000,18.0000,-816.0000,52.0000
2504.0000,147.5000,-402.0000,19.0000,-771.5000,80.0000
2505.0000,244.5000,-341.5000,19.5000,-708.0000,102.0000
2506.0000,358.5000,-313.5000,20.0000,-628.5000,83.5000
2507.0000,422.5000,-329.5000,20.5000,-538.5000,49.0000
2508.0000,433.0000,-421.0000,21.0000,-431.0000,22.5000
2509.0000,442.0000,-499.0000,22.0000,-313.0000,5.0000
2510.0000,468.0000,-558.0000,22.5000,-188.0000,17.5000
2511.0000,502.5000,-559.5000,23.5000,-87.5000,33.0000
2512.0000,549.0000,-490.5000,24.0000,-61.5000,47.5000
2513.0000,572.5000,-441.0000,24.5000,-63.0000,41.0000
2514.0000,571.0000,-408.5000,25.0000,-95.0000,-6.0000
2515.0000,592.5000,-385.5000,25.5000,-127.5000,-54.0000
2516.0000,651.5000,-358.0000,26.0000,-153.5000,-93.0000
2517.0000,738.5000,-347.0000,26.5000,-174.5000,-117.0000
2518.0000,867.0000,-346.0000,27.5000,-183.5000,-136.5000
2519.0000,983.0000,-345.5000,28.0000,-164.0000,-138.0000
2520.0000,1114.5000,-341.0000,29.0000,-72.0000,-134.0000
2521.0000,1241.5000,-357.5000,29.0000,14.0000,-130.5000
2522.0000,1392.5000,-401.5000,29.5000,113.5000,-148.0000
2523.0000,1493.0000,-480.5000,29.5000,177.5000,-186.0000
2524.0000,1570.0000,-604.5000,29.5000,205.5000,-279.5000
2525.0000,1624.5000,-704.0000,29.5000,226.5000,-356.0000
2526.0000,1679.0000,-808.0000,29.5000,258.5000,-419.5000
2527.0000,1739.0000,-884.0000,29.5000,255.0000,-478.0000
2528.0000,1806.0000,-962.5000,29.5000,183.5000,-542.5000
2529.0000,1831.5000,-1008.5000,30.0000,142.5000,-613.0000
2530.0000,1821.5000,-1052.5000,30.0000,125.5000,-693.5000
2531.0000,1733.0000,-1127.0000,30.5000,133.0000,-782.5000
2532.0000,1593.0000,-1226.0000,30.5000,142.0000,-882.0000
2533.0000,1490.0000,-1293.5000,30.5000,134.0000,-963.0000
2534.0000,1399.5000,-1345.5000,30.0000,75.5000,-1030.0000
2535.0000,1330.0000,-1404.5000,29.0000,-15.5000,-1080.0000
2536.0000,1261.0000,-1461.0000,28.5000,-173.0000,-1116.0000
2537.0000,1217.0000,-1476.0000,27.0000,-334.5000,-1100.0000
2538.0000,1179.5000,-1463.5000,26.0000,-531.5000,-1030.0000
2539.0000,1186.5000,-1440.5000,25.0000,-678.5000,-940.0000
2540.0000,1200.5000,-1411.5000,24.0000,-802.5000,-831.0000
2541.0000,1193.0000,-1387.0000,23.0000,-891.0000,-772.0000
2542.0000,1173.0000,-1358.0000,22.0000,-966.0000,-757.5000
2543.0000,1126.5000,-1336.0000,21.5000,-1061.0000,-760.0000
2544.0000,1086.0000,-1307.0000,21.5000,-1174.5000,-781.0000
2545.0000,1077.5000,-1279.5000,21.0000,-1296.5000,-782.5000
2546.0000,1097.0000,-1241.5000,21.0000,-1420.0000,-776.0000
2547.0000,1156.0000,-1166.0000,20.5000,-1516.0000,-775.0000
2548.0000,1230.5000,-1099.0000,20.5000,-1592.0000,-783.0000
2549.0000,1301.0000,-1105.0000,21.0000,-1591.0000,-787.0000
2550.0000,1375.5000,-1121.5000,21.0000,-1552.0000,-780.5000
2551.0000,1473.5000,-1080.5000,21.0000,-1573.5000,-733.0000
2552.0000,1589.5000,-1005.0000,21.0000,-1641.5000,-644.0000
2553.0000,1746.0000,-841.5000,21.0000,-1729.5000,-506.5000
2554.0000,1902.5000,-687.5000,21.0000,-1829.5000,-327.0000
2555.0000,2070.5000,-569.0000,20.5000,-1865.0000,-151.0000
2556.0000,2205.5000,-493.0000,21.0000,-1874.0000,34.0000
2557.0000,2299.5000,-451.5000,21.0000,-1846.5000,166.5000
2558.0000,2385.5000,-421.0000,21.5000,-1805.5000,284.0000
2559.0000,2516.5000,-383.0000,22.0000,-1717.0000,371.0000
2560.0000,2624.0000,-349.5000,23.0000,-1617.5000,461.0000
2561.0000,2714.5000,-330.5000,24.0000,-1529.0000,570.5000
2562.0000,2769.0000,-308.5000,25.0000,-1477.5000,693.0000
2563.0000,2792.5000,-293.5000,25.5000,-1570.0000,820.0000
2564.0000,2827.5000,-257.0000,26.0000,-1708.0000,945.5000
2565.0000,2915.5000,-183.0000,26.0000,-1830.5000,1078.0000
2566.0000,2999.0000,-102.5000,26.0000,-1927.5000,1211.5000
2567.0000,3079.5000,-19.5000,25.5000,-1997.5000,1364.0000
2568.0000,3145.5000,44.5000,24.5000,-2037.0000,1493.5000
2569.0000,3209.5000,87.5000,24.0000,-2046.0000,1563.0000
2570.0000,3309.5000,120.5000,23.5000,-2014.5000,1603.0000
2571.0000,3470.5000,147.5000,23.0000,-1906.0000,1644.0000
2572.0000,3591.5000,133.0000,22.5000,-1774.5000,1663.5000
2573.0000,3675.0000,66.5000,21.5000,-1612.5000,1645.0000
2574.0000,3725.5000,-18.0000,20.5000,-1458.0000,1610.0000
2575.0000,3748.5000,-129.0000,19.5000,-1297.0000,1549.0000
2576.0000,3760.0000,-217.0000,18.5000,-1154.0000,1505.5000
2577.0000,3761.5000,-289.5000,17.5000,-999.0000,1500.5000
2578.0000,3772.5000,-353.0000,16.5000,-881.5000,1506.0000
2579.0000,3799.0000,-411.5000,15.5000,-791.5000,1508.0000
2580.0000,3825.0000,-445.0000,14.5000,-729.0000,1519.0000
2581.0000,3869.5000,-455.5000,14.0000,-662.0000,1550.5000
2582.0000,3882.0000,-481.5000,13.0000,-618.5000,1584.5000
2583.0000,3883.5000,-525.0000,12.5000,-586.5000,1617.0000
2584.0000,3926.0000,-526.5000,12.0000,-551.0000,1659.5000
2585.0000,4014.0000,-500.0000,11.5000,-501.5000,1719.0000
2586.0000,4079.5000,-478.5000,12.0000,-468.5000,1747.5000
2587.0000,4143.0000,-468.5000,12.0000,-473.5000,1732.0000
2588.0000,4211.5000,-437.5000,13.0000,-461.0000,1714.0000
2589.0000,4292.5000,-398.0000,13.5000,-440.5000,1704.0000
2590.0000,4360.5000,-380.5000,14.0000,-398.5000,1686.5000
2591.0000,4423.5000,-382.0000,15.0000,-345.0000,1652.0000
2592.0000,4484.5000,-397.5000,15.5000,-292.5000,1621.0000
2593.0000,4541.5000,-426.5000,16.0000,-244.5000,1598.5000
2594.0000,4574.5000,-472.5000,16.5000,-210.0000,1580.5000
2595.0000,4591.0000,-526.5000,17.5000,-193.0000,1562.0000
2596.0000,4600.5000,-553.0000,19.0000,-203.5000,1545.0000
2597.0000,4601.5000,-564.5000,20.0000,-230.5000,1526.5000
2598.0000,4593.0000,-581.0000,21.0000,-275.0000,1498.5000
2599.0000,4576.5000,-594.5000,22.0000,-327.5000,1455.5000
2600.0000,4551.5000,-601.5000,23.0000,-378.0000,1427.5000
2601.0000,4523.0000,-605.0000,23.5000,-424.5000,1402.0000
2602.0000,4492.5000,-628.5000,24.5000,-481.5000,1361.0000
2603.0000,4461.0000,-656.5000,25.5000,-539.5000,1300.0000
2604.0000,4431.5000,-670.5000,26.5000,-552.0000,1257.5000
2605.0000,4409.0000,-672.0000,27.0000,-525.5000,1219.0000
2606.0000,4393.0000,-653.0000,27.5000,-486.0000,1199.0000
2607.0000,4384.0000,-626.5000,28.0000,-440.0000,1178.5000
2608.0000,4383.5000,-589.5000,28.5000,-385.0000,1159.5000
2609.0000,4390.0000,-553.5000,29.0000,-323.5000,1137.5000
2610.0000,4402.5000,-530.0000,29.5000,-267.0000,1109.0000
2611.0000,4419.0000,-517.0000,30.5000,-222.5000,1070.5000
2612.0000,4437.0000,-518.0000,31.0000,-192.0000,1016.5000
2613.0000,4454.0000,-524.0000,32.0000,-170.0000,951.5000
2614.0000,4469.5000,-524.0000,32.5000,-149.5000,878.5000
2615.0000,4481.0000,-530.0000,32.5000,-134.5000,802.0000
2616.0000,4487.5000,-551.5000,32.5000,-131.0000,723.0000
2617.0000,4488.0000,-578.0000,33.0000,-138.0000,643.5000
2618.0000,4481.5000,-607.0000,32.5000,-161.5000,575.5000
2619.0000,4468.5000,-633.0000,32.5000,-191.5000,514.0000
2620.0000,4453.0000,-653.5000,32.0000,-214.0000,468.5000
2621.0000,4432.0000,-660.0000,31.5000,-231.5000,427.0000
2622.0000,4411.0000,-654.0000,31.0000,-243.0000,381.0000
2623.0000,4390.5000,-641.5000,30.0000,-242.5000,330.5000
2624.0000,4371.0000,-638.0000,29.0000,-221.0000,276.0000
2625.0000,4354.0000,-639.0000,28.0000,-185.5000,209.5000
2626.0000,4341.0000,-653.0000,27.5000,-125.0000,133.5000
2627.0000,4332.0000,-662.5000,26.5000,-54.0000,58.5000
2628.0000,4331.0000,-669.5000,26.5000,15.0000,2.5000
2629.0000,4332.0000,-685.0000,26.5000,78.5000,-50.0000
2630.0000,4337.5000,-721.0000,26.5000,122.0000,-124.0000
2631.0000,4345.0000,-747.5000,27.0000,165.0000,-191.0000
2632.0000,4355.0000,-762.5000,27.5000,226.5000,-233.5000
2633.0000,4365.5000,-781.0000,27.5000,280.0000,-270.5000
2634.0000,4372.5000,-806.5000,27.5000,308.5000,-320.5000
2635.0000,4378.0000,-838.5000,28.0000,321.0000,-368.5000
2636.0000,4381.5000,-879.0000,28.5000,323.0000,-414.5000
2637.0000,4378.5000,-903.5000,29.0000,321.0000,-449.0000
2638.0000,4374.0000,-913.0000,29.5000,326.0000,-468.0000
2639.0000,4367.5000,-927.5000,30.0000,323.5000,-484.5000
2640.0000,4355.5000,-953.5000,30.5000,307.5000,-515.5000
2641.0000,4343.5000,-975.0000,31.0000,292.0000,-539.0000
2642.0000,4329.0000,-999.0000,31.0000,287.5000,-553.5000
2643.0000,4314.5000,-995.5000,31.5000,297.5000,-559.5000
2644.0000,4302.0000,-972.0000,31.5000,321.5000,-568.0000
2645.0000,4290.0000,-971.0000,31.0000,346.0000,-583.5000
2646.0000,4281.5000,-988.5000,31.0000,366.5000,-617.5000
2647.0000,4274.0000,-1005.5000,31.0000,389.0000,-657.0000
2648.0000,4270.5000,-1025.5000,30.5000,409.0000,-716.5000
2649.0000,4270.0000,-1030.5000,30.0000,433.0000,-764.5000
2650.0000,4268.5000,-1032.0000,29.5000,457.5000,-814.5000
2651.0000,4270.5000,-1045.5000,28.5000,475.0000,-866.0000
2652.0000,4270.0000,-1068.5000,27.0000,481.5000,-936.5000
2653.0000,4245.5000,-1082.0000,25.5000,487.5000,-992.5000
2654.0000,4208.0000,-1091.5000,24.5000,501.5000,-1039.0000
2655.0000,4184.0000,-1076.5000,23.5000,509.0000,-1067.0000
2656.0000,4166.0000,-1046.0000,22.5000,518.0000,-1083.0000
2657.0000,4142.5000,-1022.0000,21.5000,523.0000,-1099.0000
2658.0000,4113.5000,-999.0000,20.5000,530.0000,-1117.5000
2659.0000,4072.0000,-980.0000,19.5000,538.0000,-1137.0000
2660.0000,4019.5000,-966.0000,18.5000,551.0000,-1158.0000
2661.0000,3951.5000,-969.5000,17.5000,552.0000,-1192.0000
2662.0000,3877.0000,-977.5000,17.0000,548.0000,-1240.5000
2663.0000,3795.5000,-991.5000,16.0000,555.0000,-1272.0000
2664.0000,3719.5000,-1000.5000,15.5000,571.0000,-1290.5000
2665.0000,3673.0000,-1003.0000,15.0000,597.0000,-1262.5000
2666.0000,3638.0000,-1005.5000,14.0000,638.0000,-1199.5000
2667.0000,3606.5000,-1025.0000,14.0000,671.5000,-1145.5000
2668.0000,3566.5000,-1050.5000,14.0000,697.5000,-1094.5000
2669.0000,3497.5000,-1083.0000,14.5000,708.5000,-1074.0000
2670.0000,3427.0000,-1110.0000,15.0000,706.0000,-1068.5000
2671.0000,3371.0000,-1113.5000,15.5000,715.0000,-1041.0000
2672.0000,3321.0000,-1109.5000,15.5000,727.5000,-999.0000
2673.0000,3270.0000,-1109.5000,16.0000,717.5000,-970.5000
2674.0000,3215.0000,-1117.5000,16.5000,696.0000,-947.5000
2675.0000,3143.5000,-1140.0000,17.0000,671.0000,-948.5000
2676.0000,3075.5000,-1170.5000,18.0000,648.0000,-959.5000
2677.0000,3017.5000,-1202.5000,18.0000,636.0000,-969.0000
2678.0000,2961.5000,-1233.5000,18.0000,626.0000,-979.5000
2679.0000,2889.0000,-1266.5000,17.5000,609.5000,-985.0000
2680.0000,2821.5000,-1292.5000,16.5000,592.5000,-985.5000
2681.0000,2747.5000,-1314.0000,15.0000,582.0000,-978.5000
2682.0000,2685.5000,-1319.5000,14.0000,582.0000,-966.0000
2683.0000,2625.5000,-1297.0000,12.5000,596.5000,-940.0000
2684.0000,2569.5000,-1267.0000,11.5000,609.0000,-919.5000
2685.0000,2508.0000,-1229.5000,11.0000,580.5000,-931.0000
2686.0000,2455.0000,-1194.0000,11.0000,544.0000,-943.5000
2687.0000,2404.5000,-1154.0000,11.5000,507.0000,-931.5000
2688.0000,2354.5000,-1125.5000,11.5000,470.5000,-910.0000
2689.0000,2295.5000,-1108.5000,12.0000,434.0000,-873.5000
2690.0000,2238.5000,-1092.0000,12.0000,402.0000,-830.0000
2691.0000,2176.0000,-1073.5000,12.0000,384.5000,-768.0000
2692.0000,2134.5000,-1055.0000,12.0000,374.0000,-708.5000
2693.0000,2109.0000,-1035.5000,12.0000,379.0000,-660.0000
2694.0000,2072.0000,-1031.5000,11.5000,378.5000,-621.0000
2695.0000,2010.0000,-1049.5000,11.0000,371.5000,-589.0000
2696.0000,1939.0000,-1060.5000,10.5000,363.5000,-563.0000
2697.0000,1842.0000,-1062.0000,10.5000,356.0000,-544.5000
2698.0000,1785.5000,-1037.0000,10.5000,353.0000,-522.5000
2699.0000,1754.5000,-987.0000,10.5000,371.5000,-483.0000
2700.0000,1716.0000,-953.0000,10.5000,399.0000,-446.0000
2701.0000,1658.5000,-927.5000,10.5000,439.0000,-412.5000
2702.0000,1611.5000,-912.0000,10.5000,479.0000,-378.0000
2703.0000,1563.0000,-905.0000,10.0000,523.5000,-334.0000
2704.0000,1500.5000,-933.5000,10.0000,557.5000,-301.0000
2705.0000,1418.0000,-987.5000,10.0000,577.5000,-282.0000
2706.0000,1359.0000,-995.5000,10.0000,598.0000,-259.0000
2707.0000,1307.5000,-971.5000,9.5000,625.0000,-213.0000
2708.0000,1242.5000,-970.0000,8.5000,640.5000,-175.5000
2709.0000,1163.5000,-987.5000,8.0000,641.5000,-139.5000
2710.0000,1112.0000,-982.0000,7.0000,659.5000,-88.5000
2711.0000,1071.5000,-962.0000,6.5000,701.0000,-1.5000
2712.0000,1015.5000,-961.0000,6.5000,718.5000,61.0000
2713.0000,951.0000,-965.5000,6.5000,713.5000,111.5000
2714.0000,903.5000,-939.0000,6.5000,715.0000,161.0000
2715.0000,862.0000,-900.0000,6.0000,734.5000,228.0000
2716.0000,814.0000,-893.5000,6.0000,742.5000,274.5000
2717.0000,763.0000,-904.5000,6.0000,736.0000,309.0000
2718.0000,737.0000,-886.5000,6.0000,728.5000,343.0000
2719.0000,723.0000,-852.5000,6.0000,727.5000,386.5000
2720.0000,703.5000,-821.0000,6.0000,729.0000,425.0000
2721.0000,678.0000,-794.5000,5.5000,728.5000,461.0000
2722.0000,650.5000,-786.0000,5.5000,727.0000,504.5000
2723.0000,622.0000,-783.0000,5.5000,726.5000,557.5000
2724.0000,590.0000,-761.0000,5.5000,744.5000,597.5000
2725.0000,562.5000,-727.5000,5.5000,778.0000,631.5000
2726.0000,566.5000,-658.5000,5.0000,820.0000,686.0000
2727.0000,572.5000,-585.5000,5.0000,865.0000,764.5000
2728.0000,564.0000,-534.5000,4.5000,846.0000,833.5000
2729.0000,547.0000,-484.0000,4.0000,781.5000,912.0000
2730.0000,510.0000,-398.5000,4.0000,704.0000,992.0000
2731.0000,474.5000,-307.0000,4.5000,614.5000,1081.0000
2732.0000,464.5000,-211.5000,5.0000,546.0000,1140.5000
2733.0000,467.0000,-169.5000,5.5000,493.0000,1186.5000
2734.0000,484.5000,-289.5000,6.0000,471.0000,1149.0000
2735.0000,495.5000,-415.5000,6.5000,463.5000,1083.5000
2736.0000,478.0000,-492.0000,7.0000,457.5000,1071.5000
2737.0000,484.5000,-546.0000,7.5000,451.5000,1085.5000
2738.0000,549.5000,-618.5000,8.0000,481.5000,1096.0000
2739.0000,618.0000,-682.5000,8.5000,521.5000,1097.0000
2740.0000,682.0000,-737.5000,9.5000,565.0000,1075.0000
2741.0000,738.0000,-764.0000,10.0000,611.0000,1045.0000
2742.0000,804.0000,-740.5000,11.0000,659.5000,1032.0000
2743.0000,852.5000,-742.0000,11.5000,705.0000,1008.5000
2744.0000,884.0000,-800.0000,12.0000,722.0000,923.5000
2745.0000,901.5000,-855.5000,12.5000,734.5000,816.5000
2746.0000,907.5000,-892.5000,12.5000,753.5000,724.5000
2747.0000,917.5000,-936.5000,12.5000,774.5000,642.0000
2748.0000,946.5000,-993.0000,13.0000,788.0000,583.5000
2749.0000,971.5000,-1049.5000,13.0000,796.5000,529.5000
2750.0000,994.0000,-1109.5000,13.0000,786.5000,460.5000
2751.0000,1002.5000,-1153.0000,13.0000,781.0000,394.0000
2752.0000,995.5000,-1188.0000,12.5000,787.0000,338.0000
2753.0000,990.0000,-1210.0000,12.5000,792.0000,299.5000
2754.0000,990.0000,-1225.5000,12.0000,783.5000,273.5000
2755.0000,990.5000,-1195.5000,11.5000,762.5000,259.5000
2756.0000,984.0000,-1118.0000,11.5000,716.5000,252.0000
2757.0000,970.0000,-1058.5000,11.5000,662.5000,244.5000
2758.0000,947.5000,-1019.5000,11.0000,590.0000,225.0000
2759.0000,935.5000,-998.5000,11.0000,529.5000,218.5000
2760.0000,930.5000,-990.5000,11.0000,492.0000,229.5000
2761.0000,938.5000,-992.5000,11.0000,457.0000,239.5000
2762.0000,955.5000,-1003.0000,10.5000,420.0000,240.5000
2763.0000,967.5000,-1022.5000,10.5000,394.0000,235.5000
2764.0000,970.0000,-1053.0000,10.0000,398.0000,227.5000
2765.0000,944.0000,-1077.0000,9.5000,401.5000,214.5000
2766.0000,898.5000,-1090.0000,9.0000,404.5000,201.5000
2767.0000,863.5000,-1097.5000,8.5000,403.5000,202.5000
2768.0000,831.0000,-1098.0000,8.5000,403.0000,232.5000
2769.0000,807.0000,-1124.0000,8.5000,395.5000,258.0000
2770.0000,788.5000,-1165.0000,8.5000,373.0000,284.5000
2771.0000,785.0000,-1168.0000,8.5000,389.0000,309.5000
2772.0000,787.5000,-1146.5000,9.0000,451.5000,340.5000
2773.0000,774.0000,-1130.0000,9.5000,475.0000,361.0000
2774.0000,749.0000,-1115.0000,10.0000,444.0000,377.5000
2775.0000,720.0000,-1096.5000,10.5000,412.5000,392.5000
2776.0000,686.5000,-1074.5000,11.5000,375.5000,416.0000
2777.0000,644.5000,-1036.0000,12.0000,346.5000,450.5000
2778.0000,600.5000,-999.5000,13.0000,307.5000,502.5000
2779.0000,555.0000,-1004.5000,13.5000,284.0000,548.5000
2780.0000,513.0000,-1028.5000,14.0000,271.0000,592.5000
2781.0000,488.5000,-1040.0000,14.5000,251.0000,635.0000
2782.0000,473.0000,-1037.5000,14.5000,223.0000,678.5000
2783.0000,454.5000,-992.0000,14.5000,199.0000,726.0000
2784.0000,436.5000,-940.0000,14.0000,174.5000,778.5000
2785.0000,433.0000,-923.5000,14.0000,154.0000,831.5000
2786.0000,433.0000,-924.5000,13.5000,133.0000,891.5000
2787.0000,433.0000,-937.5000,13.5000,107.5000,931.0000
2788.0000,439.0000,-946.5000,13.0000,82.0000,966.0000
2789.0000,462.0000,-936.5000,12.5000,62.0000,1002.5000
2790.0000,487.5000,-921.0000,12.5000,46.5000,1049.0000
2791.0000,516.5000,-903.0000,12.0000,42.5000,1086.5000
2792.0000,529.0000,-890.5000,12.0000,44.5000,1126.0000
2793.0000,501.0000,-896.5000,12.0000,38.5000,1152.5000
2794.0000,467.5000,-889.5000,12.0000,24.0000,1178.5000
2795.0000,429.5000,-856.5000,12.0000,-3.5000,1194.0000
2796.0000,397.5000,-826.5000,12.0000,-36.5000,1212.5000
2797.0000,355.5000,-824.0000,11.5000,-55.0000,1244.5000
2798.0000,322.5000,-823.5000,11.5000,-65.5000,1291.0000
2799.0000,302.0000,-812.5000,11.0000,-69.5000,1377.0000
2800.0000,295.5000,-801.5000,10.5000,-70.0000,1471.5000
2801.0000,306.5000,-793.0000,10.0000,-67.5000,1530.5000
2802.0000,316.0000,-803.0000,9.5000,-66.0000,1574.5000
2803.0000,318.5000,-850.0000,8.5000,-64.5000,1605.5000
2804.0000,311.5000,-893.0000,8.0000,-64.0000,1627.5000
2805.0000,300.0000,-922.0000,7.0000,-52.0000,1637.0000
2806.0000,282.0000,-953.0000,6.5000,-30.5000,1653.0000
2807.0000,258.5000,-996.0000,6.0000,20.5000,1721.0000
2808.0000,243.5000,-1025.5000,6.0000,70.0000,1792.5000
2809.0000,247.0000,-1036.0000,6.0000,96.0000,1859.0000
2810.0000,240.5000,-1049.5000,6.5000,114.0000,1915.5000
2811.0000,218.5000,-1080.0000,7.5000,125.5000,1963.5000
2812.0000,213.5000,-1081.0000,8.5000,148.0000,2004.0000
2813.0000,232.0000,-1039.5000,9.5000,198.0000,2030.0000
2814.0000,248.0000,-998.0000,10.0000,243.0000,2055.5000
2815.0000,264.5000,-956.5000,11.0000,263.5000,2091.0000
2816.0000,277.5000,-930.5000,11.5000,279.0000,2127.5000
2817.0000,290.0000,-918.5000,12.5000,290.5000,2164.0000
2818.0000,315.0000,-910.5000,13.0000,314.0000,2196.5000
2819.0000,353.0000,-901.5000,14.0000,366.5000,2215.0000
2820.0000,387.0000,-899.5000,15.0000,421.5000,2240.0000
2821.0000,414.5000,-911.5000,16.5000,488.0000,2283.5000
2822.0000,416.0000,-955.5000,18.0000,531.5000,2325.5000
2823.0000,394.0000,-1039.0000,19.0000,554.0000,2377.5000
2824.0000,382.0000,-1110.5000,20.0000,568.0000,2421.5000
2825.0000,378.0000,-1178.5000,21.0000,584.5000,2468.5000
2826.0000,373.0000,-1216.0000,21.0000,592.5000,2498.0000
2827.0000,363.0000,-1240.5000,21.0000,590.5000,2509.5000
2828.0000,350.0000,-1249.5000,20.5000,588.5000,2507.5000
2829.0000,338.5000,-1254.0000,20.0000,596.0000,2503.0000
2830.0000,337.0000,-1273.5000,18.5000,611.0000,2502.0000
2831.0000,346.0000,-1298.0000,17.5000,648.0000,2518.0000
2832.0000,353.0000,-1303.5000,16.0000,686.0000,2533.5000
2833.0000,361.0000,-1297.0000,14.0000,734.0000,2553.5000
2834.0000,352.0000,-1306.5000,12.5000,773.5000,2561.5000
2835.0000,342.0000,-1323.5000,10.5000,807.5000,2559.5000
2836.0000,362.0000,-1349.5000,9.0000,854.0000,2574.0000
2837.0000,397.5000,-1374.5000,7.0000,915.5000,2608.0000
2838.0000,429.0000,-1393.0000,5.0000,955.0000,2648.5000
2839.0000,462.5000,-1405.5000,3.5000,973.0000,2698.0000
2840.0000,502.5000,-1397.5000,2.5000,987.0000,2750.0000
2841.0000,547.5000,-1376.5000,1.0000,991.0000,2805.0000
2842.0000,583.5000,-1337.5000,0.0000,959.5000,2820.5000
2843.0000,614.0000,-1289.5000,-0.5000,895.5000,2803.0000
2844.0000,630.5000,-1223.5000,-1.0000,831.0000,2775.0000
2845.0000,637.5000,-1173.5000,-1.0000,761.0000,2740.5000
2846.0000,618.0000,-1226.5000,-0.5000,693.5000,2723.5000
2847.0000,602.0000,-1309.0000,0.0000,624.5000,2721.0000
2848.0000,625.0000,-1382.0000,0.5000,599.0000,2748.0000
2849.0000,653.0000,-1448.5000,1.5000,603.5000,2797.0000
2850.0000,675.5000,-1518.0000,2.5000,599.5000,2821.0000
2851.0000,693.0000,-1581.5000,3.0000,586.5000,2832.5000
2852.0000,716.0000,-1624.5000,4.0000,565.0000,2826.0000
2853.0000,741.5000,-1645.0000,5.0000,537.0000,2807.5000
2854.0000,780.0000,-1616.5000,6.0000,514.5000,2770.5000
2855.0000,817.0000,-1585.0000,6.5000,494.0000,2722.5000
2856.0000,850.0000,-1566.5000,8.0000,455.5000,2689.5000
2857.0000,882.0000,-1561.0000,9.0000,412.5000,2669.5000
2858.0000,919.5000,-1573.5000,10.5000,391.5000,2681.5000
2859.0000,963.5000,-1598.5000,11.5000,382.5000,2705.5000
2860.0000,1019.5000,-1660.5000,13.0000,386.0000,2732.5000
2861.0000,1067.0000,-1713.0000,14.5000,388.0000,2760.0000
2862.0000,1104.5000,-1750.0000,15.5000,369.0000,2794.5000
2863.0000,1132.5000,-1772.5000,17.0000,346.0000,2826.0000
2864.0000,1153.0000,-1790.5000,18.5000,329.0000,2834.5000
