Time,EMG1,EMG2,IO,EMG3,EMG4
6068.0000,-2693.0000,-1620.0000,-80.0000,-2866.5000,1183.0000
6069.0000,-2523.0000,-1646.5000,-80.5000,-2833.5000,1073.5000
6070.0000,-2410.0000,-1469.0000,-80.5000,-2778.5000,1041.5000
6071.0000,-2301.0000,-1209.5000,-80.5000,-2686.0000,1080.0000
6072.0000,-2095.5000,-1089.0000,-80.5000,-2641.5000,1105.5000
6073.0000,-1856.5000,-1051.5000,-80.5000,-2631.5000,1113.0000
6074.0000,-1711.5000,-1099.5000,-81.0000,-2680.5000,1065.5000
6075.0000,-1607.5000,-1168.0000,-81.0000,-2775.0000,960.0000
6076.0000,-1552.5000,-1202.0000,-81.5000,-2844.0000,823.5000
6077.0000,-1516.5000,-1237.0000,-82.5000,-2887.0000,650.0000
6078.0000,-1534.0000,-1355.0000,-83.5000,-2873.0000,511.0000
6079.0000,-1559.5000,-1486.5000,-84.5000,-2822.5000,381.0000
6080.0000,-1587.5000,-1569.0000,-85.0000,-2790.0000,286.5000
6081.0000,-1592.0000,-1618.0000,-85.5000,-2779.0000,200.5000
6082.0000,-1538.0000,-1618.5000,-86.0000,-2810.0000,137.5000
6083.0000,-1477.5000,-1586.0000,-85.5000,-2868.5000,78.0000
6084.0000,-1453.0000,-1480.0000,-85.5000,-2887.5000,31.5000
6085.0000,-1436.5000,-1357.0000,-85.5000,-2890.5000,-12.5000
6086.0000,-1392.5000,-1210.0000,-85.0000,-2875.0000,-28.5000
6087.0000,-1375.5000,-1087.0000,-84.5000,-2861.0000,-33.5000
6088.0000,-1421.5000,-1004.5000,-84.0000,-2909.0000,-34.0000
6089.0000,-1495.0000,-941.0000,-83.5000,-2987.0000,-35.5000
6090.0000,-1588.0000,-871.5000,-82.5000,-3036.5000,-25.0000
6091.0000,-1661.5000,-808.5000,-81.5000,-3074.5000,-14.0000
6092.0000,-1674.0000,-741.5000,-80.5000,-3099.0000,-34.5000
6093.0000,-1657.0000,-635.5000,-80.0000,-3120.0000,-65.5000
6094.0000,-1579.0000,-407.0000,-79.5000,-3134.0000,-92.5000
6095.0000,-1517.0000,-178.0000,-79.0000,-3141.5000,-104.0000
6096.0000,-1478.0000,64.5000,-79.0000,-3144.0000,-60.5000
6097.0000,-1437.5000,252.5000,-79.0000,-3136.0000,-0.5000
6098.0000,-1378.0000,393.0000,-79.0000,-3122.0000,30.5000
6099.0000,-1328.5000,476.0000,-78.5000,-3102.5000,52.0000
6100.0000,-1311.0000,488.0000,-78.0000,-3079.0000,71.5000
6101.0000,-1297.5000,532.5000,-78.0000,-3052.5000,87.5000
6102.0000,-1303.0000,647.5000,-77.5000,-3028.5000,92.0000
6103.0000,-1290.5000,760.0000,-76.5000,-3007.0000,89.0000
6104.0000,-1276.0000,860.5000,-76.0000,-2988.0000,63.5000
6105.0000,-1234.5000,920.5000,-75.5000,-2976.0000,35.5000
6106.0000,-1162.0000,943.0000,-75.0000,-2968.0000,17.0000
6107.0000,-1154.0000,973.5000,-75.0000,-2969.5000,18.0000
6108.0000,-1220.0000,1032.0000,-74.5000,-2975.0000,85.5000
6109.0000,-1241.0000,1063.5000,-75.0000,-2985.5000,137.0000
6110.0000,-1203.5000,1071.0000,-75.5000,-2999.0000,131.0000
6111.0000,-1176.5000,1027.5000,-76.0000,-3012.5000,106.0000
6112.0000,-1152.0000,930.0000,-76.5000,-3027.0000,68.0000
6113.0000,-1208.5000,810.0000,-77.0000,-3038.5000,36.0000
6114.0000,-1328.0000,659.5000,-77.0000,-3047.0000,3.5000
6115.0000,-1408.0000,558.5000,-77.0000,-3052.5000,-15.5000
6116.0000,-1445.5000,496.0000,-76.5000,-3052.0000,-11.0000
6117.0000,-1494.5000,520.5000,-76.0000,-3046.0000,-14.0000
6118.0000,-1552.5000,618.0000,-75.5000,-3036.5000,-43.0000
6119.0000,-1531.5000,746.0000,-75.0000,-3022.5000,-58.0000
6120.0000,-1458.5000,897.5000,-75.0000,-3007.0000,-53.0000
6121.0000,-1384.5000,975.5000,-74.5000,-2990.0000,-9.5000
6122.0000,-1312.0000,1007.0000,-74.5000,-2972.5000,81.5000
6123.0000,-1204.5000,1000.0000,-74.0000,-2958.0000,158.0000
6124.0000,-1093.5000,967.5000,-73.5000,-2945.5000,219.5000
6125.0000,-1107.0000,925.5000,-73.5000,-2936.5000,219.5000
6126.0000,-1191.0000,872.0000,-73.0000,-2930.5000,149.5000
6127.0000,-1201.5000,836.5000,-73.5000,-2929.0000,86.0000
6128.0000,-1176.0000,809.5000,-73.5000,-2931.5000,24.0000
6129.0000,-1142.0000,788.5000,-74.0000,-2937.0000,-22.0000
6130.0000,-1113.5000,764.0000,-74.5000,-2941.5000,-62.5000
6131.0000,-1116.5000,728.5000,-75.0000,-2948.5000,-126.0000
6132.0000,-1140.0000,688.0000,-75.5000,-2955.0000,-222.0000
6133.0000,-1220.0000,665.0000,-76.0000,-2963.5000,-270.0000
6134.0000,-1310.0000,635.0000,-76.0000,-2966.0000,-277.0000
6135.0000,-1368.5000,536.0000,-76.0000,-2966.0000,-270.0000
6136.0000,-1373.5000,408.5000,-76.0000,-2966.5000,-262.0000
6137.0000,-1231.0000,275.0000,-76.0000,-2961.5000,-293.5000
6138.0000,-1025.5000,152.0000,-76.0000,-2954.5000,-359.0000
6139.0000,-772.5000,70.0000,-76.0000,-2947.0000,-440.5000
6140.0000,-540.5000,20.0000,-76.0000,-2936.5000,-536.5000
6141.0000,-420.0000,42.0000,-75.5000,-2927.0000,-600.0000
6142.0000,-353.5000,78.5000,-75.0000,-2916.0000,-655.0000
6143.0000,-365.0000,77.0000,-74.5000,-2905.5000,-738.5000
6144.0000,-326.5000,40.0000,-74.5000,-2899.0000,-855.0000
6145.0000,-65.0000,-77.0000,-74.0000,-2891.5000,-974.0000
6146.0000,200.0000,-191.5000,-73.5000,-2888.0000,-1109.5000
6147.0000,379.0000,-267.5000,-73.5000,-2885.5000,-1249.0000
6148.0000,528.0000,-331.0000,-73.0000,-2884.5000,-1402.5000
6149.0000,728.5000,-417.0000,-73.0000,-2885.0000,-1531.5000
6150.0000,945.5000,-443.0000,-72.5000,-2885.0000,-1639.0000
6151.0000,1254.5000,-303.0000,-72.5000,-2887.5000,-1621.5000
6152.0000,1527.0000,-194.5000,-72.5000,-2890.5000,-1572.0000
6153.0000,1794.0000,-221.5000,-73.0000,-2891.0000,-1618.5000
6154.0000,1998.0000,-284.5000,-73.5000,-2890.5000,-1713.5000
6155.0000,2165.0000,-357.5000,-74.0000,-2888.5000,-1832.5000
6156.0000,2291.5000,-451.5000,-75.0000,-2886.5000,-1956.5000
6157.0000,2395.5000,-628.5000,-75.5000,-2883.0000,-2094.0000
6158.0000,2506.0000,-795.0000,-76.0000,-2878.0000,-2218.0000
6159.0000,2657.5000,-965.5000,-76.5000,-2875.0000,-2274.0000
6160.0000,2773.0000,-1164.0000,-77.5000,-2868.5000,-2276.5000
6161.0000,2832.5000,-1483.5000,-78.0000,-2862.0000,-2140.0000
6162.0000,2890.0000,-1742.0000,-78.5000,-2857.0000,-1986.0000
6163.0000,2958.0000,-1954.5000,-79.0000,-2850.5000,-1883.0000
6164.0000,3019.5000,-2055.5000,-79.5000,-2846.0000,-1855.5000
6165.0000,3066.5000,-2059.5000,-80.0000,-2843.0000,-2014.0000
6166.0000,3096.5000,-2060.5000,-80.0000,-2840.5000,-2209.0000
6167.0000,3108.0000,-2078.0000,-80.0000,-2837.0000,-2421.5000
6168.0000,3098.5000,-2102.0000,-79.5000,-2833.5000,-2585.5000
6169.0000,3072.5000,-2119.0000,-79.5000,-2831.5000,-2673.5000
6170.0000,3029.5000,-2139.0000,-79.0000,-2828.5000,-2718.0000
6171.0000,2974.0000,-2149.0000,-79.0000,-2826.0000,-2724.5000
6172.0000,2913.0000,-2165.0000,-78.5000,-2824.5000,-2758.5000
6173.0000,2851.0000,-2171.5000,-78.0000,-2821.0000,-2875.0000
6174.0000,2796.0000,-2166.0000,-77.0000,-2818.5000,-2995.5000
6175.0000,2752.0000,-2139.0000,-76.0000,-2816.0000,-3115.0000
6176.0000,2720.0000,-2103.5000,-75.5000,-2812.5000,-3215.0000
6177.0000,2704.5000,-2046.5000,-75.0000,-2810.5000,-3301.5000
6178.0000,2705.0000,-1895.5000,-74.0000,-2804.5000,-3362.5000
6179.0000,2720.5000,-1653.5000,-73.5000,-2803.5000,-3394.5000
6180.0000,2751.5000,-1440.0000,-72.5000,-2801.0000,-3411.0000
6181.0000,2790.5000,-1240.5000,-71.5000,-2799.5000,-3410.0000
6182.0000,2835.0000,-1118.5000,-71.0000,-2798.5000,-3426.5000
6183.0000,2878.5000,-1049.0000,-70.5000,-2796.0000,-3471.5000
6184.0000,2919.0000,-1068.0000,-70.0000,-2793.0000,-3535.5000
6185.0000,2951.0000,-1142.5000,-69.5000,-2787.0000,-3640.5000
6186.0000,2973.5000,-1182.5000,-69.5000,-2729.0000,-3735.0000
6187.0000,2982.0000,-1210.5000,-70.0000,-2592.5000,-3841.0000
6188.0000,2976.5000,-1241.5000,-70.5000,-2519.0000,-3889.0000
6189.0000,2959.5000,-1297.0000,-71.5000,-2503.0000,-3898.5000
6190.0000,2930.5000,-1464.0000,-72.0000,-2479.0000,-3885.5000
6191.0000,2892.5000,-1687.0000,-73.0000,-2425.0000,-3871.5000
6192.0000,2852.0000,-1850.5000,-74.0000,-2290.5000,-3880.5000
6193.0000,2812.0000,-1970.5000,-74.5000,-2062.5000,-3918.0000
6194.0000,2773.0000,-1999.0000,-75.0000,-1862.0000,-3978.5000
6195.0000,2741.5000,-1997.5000,-75.5000,-1657.5000,-4067.5000
6196.0000,2720.0000,-2020.5000,-76.0000,-1516.0000,-4153.0000
6197.0000,2706.0000,-2057.5000,-76.0000,-1399.5000,-4247.0000
6198.0000,2701.5000,-2106.5000,-76.5000,-1361.5000,-4305.5000
6199.0000,2710.0000,-2145.5000,-76.5000,-1369.5000,-4342.5000
6200.0000,2725.5000,-2152.0000,-76.0000,-1389.0000,-4372.5000
6201.0000,2749.5000,-2123.0000,-75.5000,-1417.0000,-4396.5000
6202.0000,2776.0000,-2003.0000,-74.5000,-1412.0000,-4406.0000
6203.0000,2802.5000,-1882.5000,-73.0000,-1391.5000,-4404.0000
6204.0000,2827.0000,-1835.0000,-72.0000,-1357.5000,-4417.0000
6205.0000,2847.5000,-1816.0000,-71.0000,-1327.5000,-4441.5000
6206.0000,2862.0000,-1813.0000,-70.5000,-1329.5000,-4473.5000
6207.0000,2866.0000,-1814.5000,-69.5000,-1356.5000,-4506.0000
6208.0000,2863.5000,-1831.0000,-69.0000,-1423.5000,-4513.5000
6209.0000,2853.5000,-1839.0000,-68.5000,-1517.5000,-4506.0000
6210.0000,2836.5000,-1828.0000,-67.5000,-1612.0000,-4467.0000
6211.0000,2816.0000,-1810.5000,-66.5000,-1701.5000,-4415.5000
6212.0000,2789.0000,-1786.0000,-66.0000,-1719.0000,-4345.0000
6213.0000,2763.5000,-1778.5000,-65.5000,-1695.5000,-4282.0000
6214.0000,2738.0000,-1811.0000,-65.0000,-1592.0000,-4273.0000
6215.0000,2717.0000,-1858.0000,-65.5000,-1464.0000,-4306.0000
6216.0000,2701.5000,-1933.5000,-66.0000,-1364.0000,-4418.0000
6217.0000,2691.5000,-2029.5000,-67.0000,-1281.5000,-4553.5000
6218.0000,2687.0000,-2179.0000,-67.5000,-1240.5000,-4667.5000
6219.0000,2689.0000,-2276.0000,-68.5000,-1215.5000,-4756.0000
6220.0000,2696.5000,-2294.0000,-69.5000,-1226.5000,-4784.5000
6221.0000,2706.5000,-2273.5000,-70.0000,-1259.0000,-4789.0000
6222.0000,2718.5000,-2209.5000,-70.5000,-1368.0000,-4763.0000
6223.0000,2731.5000,-2215.5000,-71.0000,-1471.0000,-4718.5000
6224.0000,2744.0000,-2332.5000,-71.0000,-1541.5000,-4629.5000
6225.0000,2754.0000,-2423.0000,-71.5000,-1573.0000,-4546.0000
6226.0000,2762.5000,-2472.0000,-72.0000,-1561.0000,-4502.5000
6227.0000,2766.0000,-2466.5000,-72.5000,-1522.0000,-4485.0000
6228.0000,2765.5000,-2397.5000,-72.5000,-1439.5000,-4515.0000
6229.0000,2760.0000,-2337.0000,-72.0000,-1355.0000,-4530.5000
6230.0000,2751.5000,-2280.5000,-71.5000,-1241.0000,-4491.0000
6231.0000,2739.5000,-2248.5000,-70.5000,-1160.0000,-4468.0000
6232.0000,2726.5000,-2231.5000,-69.5000,-1115.0000,-4518.0000
6233.0000,2713.5000,-2235.0000,-68.5000,-1112.5000,-4566.5000
6234.0000,2698.5000,-2254.5000,-67.5000,-1142.5000,-4598.5000
6235.0000,2684.5000,-2216.5000,-66.5000,-1172.5000,-4597.0000
6236.0000,2676.5000,-2120.0000,-66.0000,-1177.0000,-4550.0000
6237.0000,2668.5000,-2071.5000,-65.5000,-1188.0000,-4504.5000
6238.0000,2662.5000,-2059.5000,-65.0000,-1218.5000,-4461.5000
6239.0000,2660.5000,-2034.0000,-64.5000,-1223.0000,-4433.5000
6240.0000,2661.0000,-1989.0000,-64.5000,-1185.5000,-4407.5000
6241.0000,2661.0000,-1937.0000,-65.0000,-1128.0000,-4375.5000
6242.0000,2665.0000,-1867.5000,-66.0000,-1058.0000,-4309.5000
6243.0000,2666.5000,-1738.5000,-66.5000,-991.5000,-4206.0000
6244.0000,2671.0000,-1565.0000,-67.5000,-943.5000,-4022.0000
6245.0000,2674.0000,-1510.0000,-68.0000,-906.0000,-3903.5000
6246.0000,2677.5000,-1516.0000,-68.5000,-887.0000,-3834.0000
6247.0000,2678.5000,-1532.0000,-69.0000,-834.0000,-3771.5000
6248.0000,2677.0000,-1548.5000,-69.5000,-742.5000,-3689.0000
6249.0000,2675.0000,-1591.0000,-70.0000,-692.5000,-3644.5000
6250.0000,2674.5000,-1642.5000,-70.5000,-679.5000,-3641.0000
6251.0000,2668.5000,-1645.5000,-70.5000,-671.5000,-3645.0000
6252.0000,2665.0000,-1631.0000,-70.5000,-646.0000,-3661.5000
6253.0000,2660.0000,-1669.5000,-70.5000,-654.5000,-3694.0000
6254.0000,2652.5000,-1742.5000,-70.5000,-674.5000,-3759.0000
6255.0000,2646.5000,-1860.0000,-71.0000,-663.0000,-3774.5000
6256.0000,2640.5000,-1990.0000,-70.5000,-603.0000,-3769.5000
6257.0000,2633.0000,-2061.5000,-70.5000,-526.0000,-3775.5000
6258.0000,2627.5000,-2091.0000,-70.0000,-418.0000,-3799.5000
6259.0000,2622.5000,-2011.5000,-69.5000,-321.5000,-3754.5000
6260.0000,2618.0000,-1903.5000,-68.5000,-216.0000,-3659.5000
6261.0000,2613.5000,-1802.0000,-67.5000,-107.5000,-3588.5000
6262.0000,2610.0000,-1728.0000,-66.5000,9.5000,-3529.5000
6263.0000,2607.0000,-1704.0000,-66.0000,93.5000,-3527.0000
6264.0000,2602.5000,-1690.0000,-65.5000,158.5000,-3541.5000
6265.0000,2599.0000,-1649.5000,-65.0000,191.5000,-3521.5000
6266.0000,2600.0000,-1592.0000,-65.0000,203.5000,-3462.0000
6267.0000,2599.5000,-1505.5000,-65.0000,225.5000,-3340.5000
6268.0000,2599.5000,-1417.0000,-65.5000,248.0000,-3172.5000
6269.0000,2602.0000,-1337.0000,-65.5000,286.0000,-3049.0000
6270.0000,2602.5000,-1278.5000,-66.0000,316.5000,-2929.5000
6271.0000,2602.0000,-1269.5000,-66.5000,311.0000,-2814.5000
6272.0000,2602.0000,-1247.5000,-66.5000,275.0000,-2690.5000
6273.0000,2604.5000,-1201.0000,-66.5000,199.0000,-2577.0000
6274.0000,2602.0000,-1156.5000,-66.5000,113.0000,-2472.0000
6275.0000,2600.0000,-1137.0000,-66.5000,45.5000,-2409.5000
6276.0000,2596.5000,-1118.5000,-66.0000,-8.0000,-2369.5000
6277.0000,2591.0000,-1097.5000,-66.0000,-66.5000,-2336.0000
6278.0000,2585.5000,-1054.5000,-66.0000,-115.5000,-2319.5000
6279.0000,2578.5000,-963.0000,-65.5000,-145.5000,-2340.0000
6280.0000,2572.0000,-974.5000,-65.5000,-141.5000,-2395.5000
6281.0000,2563.0000,-1160.0000,-65.5000,-46.0000,-2517.0000
6282.0000,2555.5000,-1334.5000,-65.5000,89.0000,-2659.0000
6283.0000,2547.0000,-1473.5000,-65.5000,265.5000,-2798.0000
6284.0000,2541.0000,-1534.5000,-65.5000,437.5000,-2900.5000
6285.0000,2535.0000,-1505.5000,-65.5000,580.0000,-2905.0000
6286.0000,2530.5000,-1401.0000,-65.5000,693.0000,-2851.5000
6287.0000,2529.0000,-1177.0000,-65.0000,782.0000,-2660.0000
6288.0000,2528.0000,-1017.0000,-64.5000,840.0000,-2498.5000
6289.0000,2530.0000,-901.0000,-64.5000,851.5000,-2448.5000
6290.0000,2532.5000,-866.0000,-64.5000,855.0000,-2424.0000
6291.0000,2536.0000,-886.5000,-65.0000,859.0000,-2396.5000
6292.0000,2540.5000,-862.0000,-64.5000,845.0000,-2356.5000
6293.0000,2545.0000,-787.5000,-64.5000,792.0000,-2299.0000
6294.0000,2548.0000,-757.5000,-64.0000,741.5000,-2231.5000
6295.0000,2548.5000,-782.5000,-63.5000,701.5000,-2168.0000
6296.0000,2547.5000,-759.0000,-63.5000,673.0000,-2103.0000
6297.0000,2545.0000,-709.5000,-63.0000,660.0000,-2045.0000
6298.0000,2538.5000,-725.0000,-63.0000,635.5000,-2007.0000
6299.0000,2530.0000,-806.5000,-63.5000,593.0000,-1997.0000
6300.0000,2520.5000,-850.0000,-63.5000,541.5000,-1978.5000
6301.0000,2510.5000,-870.0000,-64.0000,470.0000,-1941.0000
6302.0000,2500.0000,-826.5000,-64.5000,410.0000,-1913.5000
6303.0000,2491.5000,-749.5000,-65.0000,352.0000,-1886.0000
6304.0000,2481.0000,-709.5000,-65.5000,322.5000,-1884.5000
6305.0000,2473.5000,-690.5000,-66.5000,314.0000,-1897.5000
6306.0000,2468.0000,-678.5000,-67.5000,341.5000,-1931.5000
6307.0000,2466.0000,-663.0000,-68.0000,408.5000,-1977.0000
6308.0000,2464.0000,-689.5000,-69.0000,447.5000,-2035.0000
6309.0000,2466.5000,-727.0000,-69.5000,464.0000,-2101.0000
6310.0000,2470.0000,-775.5000,-70.5000,444.5000,-2160.5000
6311.0000,2475.0000,-807.5000,-71.5000,391.0000,-2214.0000
6312.0000,2481.0000,-758.5000,-72.5000,367.5000,-2168.5000
6313.0000,2486.5000,-676.5000,-73.5000,367.5000,-2028.0000
6314.0000,2490.5000,-650.0000,-74.5000,351.0000,-1934.5000
6315.0000,2492.0000,-636.0000,-75.0000,312.0000,-1885.0000
6316.0000,2493.0000,-573.0000,-75.5000,278.5000,-1861.5000
6317.0000,2490.5000,-494.0000,-76.0000,242.5000,-1858.5000
6318.0000,2485.5000,-428.0000,-75.5000,197.0000,-1853.5000
6319.0000,2479.0000,-389.5000,-75.5000,133.5000,-1855.5000
6320.0000,2468.5000,-398.5000,-75.0000,68.5000,-1841.5000
6321.0000,2457.0000,-432.5000,-74.0000,-3.0000,-1823.5000
6322.0000,2447.0000,-456.0000,-73.5000,-23.0000,-1797.5000
6323.0000,2436.0000,-497.5000,-73.0000,-15.5000,-1773.0000
6324.0000,2426.0000,-575.0000,-72.0000,4.0000,-1775.0000
6325.0000,2416.5000,-651.5000,-71.5000,23.5000,-1790.0000
6326.0000,2410.0000,-677.5000,-70.5000,-7.5000,-1811.0000
6327.0000,2406.5000,-684.0000,-69.5000,-70.5000,-1834.5000
6328.0000,2404.5000,-666.0000,-68.0000,-171.0000,-1907.5000
6329.0000,2406.5000,-656.5000,-67.0000,-275.5000,-1996.0000
6330.0000,2411.5000,-698.0000,-66.5000,-307.5000,-2052.5000
6331.0000,2416.5000,-709.5000,-66.5000,-308.5000,-2083.0000
6332.0000,2422.5000,-638.5000,-66.5000,-329.5000,-2081.0000
6333.0000,2427.5000,-565.0000,-66.5000,-362.5000,-2064.0000
6334.0000,2433.5000,-528.5000,-66.0000,-393.0000,-2069.5000
6335.0000,2435.0000,-499.5000,-65.5000,-418.0000,-2085.0000
6336.0000,2436.5000,-484.5000,-64.5000,-415.5000,-2112.0000
6337.0000,2437.5000,-460.5000,-64.0000,-399.0000,-2140.0000
6338.0000,2429.0000,-440.0000,-63.5000,-382.0000,-2167.5000
6339.0000,2422.5000,-459.5000,-63.0000,-375.0000,-2203.0000
6340.0000,2415.0000,-565.0000,-63.0000,-395.0000,-2268.5000
6341.0000,2405.0000,-639.5000,-62.5000,-416.5000,-2331.0000
6342.0000,2392.5000,-662.0000,-62.5000,-416.0000,-2342.0000
6343.0000,2381.0000,-636.0000,-62.5000,-415.5000,-2341.0000
6344.0000,2369.5000,-538.0000,-62.5000,-435.5000,-2313.5000
6345.0000,2361.0000,-483.0000,-62.5000,-447.0000,-2300.0000
6346.0000,2356.0000,-462.0000,-62.0000,-427.5000,-2308.0000
6347.0000,2351.5000,-497.5000,-62.0000,-391.5000,-2330.5000
6348.0000,2350.0000,-579.0000,-61.5000,-335.5000,-2373.5000
6349.0000,2352.0000,-686.0000,-61.0000,-281.0000,-2437.0000
6350.0000,2354.5000,-823.5000,-61.0000,-227.0000,-2553.0000
6351.0000,2359.0000,-875.5000,-61.0000,-178.0000,-2637.0000
6352.0000,2364.0000,-846.5000,-61.0000,-114.0000,-2658.5000
6353.0000,2369.5000,-819.5000,-61.0000,-63.5000,-2652.0000
6354.0000,2373.5000,-814.5000,-61.0000,-35.0000,-2646.0000
6355.0000,2377.0000,-802.5000,-62.0000,-7.0000,-2626.5000
6356.0000,2379.0000,-796.5000,-63.0000,27.5000,-2590.0000
6357.0000,2377.5000,-791.5000,-64.0000,56.5000,-2555.5000
6358.0000,2372.0000,-800.5000,-65.0000,74.0000,-2535.0000
6359.0000,2366.5000,-806.0000,-66.5000,104.5000,-2529.5000
6360.0000,2358.0000,-816.0000,-68.0000,162.5000,-2554.0000
6361.0000,2348.0000,-766.0000,-69.0000,211.0000,-2574.0000
6362.0000,2324.5000,-681.0000,-70.5000,247.0000,-2590.0000
6363.0000,2198.0000,-639.0000,-72.0000,261.0000,-2618.5000
6364.0000,1998.0000,-629.0000,-74.0000,255.0000,-2667.5000
6365.0000,1808.0000,-682.5000,-75.0000,233.5000,-2730.5000
6366.0000,1625.0000,-757.0000,-76.5000,201.5000,-2807.0000
6367.0000,1538.0000,-790.0000,-77.5000,169.0000,-2874.0000
6368.0000,1477.5000,-797.5000,-78.0000,136.0000,-2928.5000
6369.0000,1372.0000,-855.5000,-78.0000,103.5000,-2980.5000
6370.0000,1239.5000,-927.5000,-78.0000,65.5000,-3036.0000
6371.0000,1148.5000,-961.5000,-77.0000,50.0000,-3075.0000
6372.0000,1073.5000,-970.0000,-76.5000,48.5000,-3107.5000
6373.0000,997.0000,-970.0000,-75.5000,39.5000,-3129.0000
6374.0000,916.0000,-946.0000,-74.5000,25.5000,-3137.5000
6375.0000,848.5000,-828.0000,-74.0000,38.5000,-3059.5000
6376.0000,789.0000,-685.5000,-73.0000,79.0000,-2904.5000
6377.0000,748.5000,-591.0000,-73.0000,122.5000,-2796.0000
6378.0000,710.5000,-538.0000,-73.0000,166.0000,-2721.0000
6379.0000,675.0000,-547.5000,-73.5000,193.0000,-2684.0000
6380.0000,627.0000,-583.5000,-74.0000,215.0000,-2668.5000
6381.0000,513.5000,-624.5000,-75.0000,256.5000,-2650.0000
6382.0000,408.0000,-661.0000,-76.5000,315.0000,-2633.5000
6383.0000,354.0000,-662.5000,-78.0000,359.0000,-2639.0000
6384.0000,317.0000,-666.5000,-79.5000,394.5000,-2655.5000
6385.0000,250.5000,-701.0000,-81.5000,376.5000,-2676.0000
6386.0000,171.0000,-744.5000,-83.5000,336.0000,-2698.0000
6387.0000,24.0000,-807.0000,-85.5000,295.5000,-2738.5000
6388.0000,-126.0000,-844.0000,-87.5000,253.0000,-2786.0000
6389.0000,-295.5000,-808.5000,-88.5000,203.5000,-2786.0000
6390.0000,-395.5000,-753.5000,-90.0000,156.0000,-2759.5000
6391.0000,-353.5000,-680.5000,-90.5000,135.0000,-2696.0000
6392.0000,-324.5000,-585.5000,-91.5000,125.0000,-2618.0000
6393.0000,-363.5000,-420.5000,-91.5000,144.0000,-2523.5000
6394.0000,-423.0000,-309.5000,-92.0000,165.5000,-2431.5000
6395.0000,-484.0000,-325.5000,-92.5000,163.5000,-2416.0000
6396.0000,-529.0000,-353.5000,-93.5000,163.5000,-2425.5000
6397.0000,-544.5000,-373.0000,-94.5000,227.0000,-2435.5000
6398.0000,-569.0000,-415.0000,-95.5000,305.0000,-2462.5000
6399.0000,-613.5000,-530.5000,-96.5000,391.5000,-2566.5000
6400.0000,-655.5000,-636.5000,-97.5000,484.5000,-2679.5000
6401.0000,-696.0000,-748.0000,-98.5000,626.0000,-2747.0000
6402.0000,-680.0000,-832.5000,-99.5000,748.0000,-2799.0000
6403.0000,-579.0000,-906.5000,-101.0000,801.5000,-2857.0000
6404.0000,-466.5000,-928.5000,-102.0000,827.5000,-2891.0000
6405.0000,-325.0000,-882.0000,-103.0000,835.0000,-2838.5000
6406.0000,-180.0000,-804.5000,-103.5000,855.0000,-2757.5000
6407.0000,-5.0000,-666.0000,-104.5000,909.0000,-2621.0000
6408.0000,124.0000,-559.5000,-104.5000,973.5000,-2499.5000
6409.0000,224.0000,-453.0000,-105.0000,1042.5000,-2396.0000
6410.0000,307.5000,-342.5000,-106.0000,1114.0000,-2313.0000
6411.0000,389.0000,-186.0000,-107.0000,1187.0000,-2224.5000
6412.0000,440.0000,-106.0000,-108.0000,1250.5000,-2169.5000
6413.0000,479.5000,-71.0000,-109.0000,1294.0000,-2163.5000
6414.0000,523.5000,-39.5000,-110.5000,1326.0000,-2147.5000
6415.0000,579.5000,7.5000,-112.0000,1352.0000,-2096.5000
6416.0000,621.0000,60.0000,-114.0000,1359.0000,-2035.0000
6417.0000,654.5000,107.0000,-115.5000,1343.5000,-1965.5000
6418.0000,664.5000,122.5000,-116.5000,1338.0000,-1898.0000
6419.0000,674.0000,103.5000,-117.0000,1367.5000,-1837.0000
6420.0000,694.0000,84.5000,-117.0000,1410.5000,-1778.5000
6421.0000,728.5000,56.5000,-116.5000,1494.0000,-1731.5000
6422.0000,765.0000,102.5000,-116.0000,1545.0000,-1691.5000
6423.0000,799.0000,176.5000,-115.5000,1580.5000,-1662.5000
6424.0000,749.5000,183.0000,-115.5000,1579.0000,-1670.0000
6425.0000,655.0000,132.0000,-115.0000,1545.0000,-1738.5000
6426.0000,602.5000,17.0000,-115.0000,1500.0000,-1826.0000
6427.0000,579.5000,-135.5000,-114.5000,1438.0000,-1950.5000
6428.0000,652.0000,-256.5000,-114.0000,1367.0000,-2038.5000
6429.0000,748.5000,-355.0000,-113.5000,1258.5000,-2092.5000
6430.0000,727.0000,-404.0000,-113.0000,1186.0000,-2127.0000
6431.0000,662.0000,-438.5000,-112.5000,1117.0000,-2145.0000
6432.0000,662.0000,-545.0000,-112.5000,1093.0000,-2177.0000
6433.0000,689.5000,-680.0000,-112.0000,1079.0000,-2221.5000
6434.0000,725.5000,-827.0000,-111.5000,1075.0000,-2304.0000
6435.0000,752.0000,-968.0000,-110.5000,1056.5000,-2428.5000
6436.0000,728.5000,-1108.5000,-109.5000,1022.5000,-2565.5000
6437.0000,697.0000,-1216.5000,-108.0000,965.5000,-2720.0000
6438.0000,714.0000,-1183.0000,-107.0000,901.5000,-2759.5000
6439.0000,737.5000,-1098.5000,-106.0000,832.5000,-2723.0000
6440.0000,713.0000,-1015.5000,-105.0000,793.0000,-2668.0000
6441.0000,684.5000,-953.5000,-103.5000,780.5000,-2605.5000
6442.0000,680.5000,-938.5000,-102.5000,778.0000,-2551.0000
6443.0000,695.0000,-944.5000,-102.0000,797.0000,-2503.0000
