,TIME,EMG1,EMG2,IO,EMG3,EMG4
5827,09:30:30.986,-2682.5,-3785.5,-118.5,-857.5,-5461.0
5829,09:30:30.988,-2631.0,-3856.0,-118.5,-885.5,-5434.5
5831,09:30:30.990,-2528.5,-3848.0,-118.5,-847.0,-5399.0
5833,09:30:30.992,-2482.5,-3752.5,-117.5,-734.5,-5366.5
5835,09:30:30.994,-2422.0,-3692.5,-116.0,-571.0,-5346.5
5837,09:30:30.996,-2300.0,-3652.0,-115.0,-461.0,-5341.5
5839,09:30:30.998,-2231.5,-3628.0,-114.5,-410.5,-5348.5
5841,09:30:31,-2214.0,-3644.5,-113.5,-456.0,-5360.5
5843,09:30:31.002,-2064.5,-3644.5,-112.0,-456.5,-5369.5
5845,09:30:31.004,-2116.0,-3530.5,-110.5,-400.0,-5369.0
5847,09:30:31.006,-2166.5,-3394.5,-111.5,-345.0,-5356.5
5849,09:30:31.008,-2056.0,-3405.5,-113.0,-240.0,-5334.5
5851,09:30:31.010,-2014.5,-3498.5,-114.5,-150.5,-5304.5
5853,09:30:31.012,-1946.5,-3542.0,-114.5,-46.0,-5281.0
5855,09:30:31.014,-1966.5,-3337.5,-114.0,-1.0,-5260.5
5857,09:30:31.016,-1885.5,-3081.5,-113.0,68.5,-5249.0
5859,09:30:31.018,-1780.5,-2929.5,-113.0,156.0,-5204.5
5861,09:30:31.020,-1777.0,-2941.0,-113.5,239.0,-5211.5
5863,09:30:31.022,-1739.5,-2938.5,-113.0,329.5,-5098.0
5865,09:30:31.024,-1692.0,-2645.5,-112.5,542.5,-4901.0
5867,09:30:31.026,-1691.5,-2625.0,-112.0,646.0,-4796.5
5869,09:30:31.028,-1951.5,-2822.5,-112.0,637.5,-4953.5
5871,09:30:31.030,-2235.5,-3016.5,-112.0,682.5,-5115.0
5873,09:30:31.032,-2423.5,-2962.0,-111.0,626.0,-5049.0
5875,09:30:31.034,-2765.5,-2942.5,-110.0,529.5,-4949.5
5877,09:30:31.036,-2946.0,-2956.0,-109.0,487.0,-4814.5
5879,09:30:31.038,-2968.0,-2977.0,-108.5,351.0,-4744.0
5881,09:30:31.040,-2932.5,-3047.5,-109.5,72.0,-4744.0
5883,09:30:31.042,-2993.5,-3085.0,-111.0,-97.5,-4653.0
5885,09:30:31.044,-3136.0,-3048.5,-112.5,-128.0,-4430.0
5887,09:30:31.046,-3287.5,-2843.0,-113.5,-207.0,-4107.5
5889,09:30:31.048,-3524.0,-2798.5,-113.5,-339.0,-3985.5
5891,09:30:31.050,-3523.5,-2860.0,-113.5,-402.0,-3914.5
5893,09:30:31.052,-3411.0,-2723.5,-113.0,-438.5,-3649.5
5895,09:30:31.054,-3426.0,-2403.5,-112.0,-389.5,-3307.0
5897,09:30:31.056,-3422.0,-2107.0,-110.0,-239.5,-3000.0
5899,09:30:31.058,-3552.0,-1937.5,-108.0,-99.0,-2747.0
5901,09:30:31.060,-3691.5,-1819.0,-106.5,17.5,-2513.5
5903,09:30:31.062,-3700.0,-1703.5,-106.5,157.5,-2304.5
5905,09:30:31.064,-3620.5,-1577.0,-107.0,386.0,-2055.0
5907,09:30:31.066,-3617.5,-1471.5,-108.5,492.0,-1850.5
5909,09:30:31.068,-3795.0,-1356.0,-109.0,525.0,-1663.0
5911,09:30:31.070,-4077.0,-1273.0,-109.5,514.0,-1448.5
5913,09:30:31.072,-4161.0,-1211.0,-109.5,442.0,-1289.5
5915,09:30:31.074,-4052.5,-1102.0,-108.5,444.5,-1153.5
5917,09:30:31.076,-4208.0,-1029.0,-107.0,580.5,-968.5
5919,09:30:31.078,-4356.5,-995.5,-107.0,668.0,-793.0
5921,09:30:31.080,-4443.0,-937.0,-106.5,595.0,-657.0
5923,09:30:31.082,-4576.5,-743.5,-105.5,419.5,-570.5
5925,09:30:31.084,-4689.0,-748.0,-103.5,331.0,-584.0
5927,09:30:31.086,-4741.5,-832.0,-100.5,298.0,-576.5
5929,09:30:31.088,-4709.5,-726.5,-97.0,240.5,-399.5
5931,09:30:31.090,-4615.0,-617.5,-93.5,213.5,-158.5
5933,09:30:31.092,-4489.0,-599.0,-91.5,255.5,14.0
5935,09:30:31.094,-4379.5,-644.0,-89.5,354.5,139.0
5937,09:30:31.096,-4323.5,-712.5,-88.0,407.0,162.5
5939,09:30:31.098,-4333.5,-759.0,-87.0,373.5,115.0
5941,09:30:31.100,-4400.5,-736.0,-86.5,262.5,63.5
5943,09:30:31.102,-4490.5,-944.0,-86.0,107.5,14.5
5945,09:30:31.104,-4567.0,-992.0,-86.0,33.5,139.5
5947,09:30:31.106,-4596.5,-932.0,-86.0,-9.0,355.5
5949,09:30:31.108,-4574.0,-885.5,-86.0,5.5,480.0
5951,09:30:31.110,-4505.5,-933.5,-87.0,49.5,510.5
5953,09:30:31.112,-4414.5,-895.0,-89.0,136.5,571.0
5955,09:30:31.114,-4340.5,-843.5,-92.0,158.0,612.0
5957,09:30:31.116,-4299.5,-947.0,-94.0,216.5,567.0
5959,09:30:31.118,-4307.0,-984.5,-95.5,176.0,574.0
5961,09:30:31.120,-4347.5,-969.5,-96.5,87.0,625.0
5963,09:30:31.122,-4403.5,-1025.5,-97.0,-64.0,738.5
5965,09:30:31.124,-4450.5,-1134.0,-96.5,-72.0,804.0
5967,09:30:31.126,-4467.0,-1257.5,-96.5,126.0,770.5
5969,09:30:31.128,-4446.0,-1213.0,-97.5,340.5,723.0
5971,09:30:31.130,-4401.5,-1200.0,-99.5,320.5,708.5
5973,09:30:31.132,-4341.5,-1156.5,-101.0,66.5,836.0
5975,09:30:31.134,-4293.0,-1220.0,-101.0,-30.5,963.5
5977,09:30:31.136,-4266.5,-1205.5,-100.5,-22.0,1026.0
5979,09:30:31.138,-4268.0,-1278.0,-101.0,8.5,981.0
5981,09:30:31.140,-4290.0,-1293.5,-101.5,54.0,944.5
5983,09:30:31.142,-4318.5,-1168.5,-101.5,-38.0,969.0
5985,09:30:31.144,-4341.0,-1123.0,-100.0,-220.0,1083.5
5987,09:30:31.146,-4348.5,-1169.5,-98.5,-378.5,1251.0
5989,09:30:31.148,-4268.5,-1132.0,-97.0,-383.0,1240.5
5991,09:30:31.150,-4064.0,-1079.5,-95.5,-350.0,1139.0
5993,09:30:31.152,-4124.0,-1142.5,-94.5,-458.5,1113.5
5995,09:30:31.154,-4235.0,-1313.0,-94.0,-704.0,1061.5
5997,09:30:31.156,-4169.5,-1279.5,-95.0,-758.5,1111.0
5999,09:30:31.158,-4098.0,-1274.0,-96.0,-823.5,1096.0
6001,09:30:31.160,-4120.5,-1374.5,-96.5,-775.0,1054.5
6003,09:30:31.162,-4126.0,-1468.5,-96.5,-747.0,950.0
6005,09:30:31.164,-4199.0,-1397.5,-96.5,-820.0,744.5
6007,09:30:31.166,-4188.5,-1351.0,-97.0,-803.0,589.5
6009,09:30:31.168,-3996.5,-1392.5,-97.5,-705.0,634.0
6011,09:30:31.170,-3681.0,-1396.5,-96.5,-755.0,718.5
6013,09:30:31.172,-3416.5,-1334.5,-95.0,-868.5,753.5
6015,09:30:31.174,-3326.5,-1415.5,-94.0,-913.0,761.5
6017,09:30:31.176,-3319.5,-1550.0,-94.5,-967.5,857.5
6019,09:30:31.178,-3273.5,-1625.5,-94.5,-1093.0,1008.5
6021,09:30:31.180,-3115.0,-1688.0,-93.5,-1226.5,1135.5
6023,09:30:31.182,-2960.0,-1687.0,-94.0,-1335.5,1220.0
6025,09:30:31.184,-2911.0,-1698.5,-96.5,-1397.0,1356.0
6027,09:30:31.186,-3023.0,-1751.5,-99.0,-1455.0,1443.0
6029,09:30:31.188,-3220.5,-1834.5,-100.5,-1663.5,1450.0
6031,09:30:31.190,-3158.5,-1900.0,-100.5,-1749.0,1482.0
6033,09:30:31.192,-3091.0,-1937.5,-99.5,-1727.0,1536.0
6035,09:30:31.194,-3175.5,-1773.0,-98.0,-1858.5,1640.5
6037,09:30:31.196,-3164.0,-1388.5,-96.0,-1990.5,1694.5
6039,09:30:31.198,-3254.0,-1202.0,-94.0,-1940.0,1659.0
6041,09:30:31.200,-3388.5,-1293.0,-91.5,-1909.0,1645.0
6043,09:30:31.202,-3419.0,-1472.0,-88.5,-1913.5,1641.5
6045,09:30:31.204,-3502.0,-1467.5,-85.0,-1945.5,1649.0
6047,09:30:31.206,-3621.0,-1389.0,-82.5,-2014.5,1664.5
6049,09:30:31.208,-3620.5,-1420.5,-81.0,-2127.0,1677.0
6051,09:30:31.210,-3577.5,-1396.5,-79.5,-2184.0,1663.0
6053,09:30:31.212,-3755.5,-1518.0,-78.5,-2285.0,1539.5
6055,09:30:31.214,-3773.5,-1638.0,-77.5,-2384.0,1494.5
6057,09:30:31.216,-3667.0,-1683.5,-77.5,-2423.5,1579.5
6059,09:30:31.218,-3468.0,-1579.5,-78.0,-2517.5,1582.5
6061,09:30:31.220,-3365.0,-1553.0,-78.0,-2589.0,1463.5
6063,09:30:31.222,-3233.0,-1589.5,-78.5,-2604.0,1410.5
6065,09:30:31.224,-2988.0,-1568.5,-79.0,-2756.0,1402.0
6067,09:30:31.226,-2831.5,-1583.0,-80.0,-2865.0,1272.5
6069,09:30:31.228,-2523.0,-1646.5,-80.5,-2833.5,1073.5
6071,09:30:31.230,-2301.0,-1209.5,-80.5,-2686.0,1080.0
6073,09:30:31.232,-1856.5,-1051.5,-80.5,-2631.5,1113.0
6075,09:30:31.234,-1607.5,-1168.0,-81.0,-2775.0,960.0
6077,09:30:31.236,-1516.5,-1237.0,-82.5,-2887.0,650.0
6079,09:30:31.238,-1559.5,-1486.5,-84.5,-2822.5,381.0
6081,09:30:31.240,-1592.0,-1618.0,-85.5,-2779.0,200.5
6083,09:30:31.242,-1477.5,-1586.0,-85.5,-2868.5,78.0
6085,09:30:31.244,-1436.5,-1357.0,-85.5,-2890.5,-12.5
6087,09:30:31.246,-1375.5,-1087.0,-84.5,-2861.0,-33.5
6089,09:30:31.248,-1495.0,-941.0,-83.5,-2987.0,-35.5
6091,09:30:31.250,-1661.5,-808.5,-81.5,-3074.5,-14.0
6093,09:30:31.252,-1657.0,-635.5,-80.0,-3120.0,-65.5
6095,09:30:31.254,-1517.0,-178.0,-79.0,-3141.5,-104.0
6097,09:30:31.256,-1437.5,252.5,-79.0,-3136.0,-0.5
6099,09:30:31.258,-1328.5,476.0,-78.5,-3102.5,52.0
6101,09:30:31.260,-1297.5,532.5,-78.0,-3052.5,87.5
6103,09:30:31.262,-1290.5,760.0,-76.5,-3007.0,89.0
6105,09:30:31.264,-1234.5,920.5,-75.5,-2976.0,35.5
6107,09:30:31.266,-1154.0,973.5,-75.0,-2969.5,18.0
6109,09:30:31.268,-1241.0,1063.5,-75.0,-2985.5,137.0
6111,09:30:31.270,-1176.5,1027.5,-76.0,-3012.5,106.0
6113,09:30:31.272,-1208.5,810.0,-77.0,-3038.5,36.0
6115,09:30:31.274,-1408.0,558.5,-77.0,-3052.5,-15.5
6117,09:30:31.276,-1494.5,520.5,-76.0,-3046.0,-14.0
6119,09:30:31.278,-1531.5,746.0,-75.0,-3022.5,-58.0
6121,09:30:31.280,-1384.5,975.5,-74.5,-2990.0,-9.5
6123,09:30:31.282,-1204.5,1000.0,-74.0,-2958.0,158.0
6125,09:30:31.284,-1107.0,925.5,-73.5,-2936.5,219.5
6127,09:30:31.286,-1201.5,836.5,-73.5,-2929.0,86.0
6129,09:30:31.288,-1142.0,788.5,-74.0,-2937.0,-22.0
6131,09:30:31.290,-1116.5,728.5,-75.0,-2948.5,-126.0
6133,09:30:31.292,-1220.0,665.0,-76.0,-2963.5,-270.0
6135,09:30:31.294,-1368.5,536.0,-76.0,-2966.0,-270.0
6137,09:30:31.296,-1231.0,275.0,-76.0,-2961.5,-293.5
6139,09:30:31.298,-772.5,70.0,-76.0,-2947.0,-440.5
6141,09:30:31.300,-420.0,42.0,-75.5,-2927.0,-600.0
6143,09:30:31.302,-365.0,77.0,-74.5,-2905.5,-738.5
6145,09:30:31.304,-65.0,-77.0,-74.0,-2891.5,-974.0
6147,09:30:31.306,379.0,-267.5,-73.5,-2885.5,-1249.0
6149,09:30:31.308,728.5,-417.0,-73.0,-2885.0,-1531.5
6151,09:30:31.310,1254.5,-303.0,-72.5,-2887.5,-1621.5
6153,09:30:31.312,1794.0,-221.5,-73.0,-2891.0,-1618.5
6155,09:30:31.314,2165.0,-357.5,-74.0,-2888.5,-1832.5
6157,09:30:31.316,2395.5,-628.5,-75.5,-2883.0,-2094.0
6159,09:30:31.318,2657.5,-965.5,-76.5,-2875.0,-2274.0
6161,09:30:31.320,2832.5,-1483.5,-78.0,-2862.0,-2140.0
6163,09:30:31.322,2958.0,-1954.5,-79.0,-2850.5,-1883.0
6165,09:30:31.324,3066.5,-2059.5,-80.0,-2843.0,-2014.0
6167,09:30:31.326,3108.0,-2078.0,-80.0,-2837.0,-2421.5
6169,09:30:31.328,3072.5,-2119.0,-79.5,-2831.5,-2673.5
6171,09:30:31.330,2974.0,-2149.0,-79.0,-2826.0,-2724.5
6173,09:30:31.332,2851.0,-2171.5,-78.0,-2821.0,-2875.0
6175,09:30:31.334,2752.0,-2139.0,-76.0,-2816.0,-3115.0
6177,09:30:31.336,2704.5,-2046.5,-75.0,-2810.5,-3301.5
6179,09:30:31.338,2720.5,-1653.5,-73.5,-2803.5,-3394.5
6181,09:30:31.340,2790.5,-1240.5,-71.5,-2799.5,-3410.0
6183,09:30:31.342,2878.5,-1049.0,-70.5,-2796.0,-3471.5
6185,09:30:31.344,2951.0,-1142.5,-69.5,-2787.0,-3640.5
6187,09:30:31.346,2982.0,-1210.5,-70.0,-2592.5,-3841.0
6189,09:30:31.348,2959.5,-1297.0,-71.5,-2503.0,-3898.5
6191,09:30:31.350,2892.5,-1687.0,-73.0,-2425.0,-3871.5
6193,09:30:31.352,2812.0,-1970.5,-74.5,-2062.5,-3918.0
6195,09:30:31.354,2741.5,-1997.5,-75.5,-1657.5,-4067.5
6197,09:30:31.356,2706.0,-2057.5,-76.0,-1399.5,-4247.0
6199,09:30:31.358,2710.0,-2145.5,-76.5,-1369.5,-4342.5
6201,09:30:31.360,2749.5,-2123.0,-75.5,-1417.0,-4396.5
6203,09:30:31.362,2802.5,-1882.5,-73.0,-1391.5,-4404.0
6205,09:30:31.364,2847.5,-1816.0,-71.0,-1327.5,-4441.5
6207,09:30:31.366,2866.0,-1814.5,-69.5,-1356.5,-4506.0
6209,09:30:31.368,2853.5,-1839.0,-68.5,-1517.5,-4506.0
6211,09:30:31.370,2816.0,-1810.5,-66.5,-1701.5,-4415.5
6213,09:30:31.372,2763.5,-1778.5,-65.5,-1695.5,-4282.0
6215,09:30:31.374,2717.0,-1858.0,-65.5,-1464.0,-4306.0
6217,09:30:31.376,2691.5,-2029.5,-67.0,-1281.5,-4553.5
6219,09:30:31.378,2689.0,-2276.0,-68.5,-1215.5,-4756.0
6221,09:30:31.380,2706.5,-2273.5,-70.0,-1259.0,-4789.0
6223,09:30:31.382,2731.5,-2215.5,-71.0,-1471.0,-4718.5
6225,09:30:31.384,2754.0,-2423.0,-71.5,-1573.0,-4546.0
6227,09:30:31.386,2766.0,-2466.5,-72.5,-1522.0,-4485.0
6229,09:30:31.388,2760.0,-2337.0,-72.0,-1355.0,-4530.5
6231,09:30:31.390,2739.5,-2248.5,-70.5,-1160.0,-4468.0
6233,09:30:31.392,2713.5,-2235.0,-68.5,-1112.5,-4566.5
6235,09:30:31.394,2684.5,-2216.5,-66.5,-1172.5,-4597.0
6237,09:30:31.396,2668.5,-2071.5,-65.5,-1188.0,-4504.5
6239,09:30:31.398,2660.5,-2034.0,-64.5,-1223.0,-4433.5
6241,09:30:31.400,2661.0,-1937.0,-65.0,-1128.0,-4375.5
6243,09:30:31.402,2666.5,-1738.5,-66.5,-991.5,-4206.0
6245,09:30:31.404,2674.0,-1510.0,-68.0,-906.0,-3903.5
6247,09:30:31.406,2678.5,-1532.0,-69.0,-834.0,-3771.5
6249,09:30:31.408,2675.0,-1591.0,-70.0,-692.5,-3644.5
6251,09:30:31.410,2668.5,-1645.5,-70.5,-671.5,-3645.0
6253,09:30:31.412,2660.0,-1669.5,-70.5,-654.5,-3694.0
6255,09:30:31.414,2646.5,-1860.0,-71.0,-663.0,-3774.5
6257,09:30:31.416,2633.0,-2061.5,-70.5,-526.0,-3775.5
6259,09:30:31.418,2622.5,-2011.5,-69.5,-321.5,-3754.5
6261,09:30:31.420,2613.5,-1802.0,-67.5,-107.5,-3588.5
6263,09:30:31.422,2607.0,-1704.0,-66.0,93.5,-3527.0
6265,09:30:31.424,2599.0,-1649.5,-65.0,191.5,-3521.5
6267,09:30:31.426,2599.5,-1505.5,-65.0,225.5,-3340.5
6269,09:30:31.428,2602.0,-1337.0,-65.5,286.0,-3049.0
6271,09:30:31.430,2602.0,-1269.5,-66.5,311.0,-2814.5
6273,09:30:31.432,2604.5,-1201.0,-66.5,199.0,-2577.0
6275,09:30:31.434,2600.0,-1137.0,-66.5,45.5,-2409.5
6277,09:30:31.436,2591.0,-1097.5,-66.0,-66.5,-2336.0
6279,09:30:31.438,2578.5,-963.0,-65.5,-145.5,-2340.0
6281,09:30:31.440,2563.0,-1160.0,-65.5,-46.0,-2517.0
6283,09:30:31.442,2547.0,-1473.5,-65.5,265.5,-2798.0
6285,09:30:31.444,2535.0,-1505.5,-65.5,580.0,-2905.0
6287,09:30:31.446,2529.0,-1177.0,-65.0,782.0,-2660.0
6289,09:30:31.448,2530.0,-901.0,-64.5,851.5,-2448.5
6291,09:30:31.450,2536.0,-886.5,-65.0,859.0,-2396.5
6293,09:30:31.452,2545.0,-787.5,-64.5,792.0,-2299.0
6295,09:30:31.454,2548.5,-782.5,-63.5,701.5,-2168.0
6297,09:30:31.456,2545.0,-709.5,-63.0,660.0,-2045.0
6299,09:30:31.458,2530.0,-806.5,-63.5,593.0,-1997.0
6301,09:30:31.460,2510.5,-870.0,-64.0,470.0,-1941.0
6303,09:30:31.462,2491.5,-749.5,-65.0,352.0,-1886.0
6305,09:30:31.464,2473.5,-690.5,-66.5,314.0,-1897.5
6307,09:30:31.466,2466.0,-663.0,-68.0,408.5,-1977.0
6309,09:30:31.468,2466.5,-727.0,-69.5,464.0,-2101.0
6311,09:30:31.470,2475.0,-807.5,-71.5,391.0,-2214.0
6313,09:30:31.472,2486.5,-676.5,-73.5,367.5,-2028.0
6315,09:30:31.474,2492.0,-636.0,-75.0,312.0,-1885.0
6317,09:30:31.476,2490.5,-494.0,-76.0,242.5,-1858.5
6319,09:30:31.478,2479.0,-389.5,-75.5,133.5,-1855.5
6321,09:30:31.480,2457.0,-432.5,-74.0,-3.0,-1823.5
6323,09:30:31.482,2436.0,-497.5,-73.0,-15.5,-1773.0
6325,09:30:31.484,2416.5,-651.5,-71.5,23.5,-1790.0
6327,09:30:31.486,2406.5,-684.0,-69.5,-70.5,-1834.5
6329,09:30:31.488,2406.5,-656.5,-67.0,-275.5,-1996.0
6331,09:30:31.490,2416.5,-709.5,-66.5,-308.5,-2083.0
6333,09:30:31.492,2427.5,-565.0,-66.5,-362.5,-2064.0
6335,09:30:31.494,2435.0,-499.5,-65.5,-418.0,-2085.0
6337,09:30:31.496,2437.5,-460.5,-64.0,-399.0,-2140.0
6339,09:30:31.498,2422.5,-459.5,-63.0,-375.0,-2203.0
6341,09:30:31.500,2405.0,-639.5,-62.5,-416.5,-2331.0
6343,09:30:31.502,2381.0,-636.0,-62.5,-415.5,-2341.0
6345,09:30:31.504,2361.0,-483.0,-62.5,-447.0,-2300.0
6347,09:30:31.506,2351.5,-497.5,-62.0,-391.5,-2330.5
6349,09:30:31.508,2352.0,-686.0,-61.0,-281.0,-2437.0
6351,09:30:31.510,2359.0,-875.5,-61.0,-178.0,-2637.0
6353,09:30:31.512,2369.5,-819.5,-61.0,-63.5,-2652.0
6355,09:30:31.514,2377.0,-802.5,-62.0,-7.0,-2626.5
6357,09:30:31.516,2377.5,-791.5,-64.0,56.5,-2555.5
6359,09:30:31.518,2366.5,-806.0,-66.5,104.5,-2529.5
6361,09:30:31.520,2348.0,-766.0,-69.0,211.0,-2574.0
6363,09:30:31.522,2198.0,-639.0,-72.0,261.0,-2618.5
6365,09:30:31.524,1808.0,-682.5,-75.0,233.5,-2730.5
6367,09:30:31.526,1538.0,-790.0,-77.5,169.0,-2874.0
6369,09:30:31.528,1372.0,-855.5,-78.0,103.5,-2980.5
6371,09:30:31.530,1148.5,-961.5,-77.0,50.0,-3075.0
6373,09:30:31.532,997.0,-970.0,-75.5,39.5,-3129.0
6375,09:30:31.534,848.5,-828.0,-74.0,38.5,-3059.5
6377,09:30:31.536,748.5,-591.0,-73.0,122.5,-2796.0
6379,09:30:31.538,675.0,-547.5,-73.5,193.0,-2684.0
6381,09:30:31.540,513.5,-624.5,-75.0,256.5,-2650.0
6383,09:30:31.542,354.0,-662.5,-78.0,359.0,-2639.0
6385,09:30:31.544,250.5,-701.0,-81.5,376.5,-2676.0
6387,09:30:31.546,24.0,-807.0,-85.5,295.5,-2738.5
6389,09:30:31.548,-295.5,-808.5,-88.5,203.5,-2786.0
6391,09:30:31.550,-353.5,-680.5,-90.5,135.0,-2696.0
6393,09:30:31.552,-363.5,-420.5,-91.5,144.0,-2523.5
6395,09:30:31.554,-484.0,-325.5,-92.5,163.5,-2416.0
6397,09:30:31.556,-544.5,-373.0,-94.5,227.0,-2435.5
6399,09:30:31.558,-613.5,-530.5,-96.5,391.5,-2566.5
6401,09:30:31.560,-696.0,-748.0,-98.5,626.0,-2747.0
6403,09:30:31.562,-579.0,-906.5,-101.0,801.5,-2857.0
6405,09:30:31.564,-325.0,-882.0,-103.0,835.0,-2838.5
6407,09:30:31.566,-5.0,-666.0,-104.5,909.0,-2621.0
6409,09:30:31.568,224.0,-453.0,-105.0,1042.5,-2396.0
6411,09:30:31.570,389.0,-186.0,-107.0,1187.0,-2224.5
6413,09:30:31.572,479.5,-71.0,-109.0,1294.0,-2163.5
6415,09:30:31.574,579.5,7.5,-112.0,1352.0,-2096.5
6417,09:30:31.576,654.5,107.0,-115.5,1343.5,-1965.5
6419,09:30:31.578,674.0,103.5,-117.0,1367.5,-1837.0
6421,09:30:31.580,728.5,56.5,-116.5,1494.0,-1731.5
6423,09:30:31.582,799.0,176.5,-115.5,1580.5,-1662.5
6425,09:30:31.584,655.0,132.0,-115.0,1545.0,-1738.5
6427,09:30:31.586,579.5,-135.5,-114.5,1438.0,-1950.5
6429,09:30:31.588,748.5,-355.0,-113.5,1258.5,-2092.5
6431,09:30:31.590,662.0,-438.5,-112.5,1117.0,-2145.0
6433,09:30:31.592,689.5,-680.0,-112.0,1079.0,-2221.5
6435,09:30:31.594,752.0,-968.0,-110.5,1056.5,-2428.5
6437,09:30:31.596,697.0,-1216.5,-108.0,965.5,-2720.0
6439,09:30:31.598,737.5,-1098.5,-106.0,832.5,-2723.0
6441,09:30:31.600,684.5,-953.5,-103.5,780.5,-2605.5
6443,09:30:31.602,695.0,-944.5,-102.0,797.0,-2503.0
6445,09:30:31.604,769.5,-1004.5,-101.0,837.0,-2505.5
6447,09:30:31.606,896.5,-1182.5,-101.5,824.5,-2531.5
6449,09:30:31.608,918.0,-1318.5,-101.5,859.0,-2532.0
6451,09:30:31.610,902.0,-1710.0,-101.0,932.0,-2663.5
6453,09:30:31.612,1001.0,-1667.0,-100.5,1144.5,-2584.0
6455,09:30:31.614,1011.5,-1372.5,-101.0,1367.0,-2459.5
6457,09:30:31.616,1024.5,-1121.0,-101.0,1551.5,-2385.0
6459,09:30:31.618,967.5,-964.5,-101.0,1607.0,-2301.5
6461,09:30:31.620,1022.5,-863.0,-100.5,1608.0,-2194.5
6463,09:30:31.622,858.0,-781.0,-99.5,1668.5,-2169.0
6465,09:30:31.624,811.0,-695.0,-98.0,1722.5,-2123.0
6467,09:30:31.626,678.0,-649.0,-97.5,1759.0,-2053.5
6469,09:30:31.628,672.0,-691.0,-97.5,1757.5,-1966.5
6471,09:30:31.630,730.5,-681.0,-97.5,1796.0,-1837.5
6473,09:30:31.632,864.5,-485.5,-98.5,1897.0,-1718.0
6475,09:30:31.634,731.0,-407.0,-99.0,1934.5,-1661.5
6477,09:30:31.636,566.5,-432.0,-99.5,1863.0,-1648.5
6479,09:30:31.638,482.5,-324.0,-100.5,1714.0,-1634.5
