,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
8699,09:30:33.858,-24.1225,-23.8718,-5.3347,13.4611,-3.8897,-5.5215,-7.2551,-12.687,32.8172,-43.3369,-6.623,-11.1441,1.0008,1.3455,-7.7849,-6.1453,-1.1679,-5.7215,-43.0205,-10.1136,0.0046,-7.7885,-7.6175,-11.7743,5.4796
8701,09:30:33.860,-24.081,-22.8567,-5.464,16.1525,-4.2991,-3.3202,-6.9747,-6.7486,35.8552,-33.5889,-7.5459,-10.4875,0.4477,13.3094,-7.2375,-8.6288,-0.7147,-5.5054,-43.7786,-8.3673,5.3302,-9.4124,-5.1817,-13.2273,11.8962
8703,09:30:33.862,-19.7028,-17.9917,-1.5874,22.6345,-0.5222,2.2777,-3.0538,0.6293,41.719,-22.5533,-3.348,-5.9242,2.4164,21.3852,-2.5684,-7.5944,2.6884,-1.1295,-40.1006,-3.1064,13.8631,-5.7233,0.9346,-9.8569,18.9463
8705,09:30:33.864,-13.4106,-11.9274,4.0677,30.0211,4.9201,8.636,1.9702,6.5216,48.0149,-15.4691,3.214,-0.1417,5.3834,21.2802,3.5417,-5.5422,6.4336,4.7834,-34.7232,3.1041,22.9728,1.0066,8.6201,-3.7782,24.3032
8707,09:30:33.866,-8.815,-8.2256,8.0385,34.7114,8.4469,12.4383,4.937,8.3168,51.7031,-13.5684,8.2066,3.3372,7.0134,13.2193,7.5017,-5.7586,7.5291,8.611,-31.2746,6.9275,29.4243,6.6861,14.3721,1.3942,25.634
8709,09:30:33.868,-8.0505,-8.5891,8.4823,35.2444,8.457,12.1904,4.6692,5.7106,51.4589,-14.4216,9.6296,3.0011,5.6085,1.6143,7.6709,-9.5288,5.0622,8.6729,-31.3477,7.0461,31.9675,8.8721,15.7141,3.5968,22.4109
8711,09:30:33.870,-10.6954,-12.037,6.1415,32.9024,6.0996,8.8756,2.3919,0.5893,48.4615,-15.0841,8.2393,-0.0275,0.9248,-8.3756,5.0983,-15.5155,0.5264,6.0085,-33.816,4.7867,31.976,8.1002,12.6477,3.4211,16.1734
8713,09:30:33.872,-14.8715,-16.4096,2.8935,29.8741,3.4264,4.5184,-0.0381,-4.7923,45.2744,-14.455,5.7986,-3.7852,-5.8215,-14.2609,1.8241,-21.5599,-3.9725,2.6544,-36.6247,2.3264,31.7853,6.2534,7.1105,2.5672,9.2315
8715,09:30:33.874,-18.9484,-20.2133,-0.0835,27.3001,1.3637,0.497,-1.8524,-9.2961,44.0283,-13.0604,3.187,-7.3194,-12.5037,-16.8818,-1.0334,-26.63,-7.4705,-0.2973,-38.7102,0.733,32.7516,4.3555,1.3696,1.8473,3.2975
8717,09:30:33.876,-22.163,-22.9807,-2.6042,25.1372,-0.3604,-2.7921,-3.3142,-12.8054,45.2719,-11.5858,0.391,-10.6776,-17.0115,-18.3923,-3.4496,-30.9473,-10.1821,-2.861,-40.0987,-0.1984,34.9281,2.2435,-3.0933,0.9939,-0.8413
8719,09:30:33.878,-24.1565,-24.4647,-4.5675,23.3108,-1.8899,-5.224,-4.5184,-15.2943,47.9809,-10.2547,-2.2833,-13.6849,-18.3344,-19.8698,-5.3935,-34.7651,-12.3837,-5.0341,-40.7575,-0.7597,38.0752,-0.1481,-5.6993,-0.0281,-2.9324
8721,09:30:33.880,-24.6404,-24.2955,-5.5816,22.2401,-2.6508,-6.5882,-4.9177,-16.5159,50.3862,-9.3545,-3.887,-15.5302,-17.2146,-20.5882,-6.3503,-37.7177,-13.8813,-6.3162,-40.1438,-0.6853,42.2984,-2.0668,-6.5493,-0.3599,-3.0787
8723,09:30:33.882,-23.7688,-22.6899,-5.7312,22.0686,-2.2951,-7.0709,-4.2069,-16.5737,51.0211,-9.6299,-3.9946,-15.7843,-15.6824,-19.1269,-6.1505,-39.5066,-14.6553,-6.5423,-38.0651,0.1754,47.5247,-2.843,-6.4076,0.7077,-1.9492
8725,09:30:33.884,-22.4279,-20.9955,-6.1658,21.9438,-1.673,-7.589,-3.2272,-16.2818,49.497,-11.7465,-3.6484,-15.3082,-15.5148,-15.0242,-5.734,-40.6774,-15.5009,-6.6308,-35.4161,1.09,52.8706,-3.0338,-6.5298,2.4076,-0.6979
8727,09:30:33.886,-21.5494,-20.7829,-8.1601,20.7521,-2.156,-9.0181,-3.4008,-16.4651,46.7078,-15.458,-4.4064,-15.482,-16.7152,-9.563,-6.3837,-42.0711,-17.4254,-7.7899,-33.3731,1.0032,57.2083,-3.971,-7.797,2.8965,-0.1668
8729,09:30:33.888,-20.92,-22.0735,-11.3342,18.7213,-3.8235,-10.9067,-5.0712,-16.817,44.4143,-19.4536,-6.2838,-16.382,-17.3396,-5.0772,-8.0011,-43.3999,-20.266,-9.8106,-31.7282,0.018,60.5707,-5.9714,-9.6064,1.275,0.0267
8731,09:30:33.890,-18.9698,-22.7337,-13.2001,17.8683,-4.756,-11.288,-6.6663,-15.7256,44.4296,-21.9582,-7.1136,-16.1394,-14.9312,-3.2238,-8.5512,-42.8206,-22.2457,-10.5838,-28.4765,-0.0832,64.635,-7.4031,-9.7977,-1.0731,1.479
8733,09:30:33.892,-14.1855,-20.1046,-11.0431,20.3484,-2.6298,-8.2359,-5.8941,-11.566,47.7722,-21.4943,-4.4866,-12.5856,-8.4205,-3.5514,-5.7365,-38.4226,-21.334,-7.8384,-21.568,2.7129,71.3047,-6.0155,-6.2053,-1.5864,5.7937
8735,09:30:33.894,-6.9162,-13.5132,-4.524,26.1999,2.8586,-1.8378,-1.9489,-4.3575,54.1073,-17.5252,1.5806,-5.6433,1.0137,-3.7582,0.5991,-30.2689,-17.2437,-1.5268,-11.1972,8.5083,80.5969,-1.3058,1.3087,0.899,13.0871
8737,09:30:33.896,0.3565,-5.1844,3.6387,32.8686,9.3229,5.4332,3.4967,3.8158,61.7145,-11.0328,8.1635,2.1065,10.6558,-1.7537,7.8726,-20.7818,-12.0381,5.6673,-0.166,14.928,90.05,4.6422,10.3037,4.8326,21.4925
8739,09:30:33.898,4.7797,1.4098,9.6978,37.1342,13.5636,10.4733,7.5644,10.1024,68.1525,-4.6604,11.7982,7.4049,17.8099,2.2346,12.7213,-12.922,-8.6484,10.3534,8.2212,18.8696,96.4406,8.8116,17.4157,7.3183,28.1682
8741,09:30:33.900,5.3333,4.1909,11.6812,37.5845,14.1192,11.8433,8.4987,12.7985,71.5192,-1.6929,11.3272,8.8934,21.0814,5.7065,13.6272,-7.9275,-8.6594,11.0419,12.7046,18.9275,98.2487,9.7014,20.7866,6.7394,31.0828
8743,09:30:33.902,3.4111,3.6759,10.388,35.313,12.0444,10.5138,6.8755,12.2677,71.6362,-4.0395,8.4365,7.7941,20.7931,6.262,11.7154,-4.7762,-11.361,8.8842,14.6483,16.2085,96.577,8.1437,21.0507,3.988,30.1963
8745,09:30:33.904,1.3345,1.8918,7.9713,32.4211,9.4455,8.5404,4.7323,10.1998,70.1711,-10.8409,5.6396,6.2625,18.5971,3.8591,9.2121,-1.6877,-14.7445,6.1157,16.3275,12.9464,93.8201,5.9555,20.1046,1.2761,27.1132
8747,09:30:33.906,0.3384,0.3698,5.8395,30.04,7.5144,7.1162,3.6655,8.0197,69.3324,-19.2454,4.0173,5.308,16.5688,0.4734,7.3502,2.0342,-17.3053,3.9971,18.8243,10.4556,91.5577,4.1258,19.0789,0.0176,23.5545
8749,09:30:33.908,-0.0901,-0.8147,3.9062,27.7707,5.9633,5.8598,3.7281,5.9476,70.1007,-26.7571,2.8829,4.3472,16.1096,-2.3171,5.7552,5.6089,-18.9641,2.2136,21.5253,8.3749,89.683,2.4013,17.5806,-0.0574,20.0759
8751,09:30:33.910,-1.1369,-2.3447,1.5053,24.7606,4.0239,3.8095,3.9396,3.5242,71.6252,-32.7233,1.222,2.5273,17.1641,-4.7041,3.5643,7.9631,-20.477,-0.0666,23.3689,5.6519,87.3386,0.3261,14.7892,-0.0,16.2809
8753,09:30:33.912,-3.1569,-4.3959,-1.3821,21.0235,1.6239,0.8961,3.5957,0.9356,72.386,-37.512,-0.9919,0.1427,18.3308,-7.137,0.791,9.0569,-22.1827,-2.8985,24.2833,2.0087,84.4162,-1.773,10.9991,-0.2939,12.268
8755,09:30:33.914,-5.2945,-6.2435,-3.9402,17.6042,-0.5118,-1.6869,2.9417,-0.4177,71.8526,-40.8237,-2.9577,-1.4278,17.9423,-8.0238,-1.5324,9.9891,-23.4595,-5.3901,25.3206,-1.6359,81.976,-3.0415,7.7995,-0.5638,9.5824
8757,09:30:33.916,-6.492,-7.0659,-5.3685,15.5433,-1.7335,-2.5825,2.6236,1.009,70.7603,-41.739,-4.1833,-1.1421,15.3184,-4.3004,-2.4306,11.8952,-23.4282,-6.6483,27.4924,-4.0943,81.1911,-3.1822,6.6273,-0.4069,10.2379
8759,09:30:33.918,-6.7254,-6.96,-5.6818,14.8092,-2.2194,-1.6789,2.6803,5.0931,69.7126,-40.7483,-5.1311,0.4896,11.1082,4.8445,-2.024,14.8495,-22.1171,-6.7092,30.61,-5.1236,81.974,-2.996,7.2456,-0.1358,14.4883
8761,09:30:33.920,-7.128,-6.9862,-5.5714,14.3281,-2.7721,-0.3284,2.3122,9.4754,67.8868,-40.9641,-6.6637,1.7265,6.4396,15.3385,-1.4177,17.9024,-20.7621,-6.4631,33.3514,-5.6435,82.7792,-3.6572,7.8519,-0.4655,19.7783
8763,09:30:33.922,-8.8422,-8.1029,-5.5205,13.1064,-3.8839,-0.0659,0.7875,11.2248,63.6483,-46.1236,-8.9662,1.2268,1.7699,20.6602,-1.5599,20.1998,-20.7498,-6.6725,34.5079,-6.7249,81.8939,-5.4373,6.8318,-1.4968,22.451
8765,09:30:33.924,-11.7757,-10.0684,-5.1667,11.3258,-5.0537,-1.0849,-1.4765,9.3866,56.6104,-56.8473,-11.1332,-0.5991,-3.4026,17.6951,-2.2415,22.0371,-22.1675,-7.1023,34.1744,-8.393,78.9952,-7.2388,4.3971,-2.2282,20.8582
8767,09:30:33.926,-14.5863,-11.5431,-3.6573,10.2584,-5.1194,-2.0631,-2.9533,5.8613,48.7375,-69.2892,-11.8812,-1.9061,-9.7589,9.8394,-2.2834,24.7182,-23.5099,-6.6961,33.65,-9.5213,75.3991,-7.5265,2.3739,-1.3146,16.7215
8769,09:30:33.928,-15.9835,-11.4508,-0.725,10.9817,-3.3872,-1.5904,-2.3461,3.576,42.9657,-78.124,-10.7471,-1.2,-17.1861,3.5939,-0.7915,29.2657,-23.0254,-4.714,34.0601,-9.016,72.7017,-5.8321,2.2939,1.5583,13.2452
8771,09:30:33.930,-16.015,-10.2607,2.61,13.1452,-0.4882,0.2742,0.0818,3.7563,40.661,-80.9988,-8.6598,1.1168,-24.5271,2.0412,1.7607,35.2559,-20.4194,-1.7188,35.0607,-7.0983,71.1801,-3.3686,3.7612,5.0929,12.0046
8773,09:30:33.932,-15.9297,-9.7285,4.5872,15.1425,1.9906,2.0256,2.6637,5.1337,40.696,-79.8533,-7.2839,3.0394,-30.0902,2.2177,3.7994,41.0593,-17.1029,0.6966,35.0426,-5.262,69.6373,-2.0579,4.8596,7.3249,11.9828
8775,09:30:33.934,-16.677,-11.1374,4.1975,15.6815,2.9171,2.375,3.9453,5.8172,41.1298,-78.0752,-7.5998,2.9187,-32.3181,-0.9452,4.1475,45.3829,-14.6458,1.3607,32.7969,-4.8057,66.8682,-2.7869,4.251,7.3048,11.596
8777,09:30:33.936,-17.6376,-13.7608,2.2574,15.2045,2.7483,1.7739,4.0982,5.5956,41.4714,-77.0638,-8.9422,1.1755,-30.2491,-8.769,3.2995,48.5752,-13.0808,0.7727,29.0064,-5.4173,63.1443,-4.5254,2.7689,5.8813,11.0443
8779,09:30:33.938,-17.0487,-15.2411,0.9218,15.5948,3.1807,2.0818,4.606,6.0534,42.9,-75.9267,-9.4465,0.0044,-23.8824,-17.4953,3.1132,52.2762,-10.9374,0.799,25.9513,-5.3707,60.0515,-5.1957,2.7774,4.7753,12.0751
8781,09:30:33.940,-13.7755,-13.6462,1.9618,18.3465,5.5584,4.6865,6.5888,8.5445,46.3443,-73.8129,-7.6224,1.3336,-14.4401,-22.2964,5.1319,57.7232,-6.9471,2.9897,25.6233,-3.2135,58.8519,-3.494,5.9082,4.8944,15.5816
8783,09:30:33.942,-8.541,-9.1289,5.4153,23.0776,9.6345,9.1308,9.6739,12.598,50.8992,-71.2775,-3.6371,5.1189,-4.0602,-21.4833,9.2207,64.5145,-1.451,7.1876,28.1558,0.826,59.2252,0.1015,11.5185,5.672,20.2329
8785,09:30:33.944,-3.2712,-3.5127,9.8684,27.9477,13.9515,13.71,12.6435,16.6482,54.5266,-68.9398,0.9049,9.6492,5.3279,-16.4462,13.8806,71.1362,4.0631,11.8359,32.1253,5.1835,59.7839,4.0616,17.3964,6.0986,24.0006
8787,09:30:33.946,0.6585,1.5689,13.8933,31.425,17.3157,17.2046,14.9242,19.9599,56.0636,-65.8046,4.3958,13.3015,13.1567,-8.7056,17.7465,76.5181,8.5726,15.5231,36.1676,8.5308,59.6174,7.3499,21.7778,6.1573,26.6262
8789,09:30:33.948,3.2231,5.7503,16.9587,33.3256,19.5893,19.6149,16.9326,23.0804,55.9352,-60.3192,6.2958,15.6529,20.0821,1.2747,20.4646,80.6823,12.1649,17.9251,39.9027,10.6618,58.8804,9.996,24.3937,6.8208,29.6619
8791,09:30:33.950,4.7179,9.0608,18.8758,33.9913,20.8879,21.0846,18.7543,26.121,54.7076,-53.3985,6.7339,16.8042,26.3319,12.0915,21.9883,83.7128,14.9052,19.1155,43.1462,11.7179,57.6842,12.0951,25.5629,8.4445,33.7316
8793,09:30:33.952,4.3408,10.4573,18.7464,32.8401,20.3462,20.5837,18.9163,27.2081,51.5015,-49.3361,5.3464,16.0874,30.1926,19.8211,21.4027,84.4979,15.5599,18.3305,44.6743,10.9544,54.8388,12.6019,24.7505,9.4835,36.4268
8795,09:30:33.954,0.4652,8.0214,15.1262,28.4303,16.3531,16.3888,15.2134,23.592,44.6141,-52.4646,1.1029,12.1714,28.6506,20.3146,17.1436,81.2067,12.251,14.1089,42.5531,6.9729,48.4288,9.7216,20.6629,7.4204,33.9104
8797,09:30:33.956,-7.3065,1.0801,7.6674,20.3614,8.4641,8.217,7.1661,14.6988,33.9358,-62.6468,-6.2774,4.8262,20.14,13.5418,8.8364,73.4203,4.7782,6.0917,36.1622,-0.4403,38.0332,2.903,13.022,1.3636,24.9268
8799,09:30:33.958,-16.5934,-8.0947,-1.5221,10.8635,-1.0662,-1.4041,-2.5489,3.702,22.2869,-74.6844,-14.8578,-3.6903,6.8427,4.6856,-1.2386,63.572,-4.0168,-3.4979,27.7039,-8.9497,26.1362,-5.6504,3.9366,-6.3814,12.7816
8801,09:30:33.960,-23.302,-15.308,-8.6674,3.8835,-8.2062,-8.452,-9.6156,-4.5327,13.7871,-82.6582,-21.0111,-9.6166,-6.0245,-0.0903,-9.0639,55.7154,-9.8084,-10.7401,21.1412,-14.7171,16.7928,-11.9168,-3.0293,-11.7141,2.8947
8803,09:30:33.962,-24.6553,-17.578,-10.9343,2.1479,-10.0625,-10.425,-11.3479,-7.2907,10.7325,-84.6929,-21.9701,-10.4852,-13.6441,0.9468,-11.7361,52.4745,-10.0632,-12.8423,19.2243,-15.2193,12.5559,-12.9607,-5.4734,-11.9922,-1.5321
8805,09:30:33.964,-21.2526,-15.2975,-8.4583,5.0666,-7.0343,-8.0871,-8.5258,-5.7492,12.2039,-83.2366,-18.0399,-7.0125,-14.6678,4.2202,-9.5661,53.1427,-5.7939,-10.2135,21.486,-11.108,12.6936,-9.1494,-3.8584,-7.9856,-1.2186
8807,09:30:33.966,-16.1024,-11.2512,-3.8472,9.5995,-2.0934,-4.254,-4.0873,-3.0359,15.6889,-81.1064,-12.1813,-2.1627,-11.1889,5.1433,-5.3741,54.7886,-0.0997,-5.7319,25.1698,-5.2741,14.4181,-3.5746,-0.5894,-2.7214,1.3951
8809,09:30:33.968,-11.7066,-7.6716,0.2384,13.106,1.9762,-1.0472,-0.2484,-0.9896,19.6993,-78.1119,-7.3277,1.6035,-6.0591,2.6555,-1.7946,55.0931,4.8042,-2.0374,27.9822,-0.1909,15.664,0.6846,2.4711,1.3679,5.1347
8811,09:30:33.970,-8.1823,-4.4965,2.9981,15.2424,4.5832,1.5254,2.9652,0.9485,24.5429,-71.8204,-4.1295,4.1006,-0.5104,-0.5697,0.6571,53.9978,8.9908,0.3898,29.8018,3.7424,16.5078,2.8128,5.4245,4.0624,10.4082
8813,09:30:33.972,-4.0714,-0.4035,5.2757,17.2675,6.8774,4.5503,6.6688,4.0714,30.8051,-60.9231,-1.235,6.6913,5.7266,-1.4782,3.0851,52.8245,13.6245,2.7136,31.8913,7.503,18.1112,4.139,9.4053,6.5218,17.1524
8815,09:30:33.974,1.4232,4.9544,7.9357,19.9931,9.8539,8.3324,11.228,8.4096,37.6929,-47.0013,2.549,10.2485,12.5649,0.7553,6.2922,52.2999,18.9964,5.8216,34.9299,11.6476,20.8238,6.2609,14.6067,9.5026,23.6146
8817,09:30:33.976,7.2683,10.1678,10.761,22.7714,13.2312,11.8343,15.7192,12.6809,43.2285,-33.0401,6.6945,14.0876,18.4434,5.1589,9.6932,51.7425,24.0507,9.2324,38.1376,15.5241,23.6441,9.4866,19.5279,12.7196,27.723
8819,09:30:33.978,11.4606,13.405,12.8066,24.3231,15.9763,13.7429,18.9695,15.757,45.9052,-21.0373,9.4732,16.7028,21.2102,10.6049,11.9839,49.945,27.5355,11.7129,40.1404,18.0394,25.3063,12.8367,22.1598,15.5888,29.1996
8821,09:30:33.980,12.6784,14.0914,13.4447,24.0894,17.4077,13.6598,20.618,17.5614,45.8552,-11.4934,9.6726,17.1559,19.8879,16.0791,12.4643,46.3817,29.1137,12.5204,40.2607,18.7345,25.4334,15.0672,21.7354,17.9098,29.6008
8823,09:30:33.982,11.0588,13.1104,12.9,22.5847,17.5662,12.1752,21.0515,18.5256,44.472,-4.5139,7.5989,15.6585,15.4386,19.926,11.528,41.4538,29.2884,11.8821,38.8531,17.9729,24.5477,15.5011,19.2991,19.5649,30.2646
8825,09:30:33.984,7.7981,11.6988,12.007,20.7473,16.8469,10.1749,20.739,18.7977,43.2712,-0.2091,4.6248,13.1643,10.0388,20.3366,10.1331,35.9767,28.7265,10.5907,36.7617,16.442,23.3809,14.2103,16.7842,20.0125,30.8857
8827,09:30:33.986,4.4355,10.57,11.7368,19.3479,15.7475,8.4383,20.0579,18.4725,43.242,2.3015,2.1455,10.7727,5.8983,17.3863,9.1597,30.8479,28.0615,9.5365,34.8543,14.87,22.5696,11.9064,15.6813,18.7204,30.5061
8829,09:30:33.988,2.425,10.0371,12.8606,18.9678,14.9965,7.7354,19.6384,18.3256,44.8312,5.3244,1.0085,9.4331,4.5809,14.0005,9.2319,27.0783,28.1293,9.5644,33.9826,14.111,22.8408,9.7805,16.3809,16.2147,29.429
8831,09:30:33.990,2.7848,10.4152,15.6202,20.0363,15.4492,8.7345,20.3066,19.5913,47.88,10.8628,1.5294,9.7223,6.7261,13.8354,10.6997,25.5426,29.7422,11.2667,34.8625,14.9474,24.8819,9.0719,18.338,14.2398,29.323
8833,09:30:33.992,5.6219,11.86,19.4248,22.5083,17.4398,11.45,22.3346,22.6736,51.3864,18.2488,3.6035,11.5382,11.7499,17.871,13.4288,26.2869,32.8777,14.5152,37.6161,17.4187,28.6584,10.3421,20.6148,14.4507,31.242
8835,09:30:33.994,10.0004,13.9774,23.0593,25.6709,20.3277,14.9861,24.9765,26.4262,53.8214,24.2305,6.794,14.139,17.8284,23.5526,16.7328,28.2609,36.3906,18.3407,41.5844,20.5272,33.1041,13.0961,22.4714,16.9968,34.1624
8837,09:30:33.996,14.6415,16.0938,25.6254,28.7056,23.0641,18.26,27.1832,29.2154,54.2822,26.0576,10.6488,16.8364,22.8019,27.5768,19.9131,30.1827,39.0199,21.7053,45.968,23.0505,36.9627,16.3458,23.8403,20.6663,36.0862
8839,09:30:33.998,18.9259,18.0651,27.4069,31.5527,25.3074,21.062,28.8063,30.6805,53.423,24.3523,15.0892,19.7086,25.6473,29.1081,22.9788,31.7761,40.7216,24.5253,50.6893,24.7535,40.0221,19.6474,25.3596,24.3475,36.4223
8841,09:30:34,23.0012,20.4092,29.4948,34.8449,27.6257,24.0548,30.656,31.9634,52.8235,22.4179,20.2169,23.2926,27.051,29.752,26.5079,33.8038,42.5598,27.5946,56.2375,26.4416,43.1291,23.3471,27.6655,27.8509,36.5859
8843,09:30:34.002,26.6947,23.1909,32.2155,38.6279,30.2613,27.4437,33.0281,33.9178,53.082,22.6293,25.4072,27.3037,28.2002,30.6278,30.452,36.5842,44.9622,31.1582,62.3629,28.5056,46.6691,27.5373,30.3328,30.9926,37.9339
8845,09:30:34.004,28.5676,24.913,34.0392,41.3227,31.8886,29.8637,34.4277,35.4297,52.6578,23.9481,28.7481,29.8883,28.9654,30.361,33.2225,38.7048,46.3532,33.7261,67.1644,29.6315,49.2546,30.9147,31.5661,32.3067,39.5721
8847,09:30:34.006,26.6439,23.186,32.5404,40.5585,30.2223,29.122,32.3996,34.0969,49.0358,23.2891,28.0157,28.7229,27.6985,26.4799,32.5191,37.7862,44.1256,32.8772,68.0785,27.5455,48.4839,31.2163,29.3594,29.5775,38.8563
8849,09:30:34.008,20.4778,17.05,26.8233,35.4699,24.3077,24.3542,26.0274,28.7701,41.2968,19.0305,22.7467,23.2324,23.249,18.4075,27.5023,32.8571,37.2842,27.652,64.163,21.4035,43.3104,27.2595,23.3541,22.2079,34.1426
8851,09:30:34.010,12.3434,8.5579,18.9184,28.0509,16.0788,17.2759,17.4364,21.104,31.4544,12.7116,15.2876,15.5894,17.0606,8.4207,20.0737,25.7752,27.9126,20.0271,57.2818,13.2447,35.469,20.5315,15.5926,12.8009,26.5896
8853,09:30:34.012,5.8715,1.5495,12.4195,21.8087,9.1722,10.9529,10.3784,14.2571,23.0622,7.3717,9.2688,9.1335,12.6694,-0.3595,13.608,19.8868,19.6496,13.594,50.6781,6.6251,28.2052,14.3414,9.1833,5.6883,18.9857
8855,09:30:34.014,3.1513,-1.5257,9.4956,18.8281,5.8973,7.229,7.1063,10.1185,18.4521,4.8511,6.6116,5.597,12.6056,-6.3546,10.1518,17.1276,14.6126,10.5295,46.2284,3.5917,23.5212,11.0355,5.9586,3.4342,13.1558
8857,09:30:34.016,3.1621,-1.5679,9.2676,18.2378,5.4299,5.512,6.7182,8.0852,17.3403,5.0671,6.031,3.9639,15.7818,-9.722,8.9114,16.5979,11.9561,9.939,43.2093,3.122,20.8562,10.0205,5.3423,4.8211,9.0417
8859,09:30:34.018,3.1748,-1.5007,9.1762,17.6586,5.1132,4.1325,6.626,6.5489,17.946,7.4072,4.6935,2.1287,18.2967,-10.8758,7.5956,16.0753,9.4423,9.2809,39.7958,2.6509,18.5147,8.6982,5.4898,6.4398,6.2501
8861,09:30:34.020,1.6749,-3.0437,7.8259,16.0151,3.4386,2.631,5.4677,5.1659,19.1065,11.8831,1.39,-0.4795,17.0834,-9.7174,5.1494,14.7171,6.1402,7.2899,35.5346,0.982,16.0873,5.3998,5.4641,6.2007,5.7322
8863,09:30:34.022,-0.1769,-4.9409,6.3306,14.6996,1.5602,2.394,4.3797,5.3038,21.1093,18.5614,-2.0599,-2.1186,12.7639,-6.3744,2.9737,14.0087,3.3512,5.2964,32.074,-0.5166,15.1327,1.2941,6.2151,5.1435,9.2045
8865,09:30:34.024,0.1323,-4.34,6.9531,16.0113,1.9345,5.0607,5.5423,8.3828,24.7144,26.4499,-2.5648,-0.5076,8.8651,-1.7865,3.4708,16.1116,3.0614,5.7303,31.5029,0.5014,17.5178,-0.6431,9.4627,5.9503,16.9005
8867,09:30:34.026,3.9721,0.3454,10.7418,20.7667,5.7996,10.6454,9.8614,14.2306,29.8574,33.7693,1.2877,4.8948,8.3673,3.2649,7.6434,21.6233,5.9089,9.6523,34.285,4.9497,23.4472,1.5992,15.7809,10.1005,26.4636
8869,09:30:34.028,10.4864,8.0866,16.6901,27.6409,12.1929,17.4668,16.2622,21.2614,35.552,39.4907,8.1468,12.4927,11.2032,9.523,14.2876,29.1472,10.8194,15.9452,38.9996,11.6363,31.3247,7.4353,23.8749,16.6806,34.5266
8871,09:30:34.030,17.6827,16.4667,22.9951,34.6376,19.198,23.7647,22.9599,27.9651,40.8425,44.0985,15.5065,20.1748,15.0237,18.7449,21.3474,36.8048,16.2754,22.6806,43.8899,18.6716,39.3054,14.6204,31.6482,23.6196,39.3694
8873,09:30:34.032,24.134,23.7792,28.6977,40.7702,25.6563,29.0198,28.9362,33.7946,45.4794,48.4208,21.9409,26.9568,17.9537,31.2615,27.6591,43.7322,21.4541,28.8035,48.2882,25.0481,46.5683,21.39,37.7863,29.4867,41.8202
8875,09:30:34.034,29.469,29.7487,33.8947,46.1499,31.4439,33.5794,34.0462,38.6042,49.5859,51.932,27.5787,32.9582,20.212,44.3457,33.2182,49.9989,26.0583,34.3069,52.4471,30.7001,53.0068,27.418,42.2389,33.9009,43.6055
8877,09:30:34.036,33.5724,34.5495,38.6222,50.7676,36.4127,37.3131,38.0897,41.711,52.9613,52.7643,32.7265,38.1345,23.1448,53.6689,38.0568,55.4703,29.4886,39.1162,56.3208,35.4299,58.1015,32.8803,45.3473,36.6738,45.1403
8879,09:30:34.038,35.8905,37.7022,42.0184,53.7088,39.6463,39.083,40.3257,41.9967,55.0282,49.6129,36.6241,41.5211,27.2056,56.66,41.3742,59.2675,30.7029,42.3642,58.9431,38.3485,60.622,37.1297,46.8252,37.2412,45.1167
8881,09:30:34.040,35.8074,38.2385,42.8308,53.7898,40.0533,37.6968,40.0754,38.9865,55.468,43.3394,37.8648,41.9154,31.2949,54.2774,42.0278,60.4905,29.0183,43.0057,59.1166,38.5745,59.5951,38.7355,45.8154,35.1829,42.0769
8883,09:30:34.042,33.5171,35.7913,40.6303,50.8005,37.5421,33.2112,37.5564,33.5536,54.658,36.3665,35.8736,39.1385,33.9648,49.4359,39.7335,59.2224,24.8297,40.9469,56.5241,36.2403,55.3605,36.8469,41.9388,31.0086,36.1124
8885,09:30:34.044,30.1629,31.2053,36.3091,45.8815,33.3224,27.1012,33.8387,27.3647,53.296,30.5306,31.633,34.4049,34.8034,44.0146,35.5217,56.5623,19.3469,37.2769,52.0025,32.5056,49.4659,32.2427,36.1225,26.07,29.0301
8887,09:30:34.046,26.944,25.9453,31.3494,40.6467,28.9678,21.1469,29.9618,21.679,51.6461,25.747,26.85,29.4123,34.3597,37.649,30.9296,53.6934,13.662,33.3352,46.7985,28.5584,43.5385,26.8311,30.221,21.6507,23.0996
8889,09:30:34.048,24.1477,20.9969,26.7152,36.033,25.2842,16.2392,26.2481,16.7467,49.2966,20.717,22.5407,25.1328,32.9231,29.1231,26.8351,51.08,8.1634,29.6954,41.6971,24.763,38.3416,22.1468,25.7111,18.2797,19.6961
8891,09:30:34.050,21.1464,16.4098,22.484,31.9766,22.1054,12.193,22.4998,12.2202,45.6879,14.5499,18.5085,21.4343,29.8484,18.2964,23.1021,48.5699,2.7649,26.1088,36.8309,20.8204,33.8233,18.4274,22.6922,15.8772,18.8027
8893,09:30:34.052,17.2889,11.8016,18.3823,27.9912,18.9963,8.4714,18.6741,7.8841,40.8019,7.4688,14.0375,17.6702,24.3457,6.4762,19.2069,46.0455,-2.5298,22.2607,32.091,16.5629,29.8046,15.0706,20.1149,14.2577,19.3471
8895,09:30:34.054,12.6998,7.1352,14.4636,23.8713,15.9356,4.9054,15.1796,3.9483,35.3329,0.2645,8.861,13.4925,16.8165,-4.5238,15.0312,43.7723,-7.3854,18.371,27.5375,12.389,26.454,11.7293,16.9626,13.2593,19.916
