,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,EMG1,EMG2,IO,EMG3,EMG4,LShankACCX,LShankACCY,LShankACCZ,LShankGYROX,LShankGYROY,LShankGYROZ,NC,RShankACCX,RShankACCY,RShankACCZ,RShankGYROX,RShankGYROY,RShankGYROZ,NC,WaistACCX,WaistACCY,WaistACCZ,WaistGYROX,WaistGYROY,WaistGYROZ,NC,ArmACCX,ArmACCY,ArmACCZ,ArmGYROX,ArmGYROY,ArmGYROZ,SC
10,09:30:34.020,1.6749,-3.0437,7.8259,16.0151,3.4386,2.631,5.4677,5.1659,19.1065,11.8831,1.39,-0.4795,17.0834,-9.7174,5.1494,14.7171,6.1402,7.2899,35.5346,0.982,16.0873,5.3998,5.4641,6.2007,5.7322,523.0,427.5,-31.0,-1199.0,-3748.0,7739.999999999998,-771.9999999999999,-3463.999999999999,-115.0,-9.999999999999998,-0.9999999999999998,76.99999999999999,7739.999999999998,-771.9999999999999,-3463.999999999999,-115.0,-9.999999999999998,-0.9999999999999998,76.99999999999999,-659.0000000000001,5365.999999999999,5942.999999999999,47.0,63.0,9.0,1624.0,-659.0000000000001,5365.999999999999,5942.999999999999,47.0,63.0,9.0,1624.0
11,09:30:34.022,-0.1769,-4.9409,6.3306,14.6996,1.5602,2.394,4.3797,5.3038,21.1093,18.5614,-2.0599,-2.1186,12.7639,-6.3744,2.9737,14.0087,3.3512,5.2964,32.074,-0.5166,15.1327,1.2941,6.2151,5.1435,9.2045,-695.0,295.0,-32.5,-1043.0,-3738.5,7745.292447876224,-770.6629321618708,-3469.2981860292457,-114.81228609362,-10.486331002737863,-1.0833266430758024,76.99999999999999,7745.292447876224,-770.6629321618708,-3469.2981860292457,-114.81228609362,-10.486331002737863,-1.0833266430758024,76.99999999999999,-657.9583875713209,5363.129561027457,5941.561634908266,47.49259183302663,62.72890328779064,9.348461949057995,1623.8899403065168,-657.9583875713209,5363.129561027457,5941.561634908266,47.49259183302663,62.72890328779064,9.348461949057995,1623.8899403065168
12,09:30:34.024,0.1323,-4.34,6.9531,16.0113,1.9345,5.0607,5.5423,8.3828,24.7144,26.4499,-2.5648,-0.5076,8.8651,-1.7865,3.4708,16.1116,3.0614,5.7303,31.5029,0.5014,17.5178,-0.6431,9.4627,5.9503,16.9005,-1461.5,473.5,-34.0,-994.5,-3735.0,7752.093411193144,-768.2414307046812,-3475.333237607337,-114.50961148535552,-10.76376782222627,-1.1387069591723435,77.0,7752.093411193144,-768.2414307046812,-3475.333237607337,-114.50961148535552,-10.76376782222627,-1.1387069591723435,77.0,-658.8856637647365,5360.099690254943,5937.515531974767,48.11867792350958,62.33126757076288,9.594113158288756,1623.8630108070474,-658.8856637647365,5360.099690254943,5937.515531974767,48.11867792350958,62.33126757076288,9.594113158288756,1623.8630108070474
13,09:30:34.026,3.9721,0.3454,10.7418,20.7667,5.7996,10.6454,9.8614,14.2306,29.8574,33.7693,1.2877,4.8948,8.3673,3.2649,7.6434,21.6233,5.9089,9.6523,34.285,4.9497,23.4472,1.5992,15.7809,10.1005,26.4636,-2352.0,888.5,-34.0,-1121.0,-3735.0,7759.548150571945,-765.1884631665577,-3481.0191961708024,-114.10079383028123,-10.898039140345697,-1.152423953730973,77.00000000000001,7759.548150571945,-765.1884631665577,-3481.0191961708024,-114.10079383028123,-10.898039140345697,-1.152423953730973,77.00000000000001,-661.6337461724902,5357.605038968703,5932.6886115871375,48.79846809747887,61.86918020984006,9.765533392990443,1623.8911111543196,-661.6337461724902,5357.605038968703,5932.6886115871375,48.79846809747887,61.86918020984006,9.765533392990443,1623.8911111543196
14,09:30:34.028,10.4864,8.0866,16.6901,27.6409,12.1929,17.4668,16.2622,21.2614,35.552,39.4907,8.1468,12.4927,11.2032,9.523,14.2876,29.1472,10.8194,15.9452,38.9996,11.6363,31.3247,7.4353,23.8749,16.6806,34.5266,-3213.5,1385.0,-32.5,-1323.5,-3732.5,7766.801926633834,-761.9569970856213,-3485.2701031561805,-113.59465078347104,-10.95487363897681,-1.110760632193056,76.99999999999999,7766.801926633834,-761.9569970856213,-3485.2701031561805,-113.59465078347104,-10.95487363897681,-1.110760632193056,76.99999999999999,-666.054552386831,5356.340258454973,5928.907794133003,49.45217218096573,61.4047285659446,9.8913024184615,1623.9461410010608,-666.054552386831,5356.340258454973,5928.907794133003,49.45217218096573,61.4047285659446,9.8913024184615,1623.9461410010608
15,09:30:34.030,17.6827,16.4667,22.9951,34.6376,19.198,23.7647,22.9599,27.9651,40.8425,44.0985,15.5065,20.1748,15.0237,18.7449,21.3474,36.8048,16.2754,22.6806,43.8899,18.6716,39.3054,14.6204,31.6482,23.6196,39.3694,-3383.0,1767.5,-30.5,-1406.0,-3728.5,7773.000000000001,-759.0000000000001,-3487.0,-112.99999999999996,-10.999999999999996,-1.0,76.99999999999999,7773.000000000001,-759.0000000000001,-3487.0,-112.99999999999996,-10.999999999999996,-1.0,76.99999999999999,-671.9999999999999,5357.0,5928.000000000001,49.99999999999999,61.0,10.0,1623.9999999999998,-671.9999999999999,5357.0,5928.000000000001,49.99999999999999,61.0,10.0,1623.9999999999998
16,09:30:34.032,24.134,23.7792,28.6977,40.7702,25.6563,29.0198,28.9362,33.7946,45.4794,48.4208,21.9409,26.9568,17.9537,31.2615,27.6591,43.7322,21.4541,28.8035,48.2882,25.0481,46.5683,21.39,37.7863,29.4867,41.8202,-3619.5,1987.5,-28.5,-1224.0,-3719.0,7777.437719706552,-756.7209521411276,-3485.5483218798,-112.32559715125907,-11.08834279644129,-0.8229879236358063,76.99999999999999,7777.437719706552,-756.7209521411276,-3485.5483218798,-112.32559715125907,-11.08834279644129,-0.8229879236358063,76.99999999999999,-679.1506948060339,5359.8590802210265,5931.156160834004,50.38329466829706,60.70871978515408,10.117904238631157,1624.03044204288,-679.1506948060339,5359.8590802210265,5931.156160834004,50.38329466829706,60.70871978515408,10.117904238631157,1624.03044204288
17,09:30:34.034,29.469,29.7487,33.8947,46.1499,31.4439,33.5794,34.0462,38.6042,49.5859,51.932,27.5787,32.9582,20.212,44.3457,33.2182,49.9989,26.0583,34.3069,52.4471,30.7001,53.0068,27.418,42.2389,33.9009,43.6055,-3768.0,2145.0,-27.5,-998.0,-3707.0,7780.010788449204,-755.3253845136925,-3481.956078937136,-111.5799499739099,-11.231610165908586,-0.6488217137557528,77.0,7780.010788449204,-755.3253845136925,-3481.956078937136,-111.5799499739099,-11.231610165908586,-0.6488217137557528,77.0,-686.5019954060983,5363.512977059294,5937.023253313891,50.62793245030896,60.55116484345648,10.262086578287416,1624.0386379775027,-686.5019954060983,5363.512977059294,5937.023253313891,50.62793245030896,60.55116484345648,10.262086578287416,1624.0386379775027
18,09:30:34.036,33.5724,34.5495,38.6222,50.7676,36.4127,37.3131,38.0897,41.711,52.9613,52.7643,32.7265,38.1345,23.1448,53.6689,38.0568,55.4703,29.4886,39.1162,56.3208,35.4299,58.1015,32.8803,45.3473,36.6738,45.1403,-3783.0,2237.0,-26.0,-997.5,-3690.5,7780.76499733858,-754.9693408156938,-3477.689675054575,-110.7715042209316,-11.430706137155145,-0.5631615420578614,77.00000000000001,7780.76499733858,-754.9693408156938,-3477.689675054575,-110.7715042209316,-11.430706137155145,-0.5631615420578614,77.00000000000001,-692.8779486031423,5366.137333787048,5943.612265376769,50.78092289817224,60.53925000918185,10.447316798628018,1624.031612890686,-692.8779486031423,5366.137333787048,5943.612265376769,50.78092289817224,60.53925000918185,10.447316798628018,1624.031612890686
19,09:30:34.038,35.8905,37.7022,42.0184,53.7088,39.6463,39.083,40.3257,41.9967,55.0282,49.6129,36.6241,41.5211,27.2056,56.66,41.3742,59.2675,30.7029,42.3642,58.9431,38.3485,60.622,37.1297,46.8252,37.2412,45.1167,-3663.5,2391.5,-24.0,-831.0,-3678.5,7779.746137485303,-755.8088647451302,-3474.215514114674,-109.90870564530177,-11.686534738934585,-0.651667580240008,76.99999999999999,7779.746137485303,-755.8088647451302,-3474.215514114674,-109.90870564530177,-11.686534738934585,-0.651667580240008,76.99999999999999,-697.1026012001265,5365.907793676535,5948.934184959768,50.88927556402376,60.684890116604855,10.688364679312524,1624.0163918692456,-697.1026012001265,5365.907793676535,5948.934184959768,50.88927556402376,60.684890116604855,10.688364679312524,1624.0163918692456
20,09:30:34.040,35.8074,38.2385,42.8308,53.7898,40.0533,37.6968,40.0754,38.9865,55.468,43.3394,37.8648,41.9154,31.2949,54.2774,42.0278,60.4905,29.0183,43.0057,59.1166,38.5745,59.5951,38.7355,45.8154,35.1829,42.0769,-3458.5,2528.0,-22.0,-765.5,-3670.0,7776.999999999999,-757.9999999999999,-3472.999999999999,-109.0,-12.0,-1.0000000000000004,76.99999999999999,7776.999999999999,-757.9999999999999,-3472.999999999999,-109.0,-12.0,-1.0000000000000004,76.99999999999999,-698.0000000000001,5361.0,5950.999999999999,51.00000000000001,61.0,10.999999999999998,1624.0,-698.0000000000001,5361.0,5950.999999999999,51.00000000000001,61.0,10.999999999999998,1624.0
21,09:30:34.042,33.5171,35.7913,40.6303,50.8005,37.5421,33.2112,37.5564,33.5536,54.658,36.3665,35.8736,39.1385,33.9648,49.4359,39.7335,59.2224,24.8297,40.9469,56.5241,36.2403,55.3605,36.8469,41.9388,31.0086,36.1124,-3244.0,2620.5,-20.0,-631.5,-3666.5,7772.764673297567,-761.5092592736175,-3475.0125264515527,-108.06932530134269,-12.36829781149723,-1.6567216623809944,76.99999999999999,7772.764673297567,-761.5092592736175,-3475.0125264515527,-108.06932530134269,-12.36829781149723,-1.6567216623809944,76.99999999999999,-694.8948332045487,5350.354118088439,5948.501721755714,51.15822949378548,61.4682175715929,11.387921096417648,1623.988291521963,-694.8948332045487,5350.354118088439,5948.501721755714,51.15822949378548,61.4682175715929,11.387921096417648,1623.988291521963
22,09:30:34.044,30.1629,31.2053,36.3091,45.8815,33.3224,27.1012,33.8387,27.3647,53.296,30.5306,31.633,34.4049,34.8034,44.0146,35.5217,56.5623,19.3469,37.2769,52.0025,32.5056,49.4659,32.2427,36.1225,26.07,29.0301,-3101.0,2791.5,-18.5,-460.5,-3666.5,7768.047435010044,-765.5450312405477,-3479.2344466441136,-107.20258861900278,-12.77379151413996,-2.52200618580482,77.0,7768.047435010044,-765.5450312405477,-3479.2344466441136,-107.20258861900278,-12.77379151413996,-2.52200618580482,77.0,-689.1143546108812,5335.9684015078765,5942.855454769678,51.40159227525536,61.96007305541106,11.821540528562162,1623.9824372829414,-689.1143546108812,5335.9684015078765,5942.855454769678,51.40159227525536,61.96007305541106,11.821540528562162,1623.9824372829414
