,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,EMG1,EMG2,IO,EMG3,EMG4,LShankACCX,LShankACCY,LShankACCZ,LShankGYROX,LShankGYROY,LShankGYROZ,NC,RShankACCX,RShankACCY,RShankACCZ,RShankGYROX,RShankGYROY,RShankGYROZ,NC,WaistACCX,WaistACCY,WaistACCZ,WaistGYROX,WaistGYROY,WaistGYROZ,NC,ArmACCX,ArmACCY,ArmACCZ,ArmGYROX,ArmGYROY,ArmGYROZ,SC
136,09:30:34.272,11.5061,8.0075,8.7047,10.5767,12.4751,12.7139,11.3211,10.8066,2.1438,-1.9404,9.2733,10.745,9.3831,21.9287,10.9494,23.699,17.3646,11.0498,13.848,6.3817,-41.5036,7.8594,9.0745,7.0477,13.4839,3186.5,2443.0,4.0,-1531.0,3158.0,7780.389465144826,-764.4833584659701,-3489.883682887911,-107.13633918377889,-15.30416652118577,-3.400974834679128,76.99999999999999,7780.389465144826,-764.4833584659701,-3489.883682887911,-107.13633918377889,-15.30416652118577,-3.400974834679128,76.99999999999999,-647.6560875067319,5372.985885252503,5988.768839905429,41.47946128718005,36.20430920666188,19.61934711090336,1624.0291409659276,-647.6560875067319,5372.985885252503,5988.768839905429,41.47946128718005,36.20430920666188,19.61934711090336,1624.0291409659276
137,09:30:34.274,10.398,6.6248,7.8558,9.1368,11.2905,12.2252,10.3435,9.1878,0.5864,-0.0038,8.6508,9.4519,10.4418,16.5046,9.9386,23.6553,16.9947,9.9474,13.6243,6.122,-42.757,6.7501,6.9487,5.7528,12.4394,3168.0,2448.0,4.0,-1532.5,3148.0,7779.272355206179,-766.6259139081901,-3487.7037270455967,-107.30809195810173,-15.610799338482696,-3.6607625004584894,77.0,7779.272355206179,-766.6259139081901,-3487.7037270455967,-107.30809195810173,-15.610799338482696,-3.6607625004584894,77.0,-646.0714683395585,5375.462797526023,5982.129871420132,42.04301847492302,36.53775269908324,20.216836781686517,1624.0359967762254,-646.0714683395585,5375.462797526023,5982.129871420132,42.04301847492302,36.53775269908324,20.216836781686517,1624.0359967762254
138,09:30:34.276,9.7235,5.9792,6.9169,7.8557,10.1256,12.3616,9.5284,9.2151,-0.5611,4.6542,7.4511,8.4207,11.1209,15.4617,9.0126,23.7879,17.0418,8.8085,13.1732,6.1478,-44.6389,5.2175,5.9295,4.7645,13.7134,3139.5,2443.0,2.5,-1586.0,3138.0,7777.060512695118,-769.6267901174235,-3484.4819297593285,-107.511675140535,-15.865348895186608,-3.8200627488982266,77.00000000000001,7777.060512695118,-769.6267901174235,-3484.4819297593285,-107.511675140535,-15.865348895186608,-3.8200627488982266,77.00000000000001,-645.4588054190195,5377.346767173291,5976.606482982125,42.76684501907564,36.96904158817345,20.80465289701773,1624.0282821035596,-645.4588054190195,5377.346767173291,5976.606482982125,42.76684501907564,36.96904158817345,20.80465289701773,1624.0282821035596
139,09:30:34.278,8.9202,5.4279,5.7623,6.3177,8.7093,12.2407,8.2484,9.3996,-2.5197,9.3802,5.7997,7.3618,11.0136,16.2217,7.8252,23.6428,16.6909,7.3655,11.761,5.9274,-48.0574,3.6462,5.3472,3.6818,15.1275,3107.5,2432.0,1.0,-1623.5,3130.5,7774.165780122704,-772.6851108844392,-3481.2400883153723,-107.74350554864564,-16.013265634593758,-3.9195753315587134,76.99999999999999,7774.165780122704,-772.6851108844392,-3481.2400883153723,-107.74350554864564,-16.013265634593758,-3.9195753315587134,76.99999999999999,-646.0307616656537,5377.553824547038,5972.722063029409,43.727114375485954,37.46688698484266,21.39497934156625,1624.0137116205954,-646.0307616656537,5377.553824547038,5972.722063029409,43.727114375485954,37.46688698484266,21.39497934156625,1624.0137116205954
140,09:30:34.280,6.7996,3.5541,3.5914,3.5255,6.24,10.3861,5.39,7.4138,-6.9978,10.7271,3.322,5.2588,9.3701,14.2314,5.5164,22.237,14.6595,4.7825,8.4709,4.4022,-54.2651,1.6607,3.6886,1.3625,13.7289,3083.0,2412.0,0.0,-1549.5,3122.5,7770.999999999998,-775.0000000000001,-3479.0,-108.0,-16.0,-3.999999999999999,76.99999999999999,7770.999999999998,-775.0000000000001,-3479.0,-108.0,-16.0,-3.999999999999999,76.99999999999999,-648.0,5375.000000000001,5971.0,45.0,38.00000000000001,22.0,1623.9999999999995,-648.0,5375.000000000001,5971.0,45.0,38.00000000000001,22.0,1623.9999999999995
141,09:30:34.282,2.9197,-0.2363,0.0229,-0.7972,2.4762,6.3333,0.7142,2.382,-14.4215,7.4226,-0.1552,1.5318,5.9693,7.3341,1.842,19.1937,10.5722,0.8063,3.4235,1.151,-63.3966,-1.2177,0.2042,-2.6175,8.4632,3074.0,2393.0,0.0,-1601.0,3118.5,7767.938855845906,-775.9594428270118,-3478.402752016508,-108.28135914000296,-15.790148820842276,-4.089714138314156,76.99999999999999,7767.938855845906,-775.9594428270118,-3478.402752016508,-108.28135914000296,-15.790148820842276,-4.089714138314156,76.99999999999999,-651.4491943409497,5369.0262941985175,5971.674533259643,46.61591740367607,38.53629599867612,22.6185231372774,1623.993147207431,-651.4491943409497,5369.0262941985175,5971.674533259643,46.61591740367607,38.53629599867612,22.6185231372774,1623.993147207431
142,09:30:34.284,-1.6043,-4.7636,-4.0405,-5.4682,-1.56,1.4261,-4.4567,-4.0662,-23.172,1.3755,-3.9059,-2.9946,1.6669,-2.4001,-2.1785,15.444,5.6534,-3.4953,-1.8035,-2.8521,-73.7385,-4.5991,-4.0922,-7.0548,1.3377,3082.0,2377.0,0.0,-1691.0,3115.5,7765.2133952107215,-775.7068710169264,-3478.5665912363165,-108.60291892541048,-15.424894471121464,-4.167805660720278,77.0,7765.2133952107215,-775.7068710169264,-3478.5665912363165,-108.60291892541048,-15.424894471121464,-4.167805660720278,77.0,-655.9410626007889,5360.673589063377,5973.823305885035,48.42225031840905,39.04050736238226,23.195854539512528,1623.9922943805218,-655.9410626007889,5360.673589063377,5973.823305885035,48.42225031840905,39.04050736238226,23.195854539512528,1623.9922943805218
143,09:30:34.286,-4.6614,-7.743,-6.777,-8.46,-4.0736,-1.9994,-8.0145,-8.9652,-30.6,-3.9767,-6.4108,-6.3099,-2.0483,-10.7205,-4.7933,12.7501,2.0368,-6.2535,-5.0774,-5.7099,-82.5359,-7.0807,-6.9036,-9.8203,-3.9994,3103.0,2370.0,-1.0,-1845.0,3116.0,7763.018506652585,-774.5745777933357,-3478.2290544478697,-108.98379914081634,-14.964565710979736,-4.201040113969298,77.00000000000001,7763.018506652585,-774.5745777933357,-3478.2290544478697,-108.98379914081634,-14.964565710979736,-4.201040113969298,77.00000000000001,-660.9083336901507,5351.407736828984,5976.234811880604,50.22062453130312,39.47657072675014,23.66392437310872,1623.9948679498968,-660.9083336901507,5351.407736828984,5976.234811880604,50.22062453130312,39.47657072675014,23.66392437310872,1623.9948679498968
144,09:30:34.288,-4.5789,-7.431,-6.7461,-8.2944,-3.7651,-2.2559,-8.5627,-10.2019,-34.7684,-6.1324,-6.2836,-6.5266,-4.0503,-14.598,-4.7298,12.481,1.3425,-6.1144,-5.1238,-5.9017,-87.6497,-7.2043,-6.1952,-9.5094,-4.9197,3126.5,2370.5,-3.0,-2153.5,3113.5,7761.5490787296285,-772.8948563798293,-3476.127678439614,-109.443119570815,-14.469491300558447,-4.156183044812197,76.99999999999999,7761.5490787296285,-772.8948563798293,-3476.127678439614,-109.443119570815,-14.469491300558447,-4.156183044812197,76.99999999999999,-665.7837365196772,5342.694589729722,5977.697545250781,51.812665829465566,39.808422727412186,23.9546628044701,1623.9982943461812,-665.7837365196772,5342.694589729722,5977.697545250781,51.812665829465566,39.808422727412186,23.9546628044701,1623.9982943461812
145,09:30:34.290,-1.2218,-3.7691,-3.9099,-4.9907,-0.7227,0.6799,-6.2335,-7.6917,-35.3413,-4.5824,-3.2708,-3.2116,-4.1436,-13.6804,-2.0122,14.7197,3.7638,-3.1433,-2.2368,-3.2554,-88.6531,-4.6264,-1.6118,-6.4333,-1.3716,3137.0,2377.5,-5.0,-2514.0,3112.0,7760.999999999999,-771.0,-3471.0,-110.0,-13.999999999999998,-4.0,76.99999999999999,7760.999999999999,-771.0,-3471.0,-110.0,-13.999999999999998,-4.0,76.99999999999999,-670.0,5336.000000000001,5977.0,53.0,39.99999999999999,24.0,1624.0000000000002,-670.0,5336.000000000001,5977.0,53.0,39.99999999999999,24.0,1624.0000000000002
146,09:30:34.292,4.0078,1.7939,0.4751,0.0978,3.7627,5.4443,-2.2461,-2.7891,-33.1768,-0.1006,1.4784,2.3147,-2.8081,-9.1776,2.1795,18.3592,8.2547,1.3723,2.1306,1.1372,-86.6518,-0.4011,5.2163,-2.1272,4.6993,3133.0,2384.5,-7.0,-2819.0,3107.5,7761.495111471539,-769.2548702259829,-3462.169309046051,-110.65822425620978,-13.607238195444834,-3.7201686120643296,76.99999999999999,7761.495111471539,-769.2548702259829,-3462.169309046051,-110.65822425620978,-13.607238195444834,-3.7201686120643296,76.99999999999999,-672.987135129473,5332.420937953421,5973.2610270559935,53.632869098117446,40.02650679863417,23.754560339987627,1623.998270204347,-672.987135129473,5332.420937953421,5973.2610270559935,53.632869098117446,40.02650679863417,23.754560339987627,1623.998270204347
147,09:30:34.294,9.096,7.377,4.8131,5.1978,8.1304,10.314,2.1179,3.0305,-29.4854,6.3268,6.077,7.8609,-0.6221,-2.2873,6.3,21.9215,13.3718,5.8468,6.3215,5.7748,-83.3054,3.8204,11.6168,1.9355,11.0412,3107.5,2387.0,-8.5,-3054.5,3100.0,7762.874063950924,-768.1546020241038,-3451.301908009131,-111.36023234025744,-13.305622777030694,-3.3880148566604507,77.0,7762.874063950924,-768.1546020241038,-3451.301908009131,-111.36023234025744,-13.305622777030694,-3.3880148566604507,77.0,-674.1642812572946,5331.578846220455,5966.920905039723,53.75598025144438,39.908217851388684,23.26374506026434,1623.9948257016868,-674.1642812572946,5331.578846220455,5966.920905039723,53.75598025144438,39.908217851388684,23.26374506026434,1623.9948257016868
148,09:30:34.296,12.5267,11.6632,8.0453,8.9821,11.3795,14.0536,6.1188,8.8128,-25.426,13.7291,9.0074,11.6724,1.9815,5.9406,9.2094,24.3611,17.9683,9.2039,9.1973,9.5656,-79.9852,6.8779,15.3962,5.1448,16.1998,3071.5,2325.5,-10.0,-3262.5,3088.0,7764.90546069454,-768.2268987092333,-3440.6498524491917,-112.03312829619996,-13.100388260894231,-3.0957767952245683,77.00000000000001,7764.90546069454,-768.2268987092333,-3440.6498524491917,-112.03312829619996,-13.100388260894231,-3.0957767952245683,77.00000000000001,-672.94785982038,5332.7262855107765,5958.750269495461,53.46265685571274,39.6766755048262,22.59564961054756,1623.9922460968533,-672.94785982038,5332.7262855107765,5958.750269495461,53.46265685571274,39.6766755048262,22.59564961054756,1623.9922460968533
149,09:30:34.298,13.9237,14.2574,9.8708,10.9335,13.2839,16.1775,9.4632,13.8516,-22.0694,20.8193,9.9048,13.2233,4.586,13.801,10.5332,25.3632,21.395,11.1166,10.3536,12.1193,-77.5003,8.5876,15.9499,7.5644,19.4451,3033.5,2145.5,-11.5,-3400.5,3077.0,7767.357904958771,-769.9994635962425,-3432.4651979261635,-112.6040161680952,-12.996769163171772,-2.935692489192373,76.99999999999999,7767.357904958771,-769.9994635962425,-3432.4651979261635,-112.6040161680952,-12.996769163171772,-2.935692489192373,76.99999999999999,-668.7542922556421,5335.115816534065,5949.51975596746,52.84622230665384,39.363422105509024,21.818369440553504,1623.99311099468,-668.7542922556421,5335.115816534065,5949.51975596746,52.84622230665384,39.363422105509024,21.818369440553504,1623.99311099468
150,09:30:34.300,13.9635,15.4897,10.4598,11.2507,14.1099,16.8125,11.9746,17.3517,-20.1927,26.1233,9.5187,13.0835,6.7343,19.0289,10.5961,25.1582,23.4029,11.8098,9.9976,13.5796,-76.1891,9.4397,14.2697,9.3016,20.2787,3011.0,1982.0,-14.0,-3516.0,3066.0,7770.0,-774.0000000000001,-3429.0,-113.0,-13.0,-3.0,76.99999999999999,7770.0,-774.0000000000001,-3429.0,-113.0,-13.0,-3.0,76.99999999999999,-661.0000000000001,5338.0,5940.000000000001,52.0,39.00000000000001,21.0,1624.0,-661.0000000000001,5338.0,5940.000000000001,52.0,39.00000000000001,21.0,1624.0
151,09:30:34.302,13.6903,15.9685,10.0925,10.5013,14.215,16.4127,13.4746,18.6549,-19.9047,28.7575,8.9353,12.1465,8.1555,20.2951,10.0526,24.1294,24.0085,11.7219,8.6485,14.2765,-76.0789,9.9757,11.9107,10.1954,18.3866,3004.5,1934.5,-17.0,-3692.0,3055.0,7772.584698267938,-780.3650762690568,-3431.7200117992797,-113.1657438351586,-13.10089839737802,-3.341611413428357,76.99999999999999,7772.584698267938,-780.3650762690568,-3431.7200117992797,-113.1657438351586,-13.10089839737802,-3.341611413428357,76.99999999999999,-649.6182651411582,5340.729953987794,5930.889358516375,51.01260620385463,38.62167680678717,20.195235502771677,1624.0137719751815,-649.6182651411582,5340.729953987794,5930.889358516375,51.01260620385463,38.62167680678717,20.195235502771677,1624.0137719751815
152,09:30:34.304,13.6653,16.0933,8.9382,9.1768,13.7656,15.3942,13.8304,17.6832,-20.6948,28.9465,8.6615,10.8567,8.9438,18.4754,9.38,22.4696,23.36,11.1673,6.7205,14.3775,-77.0689,10.3586,9.7284,9.9709,13.981,3019.0,1949.0,-19.5,-3841.0,3051.0,7774.802348985583,-787.6667208866602,-3438.9457767271424,-113.116151713561,-13.232614420755151,-3.8561349126376014,77.0,7774.802348985583,-787.6667208866602,-3438.9457767271424,-113.116151713561,-13.232614420755151,-3.8561349126376014,77.0,-636.6098123700291,5343.051026054802,5922.597073956055,49.953828675813625,38.27862123206277,19.405165219428916,1624.028402812732,-636.6098123700291,5343.051026054802,5922.597073956055,49.953828675813625,38.27862123206277,19.405165219428916,1624.028402812732
153,09:30:34.306,13.541,15.7328,6.971,7.352,12.6453,13.8073,12.9434,14.923,-22.117,27.5458,8.2786,8.9681,9.3458,15.984,8.5295,20.0573,21.5833,10.1029,4.187,13.6744,-79.1477,10.3077,7.3852,8.4935,7.8836,3044.5,1994.0,-21.5,-3955.0,3048.5,7776.327650569259,-794.0858273697318,-3448.211535755362,-112.88368767438422,-13.313881245443214,-4.399852705132378,77.00000000000001,7776.327650569259,-794.0858273697318,-3448.211535755362,-112.88368767438422,-13.313881245443214,-4.399852705132378,77.00000000000001,-624.4922270283273,5344.807121127913,5915.460110137552,48.888748045845816,38.02472725394493,18.617477184700668,1624.036147662691,-624.4922270283273,5344.807121127913,5915.460110137552,48.888748045845816,38.02472725394493,18.617477184700668,1624.036147662691
154,09:30:34.308,12.4291,14.3348,4.0521,4.7277,10.6006,11.3452,10.7215,10.9493,-24.4129,25.0661,6.9305,5.947,9.3496,14.6336,7.0582,16.645,18.7333,8.201,0.6771,11.7015,-82.4541,9.3277,3.9936,5.848,1.1204,3069.5,2194.0,-23.5,-4033.0,3050.5,7776.835301435289,-797.803289235204,-3457.051529855724,-112.5008157568048,-13.263432046754168,-4.829046998418304,76.99999999999999,7776.835301435289,-797.803289235204,-3457.051529855724,-112.5008157568048,-13.263432046754168,-4.829046998418304,76.99999999999999,-615.7830944577458,5345.842144134016,5909.815430879362,47.88244494391817,37.91388885055133,17.81985943331455,1624.0292616751003,-615.7830944577458,5345.842144134016,5909.815430879362,47.88244494391817,37.91388885055133,17.81985943331455,1624.0292616751003
155,09:30:34.310,9.8191,11.5168,0.2326,1.1196,7.5957,7.828,7.2481,6.1539,-28.2286,21.3555,4.227,1.6686,8.6299,14.2438,4.7142,12.2644,14.9772,5.2955,-3.9334,8.2302,-86.996,7.1192,-0.7233,2.331,-5.4946,3081.0,2261.0,-25.0,-4158.0,3052.0,7776.0,-797.0,-3462.999999999999,-112.0,-13.0,-5.0,76.99999999999999,7776.0,-797.0,-3462.999999999999,-112.0,-13.0,-5.0,76.99999999999999,-613.0,5346.000000000002,5906.000000000001,47.0,37.99999999999999,16.999999999999996,1624.0000000000002,-613.0,5346.000000000002,5906.000000000001,47.0,37.99999999999999,16.999999999999996,1624.0000000000002
156,09:30:34.312,6.2631,7.6947,-3.9028,-3.0045,4.1378,3.7718,3.0869,1.0375,-33.5819,16.2997,0.7705,-3.1578,7.0119,13.3974,1.9586,7.5254,10.8619,1.8668,-8.9392,3.7896,-92.2199,3.9811,-5.8315,-1.4996,-11.3268,3070.5,2221.5,-26.0,-4230.5,3050.5,7773.662095456712,-790.5568246977941,-3464.278643756834,-111.42280040315586,-12.477168215042978,-4.817385734222502,76.99999999999999,7773.662095456712,-790.5568246977941,-3464.278643756834,-111.42280040315586,-12.477168215042978,-4.817385734222502,76.99999999999999,-617.795804305885,5345.195246095403,5904.325538878501,46.29270608646304,38.31878597421694,16.15249764892466,1623.946641894926,-617.795804305885,5345.195246095403,5904.325538878501,46.29270608646304,38.31878597421694,16.15249764892466,1623.946641894926
157,09:30:34.314,3.1777,4.1155,-7.2394,-6.5033,1.2363,0.4056,-0.6754,-3.4131,-39.2189,10.6473,-2.1451,-7.2039,4.9403,11.3294,-0.1352,3.4901,7.3203,-0.9667,-12.8953,-0.3258,-96.9318,0.8982,-9.6819,-4.8089,-15.6347,3045.0,2244.0,-26.5,-4231.5,3046.5,7770.324540106748,-780.1545144292627,-3461.858985082306,-110.84716080549832,-11.78791953994846,-4.3794454927897615,77.0,7770.324540106748,-780.1545144292627,-3461.858985082306,-110.84716080549832,-11.78791953994846,-4.3794454927897615,77.0,-628.3644692625709,5343.625049560339,5905.002799136043,45.75670504529892,38.83329722035987,15.299594062017915,1623.891563047386,-628.3644692625709,5343.625049560339,5905.002799136043,45.75670504529892,38.83329722035987,15.299594062017915,1623.891563047386
158,09:30:34.316,1.9154,2.1541,-8.6453,-8.1786,-0.0725,-1.0195,-2.8775,-5.9474,-43.1893,5.9079,-3.3671,-9.2246,3.3438,8.7942,-0.5747,1.1498,5.2912,-2.0717,-14.4358,-2.7062,-99.803,-0.8813,-10.9969,-6.6884,-17.5807,3006.0,2284.5,-26.5,-4328.0,3037.0,7766.655937028429,-768.1737918118407,-3457.400004529364,-110.36012100626311,-11.060086757332828,-3.832812384246061,77.00000000000001,7766.655937028429,-768.1737918118407,-3457.400004529364,-110.36012100626311,-11.060086757332828,-3.832812384246061,77.00000000000001,-642.0352320663071,5341.557229977577,5908.217289954333,45.37435096090344,39.48841547939401,14.470441650649231,1623.863163252384,-642.0352320663071,5341.557229977577,5908.217289954333,45.37435096090344,39.48841547939401,14.470441650649231,1623.863163252384
159,09:30:34.318,2.9425,2.4744,-7.6228,-7.4979,0.7204,-0.0207,-2.9081,-5.8121,-44.17,3.3844,-2.5039,-8.6955,2.9521,7.1405,0.9159,0.9157,5.249,-1.0121,-13.1134,-2.6381,-100.0818,-0.5496,-9.5449,-6.5245,-16.669,2968.0,2099.5,-27.0,-4557.5,3023.0,7763.32488930007,-756.9953794629405,-3452.5606826509456,-110.0487208046851,-10.421502649811158,-3.324119517134684,76.99999999999999,7763.32488930007,-756.9953794629405,-3452.5606826509456,-110.0487208046851,-10.421502649811158,-3.324119517134684,76.99999999999999,-656.1373299133684,5339.259606929874,5914.154520515084,45.12799791767182,40.229022492285765,13.694192826186644,1623.8898423049206,-656.1373299133684,5339.259606929874,5914.154520515084,45.12799791767182,40.229022492285765,13.694192826186644,1623.8898423049206
160,09:30:34.320,5.7927,4.8017,-4.521,-4.7876,3.4112,2.9627,-0.9427,-3.2606,-42.2828,3.3866,0.1078,-5.9306,3.7595,6.9224,3.8904,2.5128,7.046,1.8022,-9.5171,-0.3998,-97.8978,1.8313,-5.9287,-4.2516,-13.1388,2944.5,1309.5,-27.5,-4871.0,3010.5,7761.0,-749.0000000000001,-3448.9999999999995,-110.00000000000004,-9.999999999999998,-3.0,76.99999999999999,7761.0,-749.0000000000001,-3448.9999999999995,-110.00000000000004,-9.999999999999998,-3.0,76.99999999999999,-668.0,5337.000000000001,5923.0,45.0,41.00000000000001,13.000000000000002,1623.9999999999998,-668.0,5337.000000000001,5923.0,45.0,41.00000000000001,13.000000000000002,1623.9999999999998
161,09:30:34.322,9.6482,8.3927,-0.1634,-0.8335,7.3408,7.0968,2.3616,0.7262,-38.756,5.3823,3.8475,-1.7254,5.1654,7.6784,7.6721,5.2624,10.1213,5.5839,-4.6907,3.1069,-93.9852,5.5256,-0.9428,-0.3115,-7.8833,2940.5,649.0,-28.5,-5170.5,2996.0,7760.190919905211,-745.9756249397601,-3447.9734131733844,-110.26305455221754,-9.886428742449535,-2.9648456496814486,76.99999999999999,7760.190919905211,-745.9756249397601,-3447.9734131733844,-110.26305455221754,-9.886428742449535,-2.9648456496814486,76.99999999999999,-675.5665176353073,5334.961061630597,5934.560485969623,44.97656945029242,41.75917929634556,12.410773901528591,1624.2076604451147,-675.5665176353073,5334.961061630597,5934.560485969623,44.97656945029242,41.75917929634556,12.410773901528591,1624.2076604451147
162,09:30:34.324,13.845,12.5891,4.6644,3.5977,11.7646,11.7048,6.3148,5.1565,-34.9718,8.7437,8.1211,3.0563,6.5701,8.8721,11.7249,8.4188,13.7768,9.6811,0.4544,6.9314,-89.228,9.7079,4.7411,4.568,-2.0283,2957.0,323.0,-29.0,-5420.5,2988.5,7760.771490587423,-747.339221396272,-3449.122282943631,-110.7352050644449,-10.023707419449831,-3.1540831162027825,77.0,7760.771490587423,-747.339221396272,-3449.122282943631,-110.7352050644449,-10.023707419449831,-3.1540831162027825,77.0,-679.2363105797051,5332.98477570384,5947.127729499782,45.05935114298947,42.51618988649907,11.924458532497308,1624.4693449977235,-679.2363105797051,5332.98477570384,5947.127729499782,45.05935114298947,42.51618988649907,11.924458532497308,1624.4693449977235
163,09:30:34.326,17.9052,16.9199,9.3896,7.8925,16.0355,16.3226,10.3642,9.4347,-31.8294,13.2059,12.352,7.6649,7.7768,10.5907,15.598,11.338,17.3137,13.6634,5.2417,10.3776,-84.4437,13.8723,10.4078,9.5697,3.4007,2983.5,114.5,-29.0,-5596.0,2985.0,7762.456601317027,-751.9150053829015,-3451.684446127183,-111.2758283005632,-10.317771725225198,-3.4608977578832203,77.00000000000001,7762.456601317027,-751.9150053829015,-3451.684446127183,-111.2758283005632,-10.317771725225198,-3.4608977578832203,77.00000000000001,-680.0228447064493,5330.827958961785,5958.614730045122,45.25384811054022,43.29361082847945,11.5327562127019,1624.7271993277743,-680.0228447064493,5330.827958961785,5958.614730045122,45.25384811054022,43.29361082847945,11.5327562127019,1624.7271993277743
164,09:30:34.328,21.3903,20.9129,13.5445,11.5272,19.6587,20.4776,14.0404,13.2534,-29.6985,18.6949,15.9684,11.5273,8.8996,13.1273,18.7966,13.5817,20.1586,17.1535,9.0869,13.0521,-80.3496,17.8001,15.1988,13.9376,7.6096,3008.5,-124.0,-29.5,-5607.0,2988.5,7764.961141364422,-758.5271929130231,-3454.897739540492,-111.74430102445451,-10.674557354000516,-3.7784749330425673,76.99999999999999,7764.961141364422,-758.5271929130231,-3454.897739540492,-111.74430102445451,-10.674557354000516,-3.7784749330425673,76.99999999999999,-678.9395858887958,5328.247428146486,5966.934487060313,45.565563385394114,44.11402118030696,11.227369261937495,1624.9233691052168,-678.9395858887958,5328.247428146486,5966.934487060313,45.565563385394114,44.11402118030696,11.227369261937495,1624.9233691052168
165,09:30:34.330,24.0366,24.1423,16.7979,14.1945,22.4314,23.752,17.0237,16.4316,-28.5585,24.9782,18.6732,14.4151,10.0822,16.1634,21.0257,15.1068,22.1498,19.8894,11.6277,14.9427,-77.3964,21.339,18.5189,17.1821,10.2066,3019.0,-425.5,-30.5,-5504.5,2993.0,7768.0,-766.0,-3457.9999999999995,-112.0,-10.999999999999998,-4.000000000000001,76.99999999999999,7768.0,-766.0,-3457.9999999999995,-112.0,-10.999999999999998,-4.000000000000001,76.99999999999999,-677.0,5325.0,5970.0,46.0,45.0,10.999999999999998,1624.9999999999998,-677.0,5325.0,5970.0,46.0,45.0,10.999999999999998,1624.9999999999998
166,09:30:34.332,26.0924,26.6024,19.2427,16.1012,24.61,26.1864,19.3777,19.0511,-28.0345,31.6328,20.7682,16.6303,11.4177,18.7874,22.634,16.3966,23.7744,22.0645,13.1046,16.5307,-75.4795,24.3561,20.6017,19.2938,11.4546,3009.5,-714.5,-30.5,-5399.0,2995.5,7771.246224922442,-773.2446755431642,-3460.379703549628,-111.9489813879742,-11.217116815158787,-4.0432316670517015,76.99999999999999,7771.246224922442,-773.2446755431642,-3460.379703549628,-111.9489813879742,-11.217116815158787,-4.0432316670517015,76.99999999999999,-675.0661251528924,5320.952507382207,5966.600517243012,46.5530161123673,45.956496840401854,10.844406744960256,1624.9187163246138,-675.0661251528924,5320.952507382207,5966.600517243012,46.5530161123673,45.956496840401854,10.844406744960256,1624.9187163246138
167,09:30:34.334,28.295,28.8624,21.5152,17.9543,26.7925,28.4285,21.5788,21.6016,-27.5424,38.2585,23.022,18.8564,13.0312,20.413,24.5883,18.2156,25.9321,24.4146,14.3934,18.5983,-73.9526,26.8563,22.4383,20.7281,12.219,2981.0,-1140.5,-29.5,-5336.5,2992.5,7774.205497543562,-779.520599985652,-3462.0278831431724,-111.68401893672268,-11.317250782252309,-3.924222042399272,77.0,7774.205497543562,-779.520599985652,-3462.0278831431724,-111.68401893672268,-11.317250782252309,-3.924222042399272,77.0,-673.3942884186174,5316.411847624296,5959.030282864847,47.18189038274355,46.91794323364598,10.762571807991646,1624.7190569617192,-673.3942884186174,5316.411847624296,5959.030282864847,47.18189038274355,46.91794323364598,10.762571807991646,1624.7190569617192
168,09:30:34.336,31.2399,31.5638,24.3517,20.3746,29.4133,31.201,24.0897,24.6683,-26.7386,44.5582,25.9923,21.5841,15.0098,21.406,27.7131,20.9913,29.1922,27.6712,16.3421,21.6186,-72.1864,28.9731,24.8692,22.0438,13.3637,2942.0,-1613.0,-28.5,-5328.5,2983.0,7776.341657703461,-784.1741866565553,-3463.086210961904,-111.34456579148429,-11.30882634176644,-3.6835965842211142,77.00000000000001,7776.341657703461,-784.1741866565553,-3463.086210961904,-111.34456579148429,-11.30882634176644,-3.6835965842211142,77.00000000000001,-672.089389107897,5311.794934175284,5950.459789865184,47.83425659693585,47.80114120668875,10.75853349854291,1624.4600394365175,-672.089389107897,5311.794934175284,5950.459789865184,47.83425659693585,47.80114120668875,10.75853349854291,1624.4600394365175
169,09:30:34.338,34.6848,34.6377,27.8617,23.2041,32.2619,34.5162,26.8146,28.3141,-25.9192,50.2383,29.399,24.5755,17.1637,22.546,31.8421,24.328,33.1738,31.787,18.945,25.2215,-70.2489,30.7278,27.6556,23.4396,15.0539,2906.5,-2054.5,-26.5,-5371.0,2969.5,7777.11854524224,-786.5518488849738,-3463.696359187089,-111.07007509749712,-11.200267934187014,-3.3619807506951727,76.99999999999999,7777.11854524224,-786.5518488849738,-3463.696359187089,-111.07007509749712,-11.200267934187014,-3.3619807506951727,76.99999999999999,-671.2563265314507,5307.518680484179,5944.059531243674,48.45774854075239,48.52289278648804,10.836330126062805,1624.2006812742102,-671.2563265314507,5307.518680484179,5944.059531243674,48.45774854075239,48.52289278648804,10.836330126062805,1624.2006812742102
